序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,300343,ST联创,192643283.04,361.4845149416,-49028923.75,-25.450627178,-860019028.05,-446.4308407117,1101405130.99,571.7329530567,2025-11-28
2,300237,ST美晨,-289903828.56,-145.2758213837,-378063113.16,-130.4098379928,-185465292.37,-63.9747647664,273473521.86,94.3324975108,2025-10-31
3,600360,*ST华微,188230041.57,3.6562229623,75750345.27,40.2434938856,-65481709.6,-34.7881289585,177033288.95,94.0515591844,2025-04-30
4,000752,ST西发,-69969075.71,-179.2288401845,97169386.84,138.8747612484,-103253393.0,-147.5700399816,-63885069.55,-91.3047212668,2025-04-25
5,300437,清水源,177627936.17,126.0645000894,27386743.32,15.4180383506,-208254323.54,-117.2418753662,358393843.25,201.7665976297,2025-02-28
6,300376,易事特,845046628.08,902.2046918184,562651732.81,66.5823297927,-1234145460.07,-146.0446582544,1512642303.48,179.0010460034,2024-08-30
7,300528,幸福蓝海,637005106.1,424.5037087726,464328622.41,72.89244905,-250513217.59,-39.3267204911,423187080.24,66.4338599781,2024-08-28
8,603559,ST通脉,108450442.13,910.2481758937,45902470.57,42.3257569711,-108249034.91,-99.8142864003,170797006.47,157.4885294292,2024-08-07
9,601118,海南橡胶,838156713.74,1121.5079092756,536395255.44,63.9970123304,-588741743.68,-70.2424420193,883143418.37,105.3673380995,2024-04-30
10,600287,苏豪时尚,-23665794.09,-127.4289485073,141283322.52,596.9937961207,44807728.56,189.3354112252,-236772500.54,-1000.4840726644,2024-04-30
11,300091,*ST金灵,67519850.29,870.7077141894,15115325.73,22.3864917725,-56961576.84,-84.3627119956,108670442.42,160.9459173165,2024-02-08
12,300266,兴源环境,659985995.6,1152.2833482529,-44180143.57,-6.6941031877,-545925988.93,-82.7178141005,1249553383.92,189.3302876501,2024-01-13
13,002104,恒宝股份,194377375.96,401.3010311843,300948358.13,154.826844762,-40135518.16,-20.6482456931,-58022453.04,-29.8504148199,2023-12-30
14,002564,天沃科技,53021924.6,-75.5164742275,266619897.15,502.8483955673,-1111021553.81,-2095.4002748704,892014269.49,1682.3498509709,2023-11-09
