序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,600360,*ST华微,88621135.65,-71.5221948684,208774654.77,235.581109674,-110303065.33,-124.4658675619,-9830039.68,-11.092206851,2023-11-11
2,000713,国投丰乐,-98506759.43,-297.8018019638,74961116.23,76.097433987,-42199921.8,-42.8396203917,-132137053.15,-134.140087355,2017-10-21
3,603987,康德莱,-16247141.45,,103203902.21,635.2126774276,-93028956.98,-572.5866132593,-31106353.58,-191.4573937559,2016-11-18
4,002366,融发核电,-12124300.32,-85.660582903,46595837.78,384.3177465931,-190698281.71,-1572.8600964744,131981057.23,1088.5663811238,2016-05-11
5,600802,福建水泥,-52057697.3,82.1490963126,223473363.54,429.2801547717,-209661778.9,-402.7488532421,-65869281.94,-126.5313015295,2016-04-30
6,688472,阿特斯,138771181.82,,578682888.82,417.005087966,-83494953.38,-60.1673577215,-375102608.43,-270.3029573651,2016-04-19
7,601728,中国电信,559223490.79,104.3169588292,72885169608.37,13033.2811136755,-47919090679.86,-8568.8622650966,-24429910861.37,-4368.5416052281,2016-04-18
8,601228,广州港,6499521.94,-97.9281391951,958739228.31,14750.9191777573,-3289071683.02,-50604.8246837674,2336748767.07,35952.6252644668,2016-04-12
9,300399,天利科技,158632346.05,233.7826925753,1299102.92,0.8189394864,-14341764.18,-9.040882605,171675007.31,108.2219431186,2016-03-08
10,601916,浙商银行,-4582887000.0,,105047545000.0,2292.1696520119,-128197307000.0,-2797.3045593313,18567154000.0,405.1409951849,2016-02-19
11,600490,鹏欣资源,-128328904.67,-176.2922431888,350427684.79,273.0699569915,-60986288.41,-47.5234231655,-421097166.2,-328.1389857436,2016-02-04
12,300500,启迪设计,,,-3489300.0,,,,,,2016-01-21
13,601900,南方传媒,-306291609.82,,254026039.65,82.9360098369,-580722227.08,-189.5978239238,20402076.5,6.6609975089,2016-01-20
14,300499,高澜股份,-49319909.59,,-8426413.38,-17.0852165992,-44230257.03,-89.6803286902,3465724.96,7.0270302375,2016-01-20
15,603722,阿科力,,,16135200.0,,,,,,2016-01-08
16,001979,招商蛇口,-2056931076.53,,-4584897411.45,-222.8999048031,-244973308.73,-11.9096508155,2739903073.31,133.2034458798,2015-12-28
17,600273,嘉化能源,34370262.08,1399.7584163754,142320664.52,414.0808242565,-19260107.9,-56.0371284198,-88343534.45,-257.0348001548,2015-12-26
18,603508,思维列控,,,16753016.87,,,,,,2015-12-23
