序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002726,龙大美食,326076363.25,-46.62,15527813915.13,-14.2522857759,14717497638.46,177643358.89,196954758.65,50152133.51,15157121827.69,345022062.37,346630665.82,2026-01-31
2,688270,臻镭科技,41317678.21,12.61,100089143.35,35.2413199227,13863485.27,4833804.94,13388838.21,-334154.45,58700756.68,39827048.26,41317678.21,2025-12-25
3,300128,锦富技术,-45929327.14,-781.22,658588823.73,-30.0846716329,529802828.65,32311973.98,75752858.06,22178927.17,700002663.12,-58000663.35,-57783836.58,2025-07-03
4,603959,百利科技,48425838.39,-3.16,650547012.2,-39.7461082837,491622110.2,14581162.88,60470730.54,26807410.67,645076719.71,53845701.98,58289569.19,2025-05-01
5,688053,ST思科瑞,72550629.76,33.684841431438,160786154.43,43.1407631359,39513951.64,10069528.33,14997986.5,1431850.09,79344889.17,82391012.8,84256294.68,2025-04-26
6,300730,科创信息,-7997972.52,12.3,228361983.85,22.3675564952,162784951.8,24482388.92,26200233.52,8844.25,246503045.34,-8292448.82,-8262420.97,2025-04-25
7,002329,皇氏集团,18001249.78,-45.62,1905808728.65,11.5311654653,1483026303.04,188080839.98,108534126.53,78365420.12,1915342110.76,46183796.11,46851972.35,2025-04-25
8,300137,先河环保,106646172.35,-39.07,739750973.21,3.7381187618,384083020.75,81318113.84,92098275.9,-7890176.45,604130149.18,145651269.67,148388855.93,2025-02-12
9,002512,ST达华,-251372542.2,-4513.19,2036452893.92,9.063475395,1891724640.27,43550719.1,155185246.24,71390472.29,2244793195.32,-249247355.18,-254567760.94,2025-01-27
10,002178,延华智能,2736191.48,122.17,569492116.48,30.0379705679,480788212.95,11698585.14,53801933.82,3580547.03,587313914.79,17624904.1,741955.67,2025-01-18
11,600576,祥源文旅,14001269.62,271.14,162200410.68,-39.8054323409,79002505.04,18235845.36,27807994.06,-4569148.73,124619268.12,18097344.68,17996317.27,2025-01-03
12,300437,清水源,20121077.18,-72.15,1072905470.18,20.73493433,890787592.77,11599331.79,67229832.94,51375281.38,1051892173.61,22678245.27,17873064.58,2024-09-20
13,002569,*ST步森,43265515.05,156.04,208406459.33,17.5788355702,111431860.95,31701947.16,54083307.48,145051.73,197804606.87,13534628.63,44561096.58,2024-09-07
14,300277,海联讯,9337447.41,-44.63,111191607.52,-16.6935325179,82894545.51,4394289.1,15638242.39,-274485.39,112741162.45,13611207.52,13460911.91,2024-08-02
15,300398,飞凯材料,269443684.22,58.72,1885656486.92,40.2483822665,1141454781.32,101261984.65,142912007.7,54086486.29,1591421804.61,329430498.14,327801622.92,2024-05-14
16,002799,环球印务,101549331.34,54.87,2307918790.2,80.938502572,2061101044.24,33506528.87,35094269.15,16686121.98,2194515177.28,136155442.35,136144494.63,2024-04-26
17,000903,ST云动,260447164.21,-5.68,6605305395.59,-11.6621674087,5909444225.2,108645300.2,150408863.65,66645417.21,6420050193.86,270181917.95,270843276.97,2024-04-26
18,300816,艾可蓝,56227134.82,-36.68,600273888.75,34.6511112031,454771308.08,27620475.49,24426574.31,6950560.92,553406229.74,61162201.79,61474413.01,2024-04-24
19,688579,地纬智能,23388392.39,1116.65,257930226.6,18.0296055099,123930623.83,23068675.39,40273433.74,-4706411.89,257665387.68,21141724.56,21576691.55,2024-04-13
20,600353,旭光电子,46778369.07,-22.76,673686648.17,4.0395523346,523302278.78,12060872.24,42240362.32,2813188.59,605437661.29,69811510.33,69865100.09,2024-04-13
21,603843,*ST正平,64960117.34,18.34,2897551630.92,-6.7251191407,2600072358.38,8253542.4,77706944.76,90282659.42,2785508650.35,94735822.0,95602827.23,2024-03-30
