序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,688511,*ST天微,144078027.12,239.3323764248,-10913983.88,-7.575050893,152519729.18,105.8591183047,2472281.82,1.7159325883,2026-02-28
2,688316,青云科技,-98798460.84,-776.2354897829,-33486213.59,-33.8934567455,16199.0,0.0163960044,-65355583.56,-66.1504065998,2026-02-28
3,301152,天力锂能,-34500125.03,65.3724887846,-24167228.21,-70.0496829765,-3321063.23,-9.6262353458,-7008949.98,-20.3157234181,2026-02-13
4,001266,宏英智能,-171229747.45,-1240.4739717848,-8837312.13,-5.1610846022,-100396929.23,-58.6328781798,-61995506.09,-36.206037218,2026-01-24
5,300189,神农种业,-5640974.14,87.5530418048,-1502595.29,-26.6371596945,-5411248.48,-95.9275533924,1272870.62,22.5647306371,2026-01-13
6,301379,天山电子,-157497869.47,-373.6001387617,-18045731.13,-11.4577620578,-137163574.32,-87.0891617655,-4192519.89,-2.6619533992,2026-01-12
7,300831,派瑞股份,-174164162.36,-523.5755321514,2391265.82,1.3729953324,-176552504.84,-101.3713168356,,,2025-12-26
8,301667,纳百川,-66082370.0,,-56527544.25,-85.5410365125,-12253175.92,-18.5422767374,2345818.13,3.5498395866,2025-12-12
9,688802,沐曦股份,4671384670.47,,-531317494.89,-11.3738758927,-1551101018.18,-33.2043093772,6753255350.1,144.5664578383,2025-12-11
10,300391,*ST长药,-2116098.55,46.8899636394,-71835780.49,-3394.7275513232,1174560.8,55.5059593042,68545138.96,3239.2224341347,2025-08-26
11,600463,空港股份,63637602.73,1093.2103542618,-77064994.03,-121.0997754849,-74765840.78,-117.4868907259,215468437.54,338.5866662108,2025-08-21
12,600173,卧龙新能,-67388210.96,67.3755521419,498773919.9,740.150113491,-484974612.52,-719.6727819468,-81072359.7,-120.3064431375,2025-08-09
13,688712,北芯生命,,,37322700.0,,,,,,2025-07-25
14,601026,道生天合,,,-312956000.0,,,,,,2025-07-25
15,301632,广东建科,-131469124.03,-151.4235149997,-50490594.49,-38.4049067509,-86434519.68,-65.7451095972,5459518.38,4.1527000505,2025-07-24
16,300500,启迪设计,-94010852.16,-856.2617651948,-12740644.48,-13.5523125121,-65847634.07,-70.0425882301,-15416117.99,-16.3982323698,2025-07-22
17,603406,天富龙,-1308587.57,94.2042249692,10639364.71,813.0418593232,-11406296.92,-871.6494930484,-1000324.99,-76.4431065167,2025-07-18
18,603376,大明电子,,,90341000.0,,,,,,2025-07-18
19,301491,汉桑科技,88794973.34,15.8799329744,44703759.03,50.3449208311,-20047674.86,-22.5774884612,60536739.86,68.175863546,2025-07-17
20,001221,悍高集团,-33640098.17,-26.6042341411,7010849.63,20.8407525881,-193953162.79,-576.553498179,153353385.01,455.8648557892,2025-07-11
21,600777,*ST新潮,102488573.68,-86.8762074537,1312629671.75,1280.7570879544,-1101589352.87,-1074.8411391786,-120463832.92,-117.5387934426,2025-07-05
22,688765,禾元生物,,,-826700.0,,,,,,2025-07-04
23,603262,技源集团,11711014.01,-81.7734982318,5262933.05,44.9400286389,10984114.99,93.7930309077,-2635695.77,-22.5061277166,2025-07-04
24,301609,山大电力,-16582902.04,-41.9990221165,-13131296.78,-79.1857586104,-3144257.76,-18.9608414282,-307347.5,-1.8533999613,2025-07-04
25,603175,超颖电子,,,90710600.0,,,,,,2025-07-03
26,300225,*ST金泰,-845465.09,97.831216002,-6314516.42,-746.8689712546,3521624.45,416.5310302759,1947426.93,230.3379468926,2025-07-02
27,300551,古鳌科技,-32442514.9,-82.8782939028,-30947268.3,-95.3910891168,-46064.81,-0.1419890232,-1428085.68,-4.4018957359,2025-06-30
28,603418,友升股份,,,17996300.0,,,,,,2025-06-27
29,600930,华电新能,615245452.0,276.6352578099,5644473250.0,917.4343721926,-15445194382.0,-2510.411792853,10417305630.0,1693.1950648536,2025-06-27
30,301630,同宇新材,-2812299.21,98.5684614979,-10502550.53,-373.4506802354,-7530594.73,-267.7735961815,15240088.44,541.9084991316,2025-06-27
31,603356,华菱精工,7180330.28,108.3950485549,17839246.69,248.446046273,-9795026.46,-136.4147062606,-863889.95,-12.0313400124,2025-06-26
32,001235,里得电科,1564466.5,104.3756402332,-2486426.32,-158.9312599535,5306836.9,339.2106446511,-1255944.08,-80.2793846976,2025-06-25
33,603370,华新精科,,,-92940700.0,,,,,,2025-06-20
34,300964,本川智能,32976701.78,241.3887825562,17905429.74,54.2972121938,13080095.73,39.6646572397,2157415.44,6.5422414115,2025-06-20
