序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,002569,*ST步森,-24942058.77,-70.0376210657,-24007860.73,-96.2545271478,-934198.04,-3.7454728522,,,2024-09-07
2,300277,海联讯,38100059.05,326.5310122149,24420753.44,64.0963663808,11132605.61,29.2193920104,2546700.0,6.6842416088,2024-08-02
3,603880,南卫股份,36853396.12,148.4678067443,11284653.07,30.6203885071,34238330.04,92.9041381384,-6928396.11,-18.7998850566,2023-08-31
4,002396,星网锐捷,-796775807.26,35.2650310564,-857580925.35,-107.6313961262,63933023.82,8.0239664957,-148889.92,-0.0186865513,2022-09-24
5,300716,ST泉为,51110644.9,0.1090122854,-6686276.57,-13.0819647905,-15155370.3,-29.6520819286,73621916.28,144.0441935805,2022-08-29
6,002036,联创电子,-280345120.71,-8189.7143860265,50902636.46,18.157133012,-139623420.19,-49.8041199492,-190166198.19,-67.8328902991,2022-07-18
7,600740,山西焦化,251818371.89,416.6673627202,133402061.12,52.9755077514,17881027.22,7.1007635725,100535283.55,39.9237286761,2022-07-14
8,002255,海陆重工,-375898286.98,-212.9310838451,-413185773.77,-109.9195681602,13384530.74,3.5606788335,24150607.79,6.4247719733,2022-05-31
9,002586,ST围海,-228969007.28,-233.1962220205,-200005231.96,-87.3503511833,-190444958.34,-83.1749941192,161481183.02,70.5253453025,2022-04-30
10,300061,旗天科技,265853207.67,459.9655886121,102406686.7,38.5200117003,78442427.81,29.5059173811,85228998.79,32.0586685927,2022-04-27
11,002832,比音勒芬,31654987.09,176.513091044,123154726.65,389.0531570898,-44757770.29,-141.3924768402,-46741969.27,-147.6606802495,2022-03-10
12,600872,中炬高新,227980981.27,-18.763259235,385839532.29,169.2419824411,-135777863.54,-59.5566624828,-22060705.43,-9.6765551701,2021-12-04
13,000972,*ST中基,-16589346.76,68.6120758887,-13002306.18,-78.3774452853,12585950.69,75.8676690052,-16172991.27,-97.4902237199,2021-10-29
14,002842,翔鹭钨业,-89018226.61,-14.33400603,-71663216.88,-80.5039817227,-66968379.11,-75.2299631888,49613369.38,55.7339449115,2021-09-23
15,300175,ST朗源,102541408.83,1396.5778712638,15915996.79,15.5215312249,95006376.26,92.6517173345,-8206885.64,-8.0034843812,2021-08-14
16,300703,创源股份,-31184974.75,43.2618620707,2273521.81,7.2904397975,-29816627.44,-95.612158352,-719171.14,-2.3061462957,2021-07-29
17,600996,贵广网络,1720210587.65,6096.3448209124,-27378573.88,-1.5915826862,-910395038.55,-52.9234644343,2657984200.08,154.5150471205,2021-07-05
18,301189,奥尼电子,,,12898000.0,,,,,,2021-07-02
