序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002726,龙大美食,2060115181.51,501601154.49,1814440073.01,8091830113.98,-12.0528646121,526438780.93,,4583408140.26,-12.9202499372,56.6424168043,3508421973.72,2026-01-31
2,688270,臻镭科技,1662918734.48,197482419.69,50228883.9,2063657223.04,364.4612487391,9793512.24,,49871379.26,19.617088806,2.4166503382,2013785843.78,2025-12-25
3,300128,锦富技术,266497502.79,579562698.73,253995558.36,2935714974.72,33.5355860241,357125933.59,,1677772181.42,75.0673540097,57.1503771949,1257942793.3,2025-07-03
4,300959,线上线下,421519126.81,388912432.97,1891579.24,1228009948.51,8.9004444207,33837310.25,,91515913.49,138.8476612481,7.4523755773,1136494035.02,2025-04-29
5,300152,ST新动力,141274861.59,149651119.03,120085964.79,829566846.17,-25.8443032145,112829115.28,,310347157.66,-20.3699839637,37.4107474392,519219688.51,2025-04-29
6,688053,ST思科瑞,24000092.27,179087666.71,4851907.53,460113777.38,30.0411307481,19051319.0,252369.14,87225336.52,7.1869505655,18.9573407292,372888440.86,2025-04-26
7,300137,先河环保,646769356.92,767984900.54,380738567.56,2446321798.73,-2.1355615914,129622200.94,,296803772.08,-23.940834927,12.1326545115,2149518026.65,2025-02-12
8,002512,ST达华,28142261.49,274754144.47,263659593.95,4096753858.9,-0.4930655487,746433338.87,1928014.21,2838684294.96,-2.4085437107,69.2910629423,1258069563.94,2025-01-27
9,000833,粤桂股份,1459288291.97,21490473.27,698178768.11,5457569377.03,6.1333728906,391297670.89,,2162677774.2,-2.7736470418,39.6271238127,3294891602.83,2025-01-25
10,002178,延华智能,261741155.29,357099014.03,76653277.36,1589585640.74,-5.044650923,528408496.08,,919230927.84,-3.8298671901,57.8283361576,670354712.9,2025-01-18
11,600576,祥源文旅,244004060.76,321807076.67,28842595.71,1205220576.06,5.4604296791,52669755.38,2376445.26,154083667.71,17.6295756571,12.7846861206,1051136908.35,2025-01-03
12,300617,安靠智电,79169017.64,666580465.44,259012373.83,3237462697.03,10.2573956235,161953370.22,,589727880.17,27.0125950014,18.2157428628,2647734816.86,2024-12-12
13,300437,清水源,583634411.37,409411912.31,226421608.94,3542545828.56,-21.4307302062,278225134.2,,1803155369.08,-41.6728537301,50.8999870811,1739390459.48,2024-09-20
14,002569,*ST步森,47273785.56,45430140.22,61008893.39,342970400.71,-9.0462437502,26428683.35,,121072657.17,-8.4626355814,35.301197106,221897743.54,2024-09-07
15,300335,迪森股份,262310906.64,351221116.32,240907795.91,2988407276.82,-3.6501719218,307261964.7,,1513022373.65,9.5612482328,50.6297245823,1475384903.17,2024-08-28
16,300277,海联讯,56295333.05,21937843.58,160472505.98,706146323.87,-4.7359930389,32568540.15,,215284187.69,-13.9662603891,30.4871923018,490862136.18,2024-08-02
17,300398,飞凯材料,1264049777.11,897130103.93,757289549.2,6368796288.72,10.942981944,459542995.94,,2784084607.63,3.7271042977,43.7144553133,3584711681.09,2024-05-14
18,688151,华强科技,3366063643.9,668789309.29,245079839.61,5153150891.9,115.0444570254,365071712.17,,937826392.21,-12.5902974856,18.199086576,4215324499.69,2024-04-27
19,002799,环球印务,305141629.07,361831039.48,63272831.56,1750462739.97,6.3817985145,129201363.91,,837013379.48,0.2443447301,47.8166921447,913449360.49,2024-04-26
20,000903,ST云动,1250558791.2,2965042922.81,2975592675.94,15007022092.01,-1.2228385419,4351467024.37,,9753754743.67,4.0448127451,64.9946050847,5253267348.34,2024-04-26
21,300816,艾可蓝,243339670.67,137251408.95,215609318.42,1712651554.87,32.0579560946,173756534.19,,868148796.69,77.45398704,50.6903341909,844502758.18,2024-04-24
22,000581,威孚高科,2357955196.57,2825882353.43,2167754348.61,30017227759.66,8.0565312692,3001579205.25,6950948.17,10579761192.98,20.2149270722,35.2456305349,19437466566.68,2024-04-16
23,688579,地纬智能,304469673.36,131117457.13,71241831.28,1585892904.63,-3.3966225171,194127614.28,,363019465.41,-14.6235695708,22.8905409911,1222873439.22,2024-04-13
24,688004,博汇科技,173941999.73,125522534.09,37987246.02,758855212.57,-2.7232387863,23160342.24,,43318700.15,-34.5078439603,5.7084275673,715536512.42,2024-04-13
25,600353,旭光电子,170187828.22,662891968.19,328528700.22,2110057694.98,27.0213800768,346413633.4,3361918.71,671401614.95,67.7022430026,31.8191117024,1438656080.03,2024-04-13
26,603843,*ST正平,847622248.35,1252880422.49,82827678.11,9301285355.08,20.257609456,2601578960.88,28660800.0,7093549136.03,20.136756379,76.2641814032,2207736219.05,2024-03-30
27,600982,宁波能源,1153474701.61,473470648.44,340008864.16,10901993891.13,38.5822891027,391405012.77,285220.65,6494892631.86,66.5742900764,59.5752730805,4407101259.27,2024-02-08
28,301206,三元生物,647489777.5,68221581.52,128339885.75,4873979403.39,279.8949774555,83939874.57,,297710441.18,-43.8470069886,6.1081596072,4576268962.21,2024-02-05
29,688500,慧辰股份,227307196.26,244072693.71,55532528.17,1381782681.11,-4.7032510722,126870860.06,1400000.0,261203061.8,49.1927867361,18.903338808,1120579619.31,2024-01-31
30,002570,贝因美,793428330.71,712694957.31,378787357.32,4079980580.69,-1.5779641458,318200329.18,,2208656753.35,-15.3344424891,54.1340016127,1871323827.34,2024-01-31
31,688659,元琛科技,51389125.04,284740194.44,164058169.68,1194215677.02,29.9107131946,142558530.81,,543507908.45,78.5652597067,45.5117043687,650707768.57,2024-01-27
32,688260,昀冢科技,40546127.63,152066490.52,128887610.23,1068823642.26,23.0015505932,118142938.87,,559336835.26,45.558790419,52.3320043779,509486807.0,2024-01-18
33,300008,天海防务,846261824.73,372744768.14,323680429.85,3179313456.67,37.3001255022,366101487.62,7170249.29,1458067350.46,127.7000547743,45.8610756798,1721246106.21,2024-01-17
34,603011,合锻智能,213159053.19,590066510.91,1097262474.95,4056486942.18,46.0778697141,458513981.87,,1806308661.53,69.5148718746,44.528891311,2250178280.65,2024-01-16
35,600735,ST新华锦,511692332.06,206296582.36,408387798.09,2188077432.82,55.4793812517,159102037.38,,660760311.66,84.7038676264,30.1982142747,1527317121.16,2023-11-01
36,603718,海利生物,113229684.49,115053115.85,143226380.43,1937139239.58,8.9794511281,26970120.64,,929233399.03,15.6365651987,47.9693653427,1007905840.55,2023-10-28
37,300952,恒辉安防,159354267.96,154092749.83,228368192.04,1273793555.92,6.1985839058,143950269.17,,287182179.85,-2.777727651,22.5454257101,986611376.07,2023-10-24
38,603880,南卫股份,140201081.41,129827367.48,292299283.05,1376616034.64,13.13121374,156086779.14,64285.73,734332498.57,34.401985627,53.3433056199,642283536.07,2023-08-31
39,600530,交大昂立,167094608.2,77821971.43,54841335.1,1398612093.39,5.4569885806,30688871.67,4697281.98,531772025.32,23.2248173415,38.0214090693,866840068.07,2023-08-31
40,002513,蓝丰生化,50488985.86,96629109.82,128674813.69,1667310174.55,-28.7550426594,487199189.92,,1001830142.75,-16.128146453,60.0866088411,665480031.8,2023-08-31
