序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,300128,锦富技术,53410621.43,156.5741816007,182251587.84,341.2272371308,15950225.43,29.8633960867,-147217569.68,-275.6335083518,2025-07-03
2,002569,*ST步森,-65172134.95,8.7557245643,-46344524.35,-71.1109500794,-40541538.78,-62.2068600501,21798000.0,33.4468097703,2024-09-07
3,300277,海联讯,-71706333.81,-17.8109994001,-10920017.65,-15.2288048625,-45024063.07,-62.7895203641,-15762253.09,-21.9816747733,2024-08-02
4,300398,飞凯材料,-612626539.73,-4049.1485245265,69631641.3,11.3660830513,-312700043.82,-51.0425232243,-370344643.93,-60.4519425641,2024-05-14
5,300511,雪榕生物,505115896.25,639.1696507674,361815630.31,71.630220509,-302341476.04,-59.8558624436,447585955.24,88.6105463247,2024-04-26
6,300816,艾可蓝,80429391.07,242.8321405335,-62649976.91,-77.8943817385,-225561867.09,-280.4470655431,368574936.39,458.2590163703,2024-04-24
7,688579,地纬智能,-282998676.82,-2.3992919282,-68949277.57,-24.3638162357,-498554425.18,-176.1684650904,284505025.93,100.5322813262,2024-04-13
8,603880,南卫股份,136908249.31,201.0438523668,141031803.96,103.0119110213,-83340175.25,-60.8730121596,85274014.59,62.2855196964,2023-08-31
9,688619,罗普特,-30013662.61,53.6944679142,-63332707.36,-211.0129249567,-12648569.08,-42.1427042889,45967613.83,153.1556292456,2023-08-17
10,688189,南新制药,898612129.98,2214.3882187685,-176913789.24,-19.6874472687,-27642341.54,-3.0761148907,1103168260.76,122.7635621594,2023-06-28
11,300165,ST天瑞,-62028155.21,30.8093994881,-61703060.39,-99.4758915223,-124470248.46,-200.6673389505,122873160.57,198.0925599899,2023-06-27
12,605318,法狮龙,256166004.56,356.9185431408,32905900.84,12.8455377584,-139265712.75,-54.3654155005,362525816.47,141.519877742,2023-05-06
13,688565,力源科技,-5475806.81,51.0104281221,232324.8,4.24275012,-18457946.4,-337.0817678646,12745657.6,232.7630985214,2023-05-04
14,300322,硕贝德,90249712.17,-42.416920954,31752210.27,35.1826166605,-120206947.53,-133.1937184504,181639487.74,201.2632321728,2023-04-27
15,688090,瑞松科技,133232224.3,291.0608011524,-102419648.75,-76.8730307462,-13338495.76,-10.0114636906,248990371.1,186.8844961556,2023-04-26
16,601179,中国西电,285023167.34,108.5500377661,-344521201.8,-120.874806429,348108842.69,122.133525474,280192167.89,98.3050502543,2023-02-28
17,600302,标准股份,-156065312.88,-19.2312484494,-320781257.25,-205.542955914,-86069979.32,-55.1499738998,250916595.34,160.7766586371,2023-02-14
18,300542,新晨科技,-113991965.66,25.9172867138,-41240718.41,-36.1786185291,-66402273.75,-58.2517139393,-6336585.08,-5.5587997306,2022-11-24
19,688106,金宏气体,274454278.26,1658.961698115,247920102.71,90.3320233453,-1404315702.03,-511.67564628,1432392864.75,521.9058248358,2022-10-29
20,002396,星网锐捷,-477156182.48,41.8280446959,13623315.26,2.8551060974,-363449314.88,-76.1698848773,-115971381.84,-24.3047006616,2022-09-24
