序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,002569,*ST步森,-71425998.66,24.9425159712,-68316834.46,-95.6470133308,-3109164.2,-4.3529866692,,,2024-09-07
2,300277,海联讯,-60865567.88,-1623.6775881142,51039830.74,83.8566574136,-91901631.82,-150.9911679477,-20003766.8,-32.865489466,2024-08-02
3,603880,南卫股份,-135493893.1,-314.632529504,6559671.95,4.8413045045,-86024435.07,-63.4895293816,-57502114.92,-42.4388978753,2023-08-31
4,600302,标准股份,-130892962.13,-20.7568371535,-103977298.06,-79.4368897823,-27923463.57,-21.3330519194,-274093.21,-0.2094025573,2023-07-27
5,002396,星网锐捷,-820251236.16,-17.0647113642,-268177049.24,-32.6945010769,-264931329.07,-32.2988027803,-301665370.36,-36.7771917995,2022-09-24
6,300716,ST泉为,-50590085.53,-177.3404551123,-37498470.95,-74.1221734598,-93175226.97,-184.1768520331,79809910.63,157.7580069175,2022-08-29
7,002036,联创电子,-457484418.1,-1501.8092637653,108589181.49,23.7361486411,-465000165.66,-101.6428423051,-95326306.01,-20.8370607257,2022-07-18
8,002255,海陆重工,-308059234.65,-303.2620598214,-373934888.75,-121.3840867893,11290937.1,3.6651837796,54543047.14,17.7053764358,2022-05-31
9,002586,ST围海,-740783002.69,-195.6008505065,-201714976.35,-27.2299682387,-6851785.34,-0.9249382498,-530057337.78,-71.5536582043,2022-04-30
10,300061,旗天科技,395383001.06,233.2680670608,57078999.46,14.4363817632,395843023.59,100.1163485857,-57523917.93,-14.5489102404,2022-04-27
11,300600,国瑞科技,-101888118.36,-120.2484216996,-62107522.61,-60.9565900418,-28182149.55,-27.6598979387,-11570958.5,-11.3565337021,2022-04-26
12,002832,比音勒芬,5144627.74,101.670688503,160708795.44,3123.8177680082,-77387403.55,-1504.2371860709,-78176764.15,-1519.5805819373,2022-03-10
13,300424,航新科技,-69637899.46,-58.5250039179,-14273517.94,-20.4967669196,-94605390.34,-135.8533084335,41134981.77,59.0698198667,2022-03-01
14,600872,中炬高新,275547549.67,212.7162554645,899099979.77,326.2957630532,5357270.21,1.9442271276,-628937656.65,-228.2501359215,2021-12-04
15,300225,*ST金泰,-82678854.28,44.9536528577,16148950.63,19.532141284,-98827804.91,-119.532141284,,,2021-11-30
16,605108,同庆楼,4267654.94,,155565645.77,3645.2254916842,-150267697.91,-3521.0835932766,-1030292.92,-24.1418984076,2021-10-30
17,000972,*ST中基,3059277.51,103.4453322702,54803106.71,1791.3741571617,68725364.09,2246.4573372423,-120469078.3,-3937.8277356734,2021-10-29
18,002842,翔鹭钨业,309506402.67,957.3782413994,-60344377.65,-19.4969723177,-134055730.02,-43.3127485776,503906510.34,162.8097208953,2021-09-23
19,300010,豆神教育,-174138539.73,45.7713441945,-17599061.47,-10.1063564087,-638820454.26,-366.8461072721,482320869.01,276.9753724579,2021-08-28
