序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,600360,*ST华微,1031685766.7,323232286.05,117265373.04,3504956376.92,0.0512144663,313406933.47,3340286.87,1537233777.7,-0.8869808107,43.8588562135,1967722599.22,2023-11-11
2,000713,国投丰乐,136703733.38,91568460.81,548578110.81,1881966317.93,-3.3202169259,101340579.02,328875584.97,594736309.05,-13.9300577807,31.6018572375,1287230008.88,2017-10-21
3,002490,山东墨龙,304550194.87,581791268.65,983094745.86,5813885571.8,-1.9781271421,757777307.16,48970404.66,3105266390.95,-2.5151937826,53.4112058554,2708619180.85,2017-09-30
4,603612,索通发展,765694391.81,553711929.51,319305441.63,3242347086.63,,155136754.59,101780.8,1831751820.01,,56.49462476,1410595266.62,2017-06-28
5,000767,晋控电力,2083720715.6,1487166392.61,636088888.5,33096037152.64,9.343836293,2617303084.61,7361026.47,26229766781.38,6.8219907849,79.2534969078,6866270371.26,2016-10-20
6,600097,开创国际,209678864.52,7830194.05,231707872.65,1172440463.22,-14.5651465151,89188481.81,9663773.94,390461619.83,-18.9980958136,33.3033217531,781978843.39,2016-08-11
7,002041,登海种业,711952889.69,28080967.84,604310318.58,3704705690.4,15.9088143939,18185834.56,483129265.84,763102504.35,16.6776240818,20.5981950557,2941603186.05,2016-07-22
8,002366,融发核电,636544383.84,92553886.46,923933491.75,4150380820.89,359.5359904331,105891521.95,146330358.6,2757217053.67,1509.3724826786,66.4328689982,1393163767.22,2016-05-11
9,600802,福建水泥,387184186.64,5781549.15,214757880.05,5075013578.73,2.4894280175,244881528.57,74085207.76,3315901477.58,5.6643069511,65.3377853308,1759112101.15,2016-04-30
10,600331,宏达股份,1032219269.81,34564458.93,2118991255.15,10256717002.7,-4.9763632945,817406892.53,189722506.47,4972870831.06,-12.2042646633,48.4840405536,5283846171.64,2016-04-29
11,603959,百利科技,64193725.19,575911981.06,215447744.97,1069507961.69,,260203801.49,14050010.89,645640178.86,,60.3679637728,423867782.83,2016-04-26
12,600123,兰花科创,2139176955.34,176900532.69,594842508.62,22472515631.33,3.0267592974,996949270.79,386416257.91,12169965524.64,5.0049978466,54.154887349,10302550106.69,2016-04-26
13,688472,阿特斯,4704548054.82,5874760161.86,1223379321.24,16414834957.72,,3498054905.28,109005588.44,12187089568.15,,74.24436249,4227745389.57,2016-04-19
14,603922,金鸿顺,59917237.24,204708758.69,236159949.51,944620807.17,,54740208.54,9757702.12,574104418.46,,60.7761774992,370516388.71,2016-04-01
15,603380,易德龙,35023471.16,97283480.54,57128365.29,372857985.51,,111129214.9,1104883.0,233532364.48,,62.6330596515,139325621.03,2016-04-01
16,603701,德宏股份,35404453.04,117550830.5,54485585.03,459371534.56,,72008698.27,1269001.98,191937691.17,,41.7826697411,267433843.39,2016-03-28
17,600918,中泰证券,64217225300.0,428181400.0,,149280704200.0,,299120800.0,,118525341300.0,,79.397630079,30755362900.0,2016-03-25
18,300761,立华股份,166468273.32,413224.86,618870996.81,2695284731.43,,168532020.93,526280.78,1114144545.16,,41.3368032018,1581140186.27,2016-03-25
19,300693,盛弘股份,72524815.83,88813719.79,55754104.31,264062799.47,,66081830.51,8333767.39,113986959.01,,43.1666100787,150075840.46,2016-03-25
20,002888,惠威科技,64081523.4,7536586.13,65133729.58,240631019.86,,17616179.95,2498842.42,32494535.76,,13.5038848187,208136484.1,2016-03-18
