序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,688781,视涯科技,135811242.47,,221878602.45,163.3727800546,-158388620.63,-116.6240863049,72095824.32,53.0853138583,2026-03-06
2,301682,宏明电子,17699688.28,,192940595.97,1090.0790619461,-108786748.04,-614.625220055,-67756560.71,-382.8121695599,2026-03-05
3,688511,*ST天微,134769776.94,552.1948574154,-9327604.59,-6.9211397405,141625099.71,105.0866914865,2472281.82,1.834448254,2026-02-28
4,688316,青云科技,-108046193.91,-360.3113151551,-26605786.81,-24.6244553808,-3149467.0,-2.9149263718,-78267963.46,-72.4393526765,2026-02-28
5,301152,天力锂能,-104650211.19,-101.2949511976,-26142155.33,-24.9805089094,31422662.09,30.0263723625,-109923208.88,-105.0386880543,2026-02-13
6,688816,易思维,-11824136.81,,10146883.85,85.8150071591,-25871380.46,-218.8014302923,3933570.39,33.2672942914,2026-02-06
7,301680,固德电材,-30232045.19,,22388063.88,74.0540831402,-48203380.85,-159.4446573067,-8112728.23,-26.8348640623,2026-02-06
8,688818,电科蓝天,-741583548.68,,-632430176.52,-85.2810418524,-18808227.02,-2.5362249545,-90206863.74,-12.1640864203,2026-02-05
9,603284,林平发展,132749010.63,,77157682.33,58.1229810782,-283976012.14,-213.9194942337,340340743.39,256.3791185899,2026-02-05
10,600615,鑫源智造,1870650.91,-96.665397035,56344651.19,3012.0345217163,-56803133.2,-3036.543745086,1237137.88,66.1340859156,2026-01-28
11,001331,胜通能源,423527.36,100.8465802409,227573228.99,53732.8282616736,-179691136.76,-42427.2794938207,-46089800.87,-10882.366813327,2026-01-24
12,001266,宏英智能,-121816567.99,-3.7750350707,11313923.31,9.2876720274,-42436268.8,-34.8362045494,-90694222.5,-74.4514674781,2026-01-24
13,601112,振石股份,142041914.61,,106200349.46,74.7669092969,-623778151.68,-439.1507629228,650749894.11,458.1393428107,2026-01-23
14,688785,恒运昌,-27017160.44,,-9522442.99,-35.2459060646,-13246981.75,-49.0317321815,-3718848.59,-13.7647647992,2026-01-22
15,688712,北芯生命,23422854.6,-35.6817138103,73749267.53,314.8602883356,-13523520.69,-57.7364327318,-36915590.99,-157.6050042594,2026-01-16
16,001220,世盟股份,111962820.1,,148986381.63,133.0677286415,-31786107.41,-28.3898774447,-5237454.12,-4.6778511968,2026-01-15
17,603352,至信股份,132132544.13,,227005113.24,171.8010613772,-443342883.19,-335.5289085737,348470314.08,263.7278471965,2026-01-12
18,301379,天山电子,-159849574.37,-2482.8074112949,1904207.6,1.1912497156,-110707849.31,-69.2575189808,-53567628.16,-33.5112735652,2026-01-12
19,688073,毕得医药,-386531497.85,-21.5987922776,16112188.59,4.1684024923,-398576339.49,-103.116134573,-7417835.52,-1.9190765982,2026-01-06
20,301687,新广益,121748528.83,622.1657489823,58283566.14,47.8720906939,65193630.12,53.5477765083,-1641032.36,-1.3478868088,2025-12-26
21,300831,派瑞股份,-166119275.92,-408.099936625,14061604.13,8.4647636779,-180171002.74,-108.4588177634,-5184.0,-0.0031206493,2025-12-26
22,001396,誉帆科技,8366660.03,,17875145.78,213.647330188,-7231844.76,-86.4364601175,-2276640.99,-27.2108700705,2025-12-25
23,001369,双欣材料,-323165964.57,,17438612.28,5.396178494,-604628693.91,-187.0954123261,262067479.26,81.0937747138,2025-12-25
24,688805,健信超导,21560991.18,,69502929.28,322.354982198,-11065786.73,-51.3231819336,-37202450.81,-172.5451789272,2025-12-19
25,603402,陕西旅游,141612123.26,-47.1683137578,301794548.24,213.1134971304,-144869602.45,-102.3002827124,-15312822.53,-10.813214418,2025-12-18
26,603248,锡华科技,102618813.37,6630.2358519757,-69177117.49,-67.4117300895,-32192950.99,-31.371392762,204273985.41,199.0609506207,2025-12-18
27,301449,天溯计量,-41769776.08,7.9907504608,20072203.84,48.0543726199,-48827133.83,-116.8958476973,-13014846.09,-31.1585249226,2025-12-18
28,688809,强一股份,-57549269.44,-421.6440304175,125852815.32,218.6870772551,-189210470.71,-328.7799698435,5814234.81,10.1030558104,2025-12-11
29,688790,昂瑞微,170512825.36,,75122503.75,44.0568054581,59864360.47,35.1084209317,35234318.64,20.6637351564,2025-12-11
30,001325,元创股份,-33179050.94,-23.2331493467,71466147.37,215.3953936152,-14160690.09,-42.679611649,-104550990.65,-315.11145644,2025-12-05
31,688807,优迅股份,64771420.71,,90471045.95,139.6774147584,-164949.74,-0.2546643847,-25066317.94,-38.6996574496,2025-11-28
