序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,300237,ST美晨,54831277.33,211.9110067969,40322982.55,73.5401116179,-192377327.25,-350.8532659055,206889201.26,377.3196820035,2025-10-31
2,600287,苏豪时尚,-106806611.14,-193.1398306436,-247990696.44,-232.1866537971,563196501.6,527.3049070547,-419797927.83,-393.0448905262,2024-04-30
3,002412,汉森制药,-46976862.69,-134.8810383403,85045389.14,181.036757821,-63797205.11,-135.8055890854,-68225046.72,-145.2311687356,2022-11-19
4,000070,特发信息,68742773.84,255.3958331693,143097008.72,208.1629831421,-93840340.38,-136.5093887518,19485242.86,28.3451507286,2022-07-26
5,000839,国安股份,-42097221.28,86.8816738866,1252557742.24,2975.3929218009,-1993471132.21,-4735.3983745171,698814946.11,1660.002548534,2021-08-31
6,600965,福成股份,225670456.78,1588.1755703977,31675904.3,14.03635405,-131151776.31,-58.1165023465,325146328.79,144.0801482965,2021-06-16
7,300152,ST新动力,-81782351.9,68.6965698986,-4818654.01,-5.8920462643,-130830067.96,-159.973472174,53866370.07,65.8655184383,2021-04-20
8,000010,美丽生态,-67950225.82,-115.6783557245,-120689305.64,-177.6142819006,8800131.68,12.9508497931,43938948.14,64.6634321075,2020-05-29
9,002267,陕天然气,373059188.19,1596.4528230287,1125546822.3,301.7073048813,-666408712.46,-178.6335073781,-86078921.65,-23.0737975032,2020-04-28
10,300189,神农种业,-84407204.21,70.9303998208,5242463.77,6.2109198131,-72062685.51,-85.3750413658,-17602636.38,-20.8544241511,2020-01-07
11,688981,中芯国际,140662000.0,35.2428201948,608102000.0,432.314342182,-1144123000.0,-813.3845672605,676683000.0,481.0702250786,2019-04-25
12,001235,里得电科,-50032.98,-101.6539215683,4172573.13,8339.6454298745,-168256.0,-336.2901829953,-4054350.11,-8103.3552468792,2019-03-27
13,300824,北鼎股份,-15129458.67,-704.4365540201,32784736.29,216.6947080202,-34987860.7,-231.2565271709,-12203802.87,-80.6625216155,2019-03-05
14,600830,香溢融通,-114679747.85,-241.8908093065,-55683028.03,-48.5552410726,57900334.36,50.4887178822,-117397432.16,-102.3698031788,2019-02-25
15,300838,浙江力诺,-3151620.09,46.7961912528,26092742.71,827.9152297827,-24756314.95,-785.5107609115,-4369226.97,-138.6343164858,2018-12-25
16,002982,湘佳股份,24821542.62,388.4634510334,89492935.72,360.5454225391,-59994852.76,-241.704771047,-4676540.34,-18.8406514921,2018-12-05
17,300839,博汇股份,-5951740.1,-174.1368782314,-7469138.97,-125.4950458942,-1969598.77,-33.0928222151,3486997.64,58.5878681094,2018-11-19
18,301258,富士莱,4580979.35,118.8698034459,40094440.62,875.2373140473,-57941484.5,-1264.8274544176,22094425.49,482.3079040948,2018-11-05
19,600869,远东股份,18513997.73,108.5948742024,671522697.34,3627.1080246049,-678401792.34,-3664.2642082683,25393092.73,137.1561836634,2018-10-17
20,601609,金田股份,-27085197.92,65.8527795765,629678340.32,2324.8061253968,-364862264.22,-1347.0910026121,-283262432.86,-1045.8200589734,2018-09-20
21,300825,阿尔特,-26729488.67,-322.7719329975,44768382.0,167.4868627406,-47093260.8,-176.1846677331,-24712470.4,-92.4539586413,2018-08-31
22,000911,广农糖业,-219840387.22,52.2960055909,-920776347.55,-418.8385761114,1048956568.55,477.1446146973,-348018670.38,-158.3051571101,2018-07-27
23,002967,广电计量,57373890.39,358.7857157886,34166377.33,59.550393215,-61253007.71,-106.7611195504,84460520.77,147.2107263354,2018-07-18
24,600399,抚顺特钢,-174637321.32,-163.406231298,805724633.5,461.370242861,-439709072.37,-251.7841370026,-540583201.3,-309.5462053666,2018-06-26
25,601916,浙商银行,-1653766000.0,89.2729306524,143328870000.0,8666.8168289831,-186031478000.0,-11248.960130998,41049593000.0,2482.1887135181,2018-06-08
26,601963,重庆银行,-2465669000.0,-131.2286501168,25604056000.0,1038.4222699803,-26387110000.0,-1070.1805473484,-1675811000.0,-67.9657731837,2018-06-05
27,600506,统一股份,-40839570.89,-92.3042648897,2894139.33,7.0866056301,-43733710.22,-107.0866056301,0.0,0.0,2018-05-10
28,603045,福达合金,-80275426.86,-129.8738385145,7201617.54,8.971135778,-64160610.15,-79.925592002,-23316434.25,-29.045543776,2018-05-04
29,601077,渝农商行,20802862000.0,200.3045506481,49292967000.0,236.9528144733,-30088653000.0,-144.6370840705,1594504000.0,7.6648299643,2018-05-03
30,600029,南方航空,5698000000.0,172.8927203065,15116000000.0,265.2860652861,-6819000000.0,-119.6735696736,-2586000000.0,-45.3843453843,2018-05-02
31,301231,荣信文化,10203463.36,-35.2752769926,11274128.23,110.4931515136,-336236.19,-3.2953143275,-734428.68,-7.1978371861,2018-04-26
32,300941,创识科技,50777841.19,549.3231147061,5378539.67,10.5922968444,47159301.52,92.8737819781,-1760000.0,-3.4660788225,2018-04-26
33,002323,雅博股份,58490258.49,130.4392626781,-66546905.86,-113.7743405107,-4962835.65,-8.484892661,130000000.0,222.2592331717,2018-04-26
34,300267,尔康制药,-151373798.79,-87.8139044956,175382420.41,115.8604869614,-611375527.84,-403.8846436616,284619308.64,188.0241567002,2018-04-25
35,688390,固德威,3541329.53,368.9778417593,-14339770.68,-404.9261882726,-781869.67,-22.0784217729,18941764.47,534.877206697,2018-04-24
36,688257,新锐股份,-2513479.05,35.9001659984,30078041.57,1196.6696746488,-18467093.66,-734.7224024008,-14124426.96,-561.947272248,2018-04-24
37,301418,协昌科技,-2902414.92,-189.9949128826,-11157437.76,-384.4191153758,-26912153.04,-927.2331414283,35167175.88,1211.6522568041,2018-04-24
38,688096,京源环保,58231.5,101.3573913861,-4532553.33,-7783.6795033616,-301592.07,-517.9191159424,4892376.9,8401.598619304,2018-04-23
39,300899,*ST凯鑫,-6164301.53,-235.8097739981,4012381.58,65.090611815,-6777392.22,-109.9458257682,-3427600.0,-55.6040288315,2018-04-23
40,601728,中国电信,4366090081.94,126.0527212834,102068472833.26,2337.7546252529,-81956173629.26,-1877.1067955805,-15742182474.12,-360.5556041832,2018-04-20
41,003816,中国广核,17319405639.57,933.3803359992,10954214465.72,63.2482124022,-14095340083.64,-81.3846639831,20474761312.7,118.2186140725,2018-04-19
42,605305,中际联合,14910495.73,468.0639111192,14826986.24,99.4399281452,-1985698.4,-13.3174539328,2064403.53,13.8453044579,2018-04-18
43,300235,方直科技,-5086536.55,94.4906156748,20637845.75,405.7347381098,-22005343.13,-432.6193847953,-3719039.17,-73.1153533144,2018-04-18
44,600956,新天绿能,1528162814.09,44.8279185702,885484795.69,57.9444014424,-1974555476.33,-129.211066918,2610232592.66,170.8085400713,2018-04-17
45,301246,宏源药业,38804472.75,280.8918436729,119356315.37,307.5839121406,-57303280.66,-147.6718445041,-23266144.61,-59.9573785215,2018-04-17
46,605289,罗曼股份,2585725.58,-83.1255352562,22178926.04,857.7447742927,-13176890.68,-509.6012810455,-6416309.78,-248.1434932473,2018-04-16
47,001289,龙源电力,-584990940.62,71.1110444786,11232311759.76,1920.0830269022,-19530478999.14,-3338.5951205399,7709250819.01,1317.8410610666,2018-04-12
48,002952,亚世光电,14635239.9,518.1758450293,39332394.96,268.7512827173,-25721540.77,-175.7507286915,511096.38,3.4922309678,2018-04-09
49,603348,文灿股份,19177343.14,-36.6947168841,138176788.92,720.5210227051,-91159595.48,-475.3504946671,-27451572.4,-143.1458581076,2018-04-04
50,605088,冠盛股份,9826246.71,183.7453244025,60061736.16,611.2378198166,-90320962.81,-919.1806950876,43891120.71,446.6722850072,2018-03-30
51,688388,嘉元科技,4579512.86,596.4975807046,37685701.7,822.9194425715,-50325415.89,-1098.9250915653,17219227.05,376.0056489939,2018-03-26
52,301276,嘉曼服饰,20952422.83,,55421557.99,264.5114526357,-35458190.68,-169.2319354554,969498.15,4.6271410131,2018-03-23
53,300782,卓胜微,3827531.74,,-692070.4,-18.0813758582,-928282.4,-24.2527681821,5494610.0,143.5549166733,2018-03-23
54,300504,天邑股份,57910186.54,643.1303499281,87955992.75,151.8834560984,-16364213.02,-28.2579179894,-13638717.06,-23.5514990969,2018-03-20
55,688168,安博通,-6662277.12,,-725993.03,-10.8970704299,-3277597.42,-49.1963537536,-2658686.67,-39.9065758165,2018-03-19
56,300776,帝尔激光,-755897.6,4.4104964968,-449418.25,-59.4549116177,-281611.69,-37.2552697614,,,2018-03-09
57,002941,新疆交建,17414300.0,157.974121585,14552800.0,83.568102077,-126962200.0,-729.0686389921,129938400.0,746.1591910097,2018-03-09
58,601615,明阳智能,776096613.0,246.9830661878,1524182144.66,196.3907739229,-467238776.83,-60.2036871446,-288816939.76,-37.2140446076,2018-03-02
59,300345,华民股份,-17682842.88,79.112940679,90555535.53,512.1095976735,-75440510.36,-426.6311184913,-32797868.05,-185.4784791822,2018-02-27
60,301263,泰恩康,-2028471.14,84.0887178027,24624134.07,1213.9257781109,-6684863.57,-329.5518204908,-19967741.64,-984.3739576201,2018-02-26
61,603259,药明康德,321982645.31,,712548594.95,221.3003108487,-1068061605.45,-331.7140290035,656468203.84,203.8831015901,2018-02-06
62,603680,今创集团,228649323.43,477.3525702436,506593721.58,221.5592480137,-93013979.08,-40.6797525944,-182867234.57,-79.9771597076,2018-01-31
63,603712,七一二,-146381146.61,-204.7676138518,27839279.84,19.018350713,-34555032.4,-23.6062042143,-139664558.04,-95.4115753801,2018-01-30
64,603156,养元饮品,-120511361.93,88.2514631333,2535053398.43,2103.580407549,-2160564760.36,-1792.8307553399,-495000000.0,-410.7496522092,2018-01-30
65,601066,中信建投,29820778000.0,998.6055589965,19058594700.0,63.9104543148,2815765600.0,9.4422942285,7942511900.0,26.6341538775,2018-01-30
66,600901,江苏金租,29683213.28,117.6923304076,-1392486363.97,-4691.1577625871,-187515118.55,-631.7210902377,1609684695.8,5422.8788528248,2018-01-30
67,301335,天元宠物,-2146543.17,,34589870.04,1611.4220539995,-64259072.95,-2993.6072960508,27982650.18,1303.6146009586,2018-01-30
68,002927,泰永长征,-5063692.32,,13788637.99,272.3040247832,6139772.82,121.2509060977,-24992103.13,-493.554930881,2018-01-30
69,603700,宁水集团,15926800.37,299.9026436695,98122122.4,616.081825103,-8168232.93,-51.2860884813,-74126145.0,-465.4176813795,2018-01-26
70,603876,鼎胜新材,-8307477.45,,842800996.46,10145.0891866098,-448069670.41,-5393.5707091206,-389064183.6,-4683.3011096527,2018-01-23
71,603267,鸿远电子,2944574.99,,28564491.69,970.0718027901,-22703072.78,-771.0135709602,-2916843.92,-99.0582318299,2018-01-23
72,603220,中贝通信,17454279.03,,37120371.36,212.6720404561,-63892557.06,-366.0566956113,44226464.73,253.3846551552,2018-01-23
73,603150,万朗磁塑,-8967167.2,,25244780.35,281.5245861592,-26773964.31,-298.5777304342,-9413110.18,-104.9730641802,2018-01-23
74,603516,淳中科技,-3901693.16,39.4973493871,70024287.79,1794.715394534,-41918765.42,-1074.3737065167,-32019024.0,-820.6443379059,2018-01-22
