序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,600529,山东药玻,220789398.54,32.59,1227288728.92,2.4960480789,839627408.53,28851372.97,55382427.3,-11177357.79,964151169.45,274176089.32,274287781.03,2026-03-07
2,688511,*ST天微,9570428.87,-45.36,37055637.21,-10.306688376,13514767.46,1415334.92,6320073.36,-123126.42,26654919.34,10573505.39,10573110.76,2026-02-28
3,688316,青云科技,-7592333.24,83.571723492632,74649631.96,8.9884289194,44714013.66,14434344.47,8359690.75,2187580.47,88359350.95,-7575479.36,-7852944.74,2026-02-28
4,301152,天力锂能,-46229257.86,-9355.11,437532900.3,-24.5031119818,438082108.78,1402878.73,22445470.8,3701769.84,496173819.7,-49925047.01,-47373279.86,2026-02-13
5,002726,龙大美食,24454385.66,43.24,2523176556.28,-27.4287322509,2368777680.34,34895231.62,63170903.31,25963260.94,2499819785.82,34390774.89,29987260.69,2026-01-31
6,001266,宏英智能,-3412606.98,-158.17,90217147.43,-20.0878376928,60330156.33,7458457.96,11257286.17,-419783.92,96590631.96,-4706627.35,-4706611.14,2026-01-24
7,301487,盟固利,2965268.62,-78.88,349691014.28,-42.7672703307,319770009.87,2474552.3,19026502.41,5176659.91,364089071.26,91762.07,738217.85,2026-01-21
8,300189,神农种业,-8247926.13,-151.82,50061370.58,27.6192118634,34646176.65,9920289.97,11110188.86,-77323.22,58611988.2,-7224015.78,-7121478.49,2026-01-13
9,301379,天山电子,25270891.13,-4.14,300032335.71,1.4895939888,241011601.31,11410246.16,10594334.33,-4356573.06,275353803.66,27204659.93,27210376.12,2026-01-12
10,300831,派瑞股份,7331566.42,423.95,34209165.21,109.3102083877,14365570.01,819919.82,5856081.94,-2200603.11,22921561.02,7914662.39,7914662.39,2025-12-26
11,688270,臻镭科技,-5677219.22,-178.41,53865591.29,29.299151056,6699832.33,3960414.54,9986489.58,-10077199.83,47398873.89,-5624057.14,-5677219.22,2025-12-25
12,300391,*ST长药,-47505902.27,-106.92,59091762.31,-56.8020192981,54604638.79,5103682.48,16085180.97,12422196.09,89749307.79,-77433335.93,-81120269.42,2025-08-26
13,002878,元隆雅图,-10198060.79,439.71,547014415.08,33.1215791647,460198424.81,35702657.6,23776626.95,1510688.15,548633169.39,-12194351.62,-12191284.47,2025-08-23
14,600463,空港股份,-6077921.81,84.935269991865,162812992.27,26.7892803333,121343283.39,,32498076.56,10907968.98,169107709.39,-6729040.18,-6635644.36,2025-08-21
15,600173,卧龙新能,46395123.61,-23.82,559290087.41,-63.2696683505,444125664.2,15411617.06,38750376.89,3376046.3,509890913.43,60969614.9,60963295.85,2025-08-09
16,688712,北芯生命,-19105500.0,,62229100.0,,,,,,,,-25245900.0,2025-07-25
17,601026,道生天合,15129400.0,,501025100.0,,,,,,,10098400.0,10086500.0,2025-07-25
18,301632,广东建科,-10475120.93,,198918591.38,,121835891.63,13781376.83,53865482.92,-3004604.58,204358562.5,-15464528.74,-15464314.19,2025-07-24
19,300500,启迪设计,9323905.65,-55.4,325222305.26,2.6631313652,259783466.74,7052215.6,31289463.24,4531853.1,321574700.4,10697047.48,10566343.49,2025-07-22
20,603406,天富龙,118236500.24,,829143550.23,,678083198.45,4301565.9,16666777.21,-3112474.65,730576859.15,128427448.8,128503924.6,2025-07-18
21,603376,大明电子,64707300.0,,537433000.0,,,,,,,75870200.0,75009800.0,2025-07-18
22,301491,汉桑科技,44366433.51,,290217075.27,,188757813.34,7768251.47,20846825.2,-6035276.94,233326997.59,50788683.05,50653959.04,2025-07-17
23,001221,悍高集团,82381889.13,89.599840576842,493974913.52,41.4232636822,322187050.37,43562154.19,20903158.02,-2117473.17,407386204.07,92628859.6,93096386.2,2025-07-11
24,600777,*ST新潮,612848039.55,-3.47,2134733792.9,6.6395831405,993608365.86,,177820964.54,64337831.86,1355805581.1,779149326.97,779283859.08,2025-07-05
25,688765,禾元生物,-29319100.0,,6670000.0,,,,,,,,-29319100.0,2025-07-04
26,603262,技源集团,38995565.43,,227295548.44,,128985157.6,12434044.79,28923330.96,119306.17,183277445.0,44371669.63,44304379.43,2025-07-04
27,301668,昊创瑞通,31789900.0,,211037600.0,,,,,,,,,2025-07-04
