序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,003816,中国广核,7904782573.58,2236017461.59,9175014458.22,129107341986.31,,9218157136.74,93673517.81,102190672360.45,,79.1517126666,26916669625.86,2015-07-03
2,603866,桃李面包,,,,1028355400.0,,,,145660400.0,,14.1644026958,,2015-06-25
3,000829,天音控股,3702337326.79,1246109416.86,5435312761.79,13611801538.69,46.5807437198,1230621060.56,158573716.98,9959563444.61,54.5238414451,73.1685913602,3652238094.08,2015-04-27
4,002124,天邦食品,297481047.21,102526649.29,424688091.85,1888398065.92,46.7082423966,158171118.52,143333316.82,1295612138.31,64.2928767976,68.6090587409,592785927.61,2014-11-12
5,300293,蓝英装备,205025379.99,214100992.08,83391670.93,1712350315.68,19.817950482,288549359.42,36326924.55,996563587.96,25.6543814195,58.1985811451,715786727.72,2014-11-07
6,688565,力源科技,18876150.22,61435691.39,43412524.17,160300180.59,,39438044.47,26798641.0,108404665.32,,67.6260406701,51895515.27,2014-10-31
7,688328,深科达,3457924.47,38133120.08,38126533.73,91038363.25,,25364595.43,3893654.83,53737182.96,,59.0269651624,37301180.29,2014-10-31
8,605305,中际联合,10342728.58,45410829.9,10371230.75,103990659.7,,11863302.15,957268.74,22368520.83,,21.5101249425,81622138.87,2014-10-31
9,603161,科华控股,18898781.23,125371281.49,70653775.44,552184765.68,,67084231.18,4722226.73,372609873.43,,67.479201997,179574892.25,2014-10-28
10,300967,晓鸣股份,8173036.5,5647663.35,16994509.26,235661712.54,,16352740.89,5852588.29,131966432.75,,55.9982490697,103695279.79,2014-10-23
11,603225,新凤鸣,708532427.75,128211775.24,498604767.17,7116714942.95,30.4623346672,310505261.28,57029315.09,4832410916.43,49.5377167259,67.9022688863,2284304026.52,2014-10-16
12,300575,中旗股份,136465701.09,181540816.76,99886103.65,715270398.45,,110455017.27,7371649.88,384605240.56,,53.770607786,330665157.89,2014-10-16
13,603966,法兰泰克,98657283.09,144976051.77,204401581.35,709204336.98,,78614095.77,151527452.68,316792650.63,,44.6687413079,392411686.35,2014-10-11
14,600671,天目药业,22869169.51,41640387.44,60421483.99,300134875.67,-3.6965464971,32398674.61,4796590.75,206001805.39,-3.4554674199,68.6364105238,94133070.28,2014-09-30
15,601162,天风证券,1763802545.4,,,6892397579.57,,22464014.74,,4978654410.34,,72.2339991688,1913743169.23,2014-09-29
16,300369,绿盟科技,622529277.48,344743306.0,20771129.08,1092123148.53,,33430103.52,17245421.26,299682594.77,,27.4403665167,792440553.76,2014-09-29
17,603517,ST绝味,264836310.93,3539226.04,177382255.17,1188498913.55,,140367433.62,61487428.78,329387281.12,,27.7145630816,859111632.43,2014-09-26
18,603409,汇通控股,2669877.93,22354629.08,20202984.52,132617463.58,,38282115.79,,105509394.68,,79.5592012031,27108068.9,2014-09-25
19,301263,泰恩康,15278066.17,94488567.72,63331007.22,242227615.6,,25560461.02,1128011.77,43977276.94,,18.1553522835,198250338.66,2014-09-24
20,603585,苏利股份,72990654.08,201210165.98,157592319.1,812508576.48,,101939803.71,5480546.96,321494943.91,,39.5681908126,491013632.57,2014-09-19
21,002845,同兴达,177878913.67,160825806.42,210852183.4,689204087.55,,241797119.44,15297812.58,533949677.82,,77.4733765318,155254409.73,2014-09-19
22,603018,华设集团,270434890.22,1118617025.36,294373436.32,2228802450.91,,482053061.31,366546056.14,1472583077.53,,66.0705966529,756219373.38,2014-09-16
23,300401,花园生物,109737656.49,15528916.7,160904153.06,583097279.19,,8809242.41,221924.29,26932338.87,,4.6188414577,556164940.32,2014-09-16
24,600025,华能水电,2715809153.62,2300480482.13,114400577.5,142831973069.59,23.0499388645,106955878.16,5897551.29,112339913829.63,20.2227981191,78.6517972239,30492059239.96,2014-09-11
25,300498,温氏股份,925637265.01,74139671.82,6785876796.13,24154967404.82,5.2285302868,1360653734.15,184591961.44,12014295241.73,45.3898917383,49.7384038669,12140672163.09,2014-09-05
26,601228,广州港,947985536.82,554754730.27,128717939.62,14283834121.02,,147748299.21,144306918.51,5726440066.2,,40.0903568165,8557394054.82,2014-09-01
27,002840,华统股份,329477936.94,40589763.08,205017149.85,1160104614.88,,45736165.12,9649861.09,530744083.66,,45.7496743701,629360531.22,2014-08-29
28,600733,北汽蓝谷,259541119.59,,197919249.38,505070886.09,-8.0607028447,18467343.06,5892048.61,128047344.7,-44.9239794305,25.3523511702,377023541.39,2014-08-23
29,603336,宏辉果蔬,29594029.44,112184693.62,117416691.29,452480068.99,,19517180.1,,145363260.73,,32.1258925403,307116808.26,2014-08-22
30,603306,华懋科技,128701401.68,110147363.34,55754642.3,603832471.63,,40739539.08,103787.65,176996725.68,,29.3122238362,426835745.95,2014-08-20
31,300408,三环集团,30543631.56,599851171.19,200263032.96,2438935209.78,,243734381.08,9183552.17,629863054.8,,25.8253295239,1809072154.98,2014-08-20
32,000605,渤海股份,312330199.03,97466920.4,7353756.02,2490289183.12,1715.3748270939,532653107.8,5614133.5,1438256414.84,1807.4118440769,57.7545943093,1052032768.28,2014-08-20
33,300557,理工光科,79400838.02,85852279.52,58666397.28,291427147.4,,31242229.51,13421608.27,97716241.98,,33.5302468736,193710905.42,2014-08-08
34,000701,厦门信达,1359173420.8,2069632749.47,3068995486.49,11255743058.23,39.291295497,2191401175.87,832026214.49,9089683726.08,32.7242579149,80.7559632363,2166059332.15,2014-08-05
35,600203,福日电子,475467193.65,183245803.42,241139394.97,2249220524.51,59.1161352711,175175036.41,386182916.74,1576537657.32,61.8642383716,70.0926227615,672682867.19,2014-08-01
36,300582,英飞特,34341000.0,56167200.0,40771200.0,342271100.0,,54423200.0,3359400.0,105546000.0,,30.8369593577,236725100.0,2014-08-01
37,603609,禾丰股份,0.0,,,3477469400.0,,,,1567556700.0,,45.0775124003,1909912600.0,2014-07-29
38,000166,申万宏源,33501622834.11,336052070.19,,74202016641.99,,254784068.02,,54247635008.66,,73.1080332633,19954381633.33,2014-07-26
