序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002726,龙大美食,614067011.13,299.62,18108720513.01,66.5267760864,16926184467.13,271610722.67,200314974.92,48973492.02,17459530578.03,680303023.47,679390474.1,2026-01-31
2,300128,锦富技术,-5212034.96,-137.03,941980591.54,-21.0005621348,786280224.08,27753978.84,67276875.59,25207188.46,943608263.76,-8722607.27,-5924656.87,2025-07-03
3,002329,皇氏集团,33102314.96,64.39,1708767877.3,8.1151034547,1330394876.18,141451544.71,103999089.2,71607151.87,1711080176.0,63074098.44,69670804.39,2025-04-25
4,300137,先河环保,114862880.96,-34.87,713094648.37,-25.4395049441,350598928.07,90700031.67,98651582.31,-8410621.65,580031361.72,130654477.97,135567955.11,2025-02-12
5,002569,*ST步森,-77201636.04,-92.87,177248276.29,-37.5688457324,136288192.69,36079920.57,54348150.68,298494.5,227888199.3,-87136561.83,-77941842.23,2024-09-07
6,300277,海联讯,16862705.56,58.67,133472959.4,-23.014211143,101318677.15,4297757.04,14451210.74,-954840.4,128104311.76,25866058.68,25544630.24,2024-08-02
7,300398,飞凯材料,169759033.96,-8.05,1344512112.33,20.9504383228,803366855.4,87486412.14,110751610.78,60891188.51,1179955353.87,209601093.66,207894575.27,2024-05-14
8,300511,雪榕生物,216632647.2,97.03,1563472564.2,18.4301643448,1209174088.04,16928766.62,91821113.85,43909073.9,1382054183.68,206031908.05,198326301.03,2024-04-26
9,000903,ST云动,285635242.72,20.15,7477323363.99,63.4440953903,6695326830.14,207473624.69,140606966.86,81693121.57,7234519574.5,315000266.91,315595662.87,2024-04-26
10,300816,艾可蓝,88802889.86,10.89,445799431.87,8.3367922497,283177437.59,31990168.21,11080626.85,1211989.83,353591161.96,98559182.84,102511422.45,2024-04-24
11,688579,地纬智能,1922363.71,191.44,218530109.87,-0.2642073344,106262628.45,19521828.53,33492318.51,-4335299.68,237962160.9,-7880590.79,-1318975.56,2024-04-13
12,688500,慧辰股份,10938224.14,-23.33,223858489.02,-9.9072762145,139669571.76,38270661.81,18792318.51,-8523744.62,210620770.08,14140300.38,13859728.87,2024-01-31
13,603718,海利生物,6789118.41,-70.99,195384855.22,-9.7420633823,102040397.89,39171099.2,49645028.4,13208546.82,223991738.75,-14663981.32,-14406962.71,2023-10-28
14,688619,罗普特,42162575.55,262.978428058524,318100771.75,414.1970556986,213955892.11,18288309.66,21793533.54,1223381.6,278934481.07,44520608.82,44112389.46,2023-08-17
