序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002726,龙大美食,1746167651.35,718395182.14,1639945634.53,7856052642.32,-21.8200354387,462304227.97,,4342351418.02,-21.1322004203,55.2739602918,3513701224.3,2026-01-31
2,688270,臻镭科技,1641383653.96,216051878.74,65711299.51,2096926712.83,372.5277234172,17192392.04,,62125692.55,52.462524482,2.9627021378,2034801020.28,2025-12-25
3,300128,锦富技术,187176286.51,641714360.97,270688695.32,2856084851.89,27.7888630073,398201630.31,,1579217687.9,58.3726155709,55.2930942109,1276867163.99,2025-07-03
4,603959,百利科技,610468803.4,556807184.26,631819790.84,4060269905.07,45.142132107,963589982.97,,3271385894.84,55.6079151291,80.5706509992,788884010.23,2025-05-01
5,688053,ST思科瑞,1206615689.53,212246318.6,5355161.48,1717955845.24,343.0610282581,17380083.42,57448.49,68192002.7,-27.7931521456,3.969368764,1649763842.54,2025-04-26
6,300730,科创信息,68251988.79,286181074.67,219166655.68,837716984.8,12.2143538789,47029716.27,,344746818.05,18.8808110149,41.153136955,492970166.75,2025-04-25
7,300137,先河环保,539093594.1,822422869.14,418470846.78,2453854056.34,-0.3293981211,165433797.34,,351609526.2,4.2768368953,14.3288687154,2102244530.14,2025-02-12
8,002512,ST达华,180271883.89,242396986.68,287368272.44,4402475139.99,-2.0158813314,788483380.15,1753982.21,2790039758.83,-1.074914078,63.3743444338,1612435381.16,2025-01-27
9,002178,延华智能,271227421.41,379244583.92,87316661.31,1593456331.12,-6.3073494579,526829257.41,,922005860.13,-4.8331694639,57.8620099041,671450470.99,2025-01-18
10,600576,祥源文旅,232594374.82,307600830.81,31505267.25,1164598227.0,-0.8363524983,36904344.15,825389.54,108127084.46,-31.9069155624,9.2844967434,1056471142.54,2025-01-03
11,002729,好利科技,72344772.87,76941416.4,57106653.36,579897054.72,17.0256054603,28660759.45,966312.27,118751548.26,80.1594067728,20.4780395578,461145506.46,2024-12-11
12,300437,清水源,478785584.99,390605037.32,155954361.98,3308433262.03,5.5737699226,212760473.03,,1578649008.01,-11.230099033,47.715909102,1729784254.02,2024-09-20
13,002569,*ST步森,41841091.92,28888395.48,62738757.01,313276214.92,-22.0615294141,33317477.04,,132595756.42,-7.7333348764,42.3255102383,180680458.5,2024-09-07
14,300277,海联讯,69429682.63,15688408.08,150873302.59,678886005.08,-7.0087508341,25038894.55,,183827806.22,-22.2744119626,27.0778606194,495058198.86,2024-08-02
15,300398,飞凯材料,1200360885.04,738130358.55,756141864.61,6335156039.67,8.1318591237,260423866.63,,2655745288.57,-1.028155235,41.920755731,3679410751.1,2024-05-14
16,002799,环球印务,241231493.98,272463012.67,55831274.83,1830833597.44,6.0625954087,161990995.85,,894921659.65,0.6600380927,48.8805569715,935911937.79,2024-04-26
17,000903,ST云动,1197719899.96,2965502420.02,2777858238.23,14497907070.41,0.7209949475,3505714804.16,,9416550635.05,8.8827296474,64.951103558,5081356435.36,2024-04-26
18,300816,艾可蓝,192310128.14,172955036.54,222202963.66,1749276067.03,7.2718028645,178305928.35,,915877429.54,11.9864846589,52.3575121619,833398637.49,2024-04-24
19,688579,地纬智能,261030068.99,137263840.79,48648326.05,1579430586.4,-0.2064793953,170696722.8,,317330259.06,-18.9448974341,20.0914343303,1262100327.34,2024-04-13
20,688004,博汇科技,144148508.89,129236600.85,43577308.34,778504310.43,0.2598829932,27994216.98,,67007352.22,9.0898110101,8.6071909073,711496958.21,2024-04-13
21,600353,旭光电子,634522064.76,712349123.14,320044929.67,2709751960.86,50.4096710742,357577841.85,5050798.25,709490950.2,54.5486027251,26.1828743165,2000261010.66,2024-04-13
22,603843,*ST正平,600805853.73,1215245419.48,95723410.04,9044171214.81,12.455792652,2318714219.78,28225735.75,6832003885.31,18.9277374386,75.5404085465,2212167329.5,2024-03-30
