序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,600169,ST太重,35675345.83,101.855979123467,7362311097.28,108.8292272215,5639159819.65,324808985.25,431508793.93,750535794.4,7389989835.73,50797208.64,43858617.13,2025-12-13
2,002586,ST围海,213324034.43,129.227669853984,2870588232.49,30.9207474537,2380829908.47,,92535396.78,70495886.68,2611595125.44,306180059.66,305983207.94,2025-11-29
3,300343,ST联创,25528246.3,-87.324745380344,2671920002.64,14.6284526144,2043787662.0,118090280.14,95415271.44,-3290468.99,2590012821.25,78205289.75,99393598.82,2025-11-28
4,300237,ST美晨,368618622.4,21.98,3673327665.43,65.127400444,2455362040.44,165035246.28,287253171.61,124250535.3,3214871253.04,508157033.16,510162508.74,2025-10-31
5,002602,世纪华通,782740266.9,55.47352138336,3490821643.58,1.0104224305,2458183794.16,186154765.38,213220132.96,15666479.75,3056970975.87,952948969.78,961085805.88,2025-04-29
6,600293,三峡新材,403752367.34,125.046575984977,12050492171.87,259.2249922242,10990598215.12,226773655.73,161119404.63,133637137.96,11566148097.85,501422084.39,502854963.38,2025-04-25
7,000752,ST西发,7678104.92,-3.713802446085,361551960.7,1.1467309209,255272738.73,13248846.57,24717517.63,-4055753.05,297648401.22,49776286.33,49440116.68,2025-04-25
8,300437,清水源,93707784.12,138.44,801322916.26,73.7283961562,543747901.02,48840613.27,47725073.54,9723869.22,684895614.97,120262990.62,120481785.86,2025-02-28
9,300376,易事特,713640878.06,51.308905321383,6495518339.09,23.8335146986,5181710752.17,219943144.21,74949679.77,956111.77,5793114168.9,729609269.52,791474395.5,2024-08-30
10,300528,幸福蓝海,-217783395.67,-293.58680412304,1510294087.92,-1.804774072,828460863.16,446126308.33,111982230.09,-7554947.57,1768136586.49,-218277986.13,-213961449.93,2024-08-28
11,603559,ST通脉,25926922.84,-41.0,540225194.23,9.8116680642,453538505.81,5749897.66,28992632.56,825363.65,504350314.53,37343961.76,35501394.59,2024-08-07
12,002581,ST未名,399869020.04,-4.267735685308,1162416642.55,-8.1005976264,255663958.46,389241002.13,76554058.86,-4958517.2,783868517.52,477923075.96,476882643.2,2024-08-02
13,000547,航天发展,270983492.98,8.922290331227,2490900288.24,15.0743304512,1571033086.94,71917355.99,212280370.69,12349560.63,2192356859.46,343877033.06,352562110.87,2024-06-29
14,600594,益佰制药,386859939.5,3.706393019251,3807661758.57,3.2775912895,961510837.29,1834501873.28,430056005.45,70665742.93,3376988511.99,466313517.86,486532754.89,2024-05-18
15,601118,海南橡胶,-264044536.18,-530.7,10821092337.8,21.875901462,10243346911.82,190505455.1,573908248.26,160171740.27,11565279814.06,-482436388.25,-259448919.97,2024-04-30
16,600624,ST复华,40475003.05,6.080501604409,735729241.2,9.6071768265,414930830.66,135911524.92,90841453.93,3760054.89,693877830.68,53073304.94,65280670.43,2024-04-30
17,600287,苏豪时尚,-18466525.17,77.420151038105,4617464849.71,18.0125552747,4218643263.56,268087293.08,126578159.9,20318543.21,4662357854.26,19140778.31,36440292.5,2024-04-30
18,002196,方正电机,132295940.09,11.840186258678,1318082898.68,25.6114482853,1009596469.85,36870206.23,68366712.46,10867211.15,1242743156.39,154629400.52,153038315.6,2024-02-28
19,300091,*ST金灵,553904.88,-97.946354441121,961733148.84,5.349632962,724376416.46,49490871.33,83159510.87,46787316.05,966285082.82,-2615526.24,-3041343.59,2024-02-08
20,600338,西藏珠峰,1113644652.55,71.262226639866,2466526854.28,67.0234087379,676982256.57,135020299.31,124186067.65,-13462244.23,1079693504.37,1410177484.62,1369805444.72,2024-02-02
