序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,300838,浙江力诺,7575390.18,120245912.67,61419543.66,333738533.6,,38868980.08,13312548.03,128286964.08,,38.4393623044,205451569.52,2018-10-31
2,603583,捷昌驱动,31932331.28,6235305.27,31342569.12,154934749.49,,26385104.41,7655431.44,60216058.72,,38.8654313627,94718690.77,2017-04-20
3,000629,钒钛股份,2511539463.19,1542558164.98,1737667083.51,57152750159.78,59.4825552955,3760373476.04,123694584.58,37852399450.09,84.7155947133,66.2302327434,19300350709.69,2015-09-26
4,002407,多氟多,384891926.93,280999920.72,343790014.61,3039676568.35,22.6897121677,223821243.09,23872285.84,1384396285.57,59.3862526201,45.5441970368,1655280282.78,2015-07-09
5,000829,天音控股,3220009420.49,1238042598.54,4550599145.53,11841977580.47,37.3807318608,1262920398.19,156655180.58,8457625009.62,46.5590538347,71.4207145905,3384352570.85,2015-04-27
6,002939,长城证券,5761546842.66,140389263.81,,21536482699.91,19.988971274,210955226.63,,14938619496.41,30.2468820418,69.3642490492,6597863203.5,2015-04-07
7,601577,长沙银行,27011433000.0,,,190132838000.0,,,,179783817000.0,,94.5569523346,10349021000.0,2015-03-25
8,000408,藏格矿业,1811044.92,65195893.04,,553615812.2,30.5109380964,45165.01,500000.0,354883964.8,46.4581242338,64.1029314878,198731847.4,2015-02-06
9,301079,邵阳液压,11484929.79,111431125.9,74283907.24,325628872.0,,49655749.81,6114832.19,200708248.1,,61.6371167788,124920623.9,2015-01-22
10,001390,古麒绒材,9152682.78,23840528.99,78780649.04,213597045.95,,38201181.76,149995.25,130418452.21,,61.0581722373,83178593.74,2015-01-19
11,002942,新农股份,46860336.18,123037943.84,51345716.67,475395219.23,,64392276.21,3006204.1,243964815.69,,51.3183149139,231430403.54,2015-01-16
12,603908,牧高笛,33750654.84,54205682.01,114209836.15,278455225.23,,43178154.92,2277834.66,147534591.3,,52.9832367764,130920633.93,2015-01-09
13,603208,江山欧派,18336686.85,43977972.61,77449716.89,375445792.3,,33239044.4,38588368.97,130792383.15,,34.8365558577,244653409.15,2015-01-09
14,603032,德新科技,121565016.21,21920641.63,1538136.23,323663864.71,,37070585.57,,155573707.77,,48.0664432248,168090156.94,2015-01-09
15,300597,吉大通信,21800938.4,325707091.02,,404350730.77,,97582595.17,7221227.42,146953599.79,,36.3431023137,257397130.98,2015-01-09
16,300581,晨曦航空,29994200.0,51490200.0,107336800.0,271706200.0,,61400900.0,11742000.0,128252700.0,,47.2027138137,143453500.0,2015-01-09
17,300576,容大感光,14277765.19,142064989.96,37447929.15,262913618.07,,58853306.82,471289.65,80853909.05,,30.753031982,182059709.02,2015-01-09
