序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,600127,金健米业,381952506.21,103765189.15,966962615.32,2447344804.84,27.6812432956,87693651.0,,1638931335.0,44.9026692099,66.9677330207,808413469.84,2026-03-04
2,002726,龙大美食,2396656422.02,489513440.54,2594516067.47,8551436933.53,35.347385608,506892217.64,,4856046829.01,29.3286820671,56.7863256989,3695390104.52,2026-01-31
3,300500,启迪设计,552365446.77,662486137.57,1521674.02,2745969715.95,9.1719803187,434720156.22,,1222281092.88,21.6765063993,44.511819842,1523688623.07,2025-12-31
4,002586,ST围海,385949788.06,1600175014.6,,8241794588.08,-16.014000303,1707592158.95,6478128.24,4842384995.33,-18.3102688738,58.7540121703,3399409592.75,2025-11-29
5,300343,ST联创,310410449.27,129301835.67,101248561.34,2357091184.72,-26.9847931659,175816944.51,,1413786157.74,-39.7128516192,59.9801215543,943305026.98,2025-11-28
6,600169,ST太重,4626565207.86,3663327929.7,11359405396.81,35270628881.59,4.8683492058,6243613908.99,,30501752690.83,-0.279262294,86.4791858212,4768876190.76,2025-11-01
7,300237,ST美晨,1023650322.36,1104650234.99,379618363.18,10129420263.91,7.0162255099,2202242755.67,523310.12,7709963176.79,13.7666950996,76.1145551859,2419457087.12,2025-10-31
8,000711,ST京蓝,321412946.15,1279570429.23,789118010.73,9671022194.26,-20.194272375,1743811151.8,,7047871318.56,2.9663893797,72.8761776883,2623150875.7,2025-09-05
9,000903,ST云动,2272586628.5,1069847656.98,1844245858.92,14821293741.89,18.3380504001,3599526754.5,,9260502287.83,33.3729228409,62.4810657497,5560791454.06,2025-08-13
10,300128,锦富技术,331369977.0,441836326.07,156034883.7,2353168608.18,-7.5843896104,242779697.42,,1076779859.15,-15.7493731904,45.7587210456,1276388749.03,2025-07-03
11,600084,中信尼雅,62614581.64,54333621.3,1560632649.18,2279852381.12,-0.3312448783,76918614.37,336111.12,147026556.35,50.6164138216,6.4489507114,2132825824.77,2025-06-27
