序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,000629,钒钛股份,2560946830.99,1275264912.23,1732887155.35,57099715005.82,59.4215694802,3448669801.78,180262085.72,38502234344.94,88.6541814519,67.4298187671,18597480660.88,2015-09-26
2,002407,多氟多,346171274.06,395187890.6,367479166.26,3185884457.69,22.5879633953,215408215.75,17382733.44,1521664427.99,57.0318670361,47.7626997526,1664220029.7,2015-07-09
3,002222,福晶科技,58580873.99,50696180.12,107699832.98,665519661.19,-6.1573090093,16927498.77,1140300.22,77768943.91,1.6043837355,11.6854464932,587750717.28,2015-06-02
4,603799,华友钴业,572905959.48,407916001.06,2289618258.34,8146880973.19,62.1995563023,692350555.53,77086844.76,5732566709.16,77.5903012514,70.3651707693,2414314264.03,2015-05-13
5,688727,恒坤新材,3378160.59,77119424.98,20397568.9,151746354.64,,57610575.96,97523.08,101128435.96,,66.6430743591,50617918.68,2015-04-30
6,601901,方正证券,26749242664.3,144770259.24,,70912400860.88,167.3459210475,4237257930.68,,40736292411.18,242.3468260164,57.4459359952,30176108449.7,2015-04-30
7,002967,广电计量,64203043.43,57123998.77,6097715.14,323763919.77,,3744008.36,3254799.21,146018868.49,,45.1004140899,177745051.28,2015-04-30
8,000829,天音控股,4380741177.67,1323556536.31,4574186147.68,13378627532.81,25.4585238091,1054306015.63,210903845.7,10023428985.17,28.7310814136,74.9212051878,3355198547.64,2015-04-27
9,603808,歌力思,55054679.94,63350562.58,181495620.63,800236149.6,,48902776.93,25289561.07,177348216.62,,22.1619851476,622887932.98,2015-04-03
10,300442,润泽科技,84536030.55,219063415.53,237787553.85,743752874.7,,159452132.99,91564803.56,276115574.78,,37.1246396717,467637299.92,2015-04-03
11,300437,清水源,63939117.63,50375602.64,39953976.08,316412538.28,,40192071.94,8044069.54,89394982.79,,28.2526676332,227017555.49,2015-04-03
