序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,002396,星网锐捷,-1096290814.13,-139.2882701784,-568287490.26,-51.8372938034,-485731278.94,-44.3067909244,-41531871.94,-3.7883991551,2022-09-24
2,002775,文科股份,-14392796.13,86.5085915568,-27772355.79,-192.9601137899,-57970567.39,-402.7748803387,71350127.05,495.7349941286,2019-04-23
3,600172,黄河旋风,301863108.4,-62.4395094198,-70150886.56,-23.239304376,-91182242.8,-30.2064877299,463297101.43,153.4792058181,2018-09-26
4,002175,东方智造,486577055.99,2579.1162311284,812028.96,0.1668859947,-139051032.44,-28.5773919523,624774678.59,128.402001471,2018-07-07
5,002188,中天服务,-84088609.27,-680.6671219433,-31239595.55,-37.1508053483,-52299145.1,-62.1952789492,-843074.22,-1.0026021685,2018-07-04
6,300288,朗玛信息,-77955609.36,-488.7216285829,-3925318.4,-5.0353251449,-74024290.96,-94.9569781671,-6000.0,-0.007696688,2018-04-20
7,688168,安博通,3272545.16,,1168154.6,35.6955990792,-9866186.11,-301.4835740265,11970576.67,365.7879749473,2018-03-19
8,300275,梅安森,4107735.33,116.4246260316,-8695348.28,-211.6822916144,-252776.28,-6.1536652119,13055859.89,317.8359568264,2018-02-27
9,000713,国投丰乐,-21102046.72,88.4963581606,-90822438.24,-430.3963470705,69823345.81,330.8842347687,-102954.29,-0.4878876981,2017-10-21
10,603129,春风动力,65741039.35,,45106385.66,68.6122186476,22981558.66,34.9577050914,-1761427.45,-2.6793422608,2017-07-31
11,300693,盛弘股份,-39382266.35,,-46182404.75,-117.2670062702,-1934891.52,-4.9131035345,8716579.08,22.1332591744,2017-07-31
12,300688,创业黑马,-7546207.74,,-4772007.48,-63.2371602322,-2374250.26,-31.4628266515,-399950.0,-5.3000131163,2017-07-27
13,603978,深圳新星,-1645669.46,25.3220484597,4649195.25,282.5108785819,-5605124.43,-340.5984352411,-689740.28,-41.9124433408,2017-07-24
14,603359,东珠生态,-79974704.63,,13591711.72,16.9950133394,-38814.58,-0.0485335709,-93527601.77,-116.9464797684,2017-07-24
15,300687,赛意信息,5092270.89,,-6558185.51,-128.7870510361,18831849.25,369.8124011231,-7181392.85,-141.025350087,2017-07-21
16,603860,中公高科,-66442508.8,,-9950808.26,-14.9765691268,-47613688.0,-71.6614842816,-8878012.54,-13.3619465916,2017-07-19
17,300686,智动力,-22591717.56,,4800579.06,21.2492876969,-28327554.67,-125.389114815,917783.12,4.0624760714,2017-07-17
18,603357,设计总院,76679309.22,,38255709.29,49.8905241572,-1087148.4,-1.4177858552,39510748.33,51.527261698,2017-07-12
19,300682,朗新科技,-104568819.62,,-98915692.33,-94.5938690801,-5653127.29,-5.4061309199,,,2017-07-12
20,300681,英搏尔,-13870361.67,,6900638.0,49.7509593778,-20770999.67,-149.7509593778,,,2017-07-12
21,603233,大参林,97367943.15,,135342220.86,139.0008009633,-92544113.24,-95.0457719924,54569835.53,56.0449710291,2017-07-11
22,300680,隆盛科技,-2054334.8,,-3058389.36,-148.8749234059,-1916796.25,-93.3049593474,2920850.81,142.1798827533,2017-07-11
23,688223,晶科能源,217410136.21,,791723373.69,364.1612058627,-324083948.82,-149.0657034072,-250229288.66,-115.0955024555,2017-07-10
24,603331,百达精工,-5492088.77,,18072414.34,329.0626771861,-3692173.77,-67.2271320553,-19872329.34,-361.8355451309,2017-07-04
25,300678,中科信息,-36696888.48,,-36620998.48,-99.7931977256,-75890.0,-0.2068022744,,,2017-07-04
26,002888,惠威科技,-17282043.01,,3150510.71,18.22996684,-15798439.29,-91.4153452856,-4650000.0,-26.9065410687,2017-07-03
27,601929,吉视传媒,-271783328.28,-167.6116987161,5722718.95,2.1056180989,25713605.14,9.4610678671,-303219652.37,-111.566685966,2017-07-01
28,603617,君禾股份,14456911.07,,35163053.74,243.2266033162,-3587798.14,-24.81718344,-16920182.34,-117.038710815,2017-06-30
29,000601,韶能股份,70071338.01,560.8791330417,240645343.89,343.4290691804,-78847200.02,-112.5241821538,-91810188.64,-131.0238840122,2017-06-29
30,300673,佩蒂股份,87304701.66,,24543245.99,28.1121698183,63317831.19,72.525110316,-208920.83,-0.2393007777,2017-06-28
31,603938,三孚股份,37514706.86,,-5215785.93,-13.9033098392,42910602.58,114.3834143237,,,2017-06-27
32,300676,华大基因,-104213839.01,,328726.48,0.3154345748,-97942424.88,-93.9821676376,-7383844.51,-7.0852821277,2017-06-27
33,002887,绿茵生态,-25874742.17,,-41390315.26,-159.9641650072,15778385.59,60.9798756113,-262812.5,-1.0157106041,2017-06-27
34,300675,建科院,-12091283.2,,-26483625.54,-219.030727359,542045.48,4.4829442089,13851065.78,114.5541424421,2017-06-26
35,603595,ST东尼,-22622740.45,,51414924.57,227.2709828574,-27414182.71,-121.1797605626,-46454716.23,-205.3452203665,2017-06-22
36,603757,大元泵业,11949754.73,,26002944.93,217.6023317426,-9836955.67,-82.3193102475,-4667573.41,-39.0599934096,2017-06-20
37,300672,国科微,51613823.01,,-42404734.24,-82.1577084724,94181559.63,182.4735199556,,,2017-06-20
38,603316,诚邦股份,-11734905.46,,-10708411.49,-91.2526438879,-7800.0,-0.0664683668,-1018693.97,-8.6808877453,2017-06-16
39,300668,杰恩设计,-16944321.22,,-15213880.88,-89.7874909385,-1534326.16,-9.0551054839,-161834.12,-0.9550935555,2017-06-16
40,603933,睿能科技,-35685755.24,,-41169311.9,-115.3662340144,-566607.26,-1.5877687223,6532409.92,18.3053710817,2017-06-15
41,603326,我乐家居,-27651823.73,,-39798668.21,-143.9278240691,-7784661.91,-28.1524357526,19915909.32,72.0238546089,2017-06-14
42,603226,菲林格尔,-14397164.87,,-40828943.26,-283.5901625679,-1987191.03,-13.8026552307,28416923.44,197.3786068062,2017-06-14
43,300671,富满微,1962823.67,,7865731.09,400.7354919456,1001314.74,51.013993529,-6896191.17,-351.3403305351,2017-06-14
44,300670,大烨智能,14230069.74,,-22614279.37,-158.918963738,36844349.11,258.918963738,,,2017-06-14
45,002885,京泉华,-36768248.01,,-24926789.87,-67.7943367419,8227509.21,22.3766691515,-19888259.48,-54.0908543551,2017-06-13
46,603801,志邦家居,-99394721.74,,-58582777.44,-58.9395255749,-10432887.44,-10.4964199883,-30240000.28,-30.4241510521,2017-06-12
47,603767,中马传动,27205220.36,,71006938.91,261.0048291114,-7377185.21,-27.1168000567,-36315927.07,-133.488817916,2017-06-12
48,002715,登云股份,-30561459.9,-160.5291580347,14143507.91,46.2789014539,-8153464.57,-26.6789106171,-36512634.98,-119.4728101978,2017-06-10
49,300669,沪宁股份,-14557303.78,,17435985.57,119.7748280417,-5700614.35,-39.159822699,-26292675.0,-180.6150053427,2017-06-09
50,300667,必创科技,-18237374.61,,-20908405.32,-114.6459167897,-2129357.0,-11.675786924,4800387.71,26.3217037137,2017-06-05
51,002882,金龙羽,-64445325.22,,75932674.21,117.8249530913,-159581.05,-0.2476223829,-140187507.28,-217.5293658639,2017-06-02
52,002881,美格智能,468957.89,,7070300.97,1507.6622274124,-1798212.96,-383.4487058102,-4607435.33,-982.4838068083,2017-05-31
53,603300,海南华铁,454555842.37,2211.3141071666,-774778592.79,-170.447395143,-63608826.21,-13.993621967,1292943261.37,284.44101711,2017-05-26
54,300665,飞鹿股份,-35071064.64,,-7601681.56,-21.6750806912,-3222509.3,-9.188512904,-24246873.78,-69.1364064048,2017-05-25
55,603879,永悦科技,-15809783.77,,-4632807.44,-29.3034206375,-810740.5,-5.1280935388,-10366235.83,-65.5684858238,2017-05-23
56,300666,江丰电子,-421505.96,,-5700613.55,-1352.4396072596,-5439302.96,-1290.4450888429,10676880.98,2533.0320311485,2017-05-23
57,002879,长缆科技,-73877760.72,-160.005378023,-18369142.46,-24.8642382782,-43151864.63,-58.4098167154,-12356753.63,-16.7259450064,2017-05-22
58,603383,顶点软件,,,-32900292.99,,,,,,2017-05-19
59,603197,保隆科技,55702970.04,,60179109.31,108.0357281969,-27389352.37,-49.1703626401,23522715.85,42.2288359725,2017-05-18
60,300663,科蓝软件,-89312823.64,,-120950580.89,-135.4235326581,-512021.48,-0.5732899926,32014325.96,35.8451615963,2017-05-17
61,300662,科锐国际,-49043140.57,,-47583111.53,-97.0229699342,-3068812.27,-6.2573730686,1700000.0,3.4663359243,2017-05-17
62,000633,合金投资,-9234344.74,-187.9143163195,-7597856.8,-82.2782451156,-713664.94,-7.7283766211,-922823.0,-9.9933782632,2017-05-17
63,603758,秦安股份,81412560.25,,60648393.72,74.4951313824,-42665452.79,-52.4064747,63429619.32,77.9113433176,2017-05-16
64,603269,海鸥股份,-22138586.57,,-36306160.17,-163.9949328075,-26081.27,-0.1178091018,14041683.28,63.4262862067,2017-05-16
65,601878,浙商证券,-5525898133.37,,-3959442109.85,-71.652462899,-26985038.86,-0.4883376097,-1539470984.66,-27.8591994913,2017-05-16
66,603286,日盈电子,3172419.95,,6578600.82,207.3685364386,-2480665.2,-78.1947295471,-928825.41,-29.2781354499,2017-05-15
