序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,300128,锦富技术,-34722703.48,-181.6513780757,29974419.47,86.3251315879,4139442.04,11.9214278415,-66933123.19,-192.764723025,2025-07-03
2,002512,ST达华,-56564250.94,64.795099906,-107701995.29,-190.4064731702,1226761.42,2.1687928322,49680789.53,87.8307211788,2025-01-27
3,600576,祥源文旅,-30407923.58,-2.8999259071,-30031477.51,-98.7620132331,-12098.0,-0.0397856827,-377402.58,-1.2411323615,2025-01-03
4,002569,*ST步森,-29491367.37,48.9466498588,-22798834.03,-77.306805561,-6663200.0,-22.5937302818,5.0,1.69541e-05,2024-09-07
5,300277,海联讯,14366376.68,116.7077567057,20047747.77,139.5463046567,-8144507.9,-56.6914545081,2463136.81,17.1451498514,2024-08-02
6,300398,飞凯材料,-238072202.07,-358.9529232967,35444172.62,14.8879929332,-106048771.27,-44.5447937004,-167505711.9,-70.3592063431,2024-05-14
7,300225,*ST金泰,-141335724.67,-174.6295112606,-149085954.32,-105.4835602733,7750229.65,5.4835602733,0.0,0.0,2024-04-27
8,002799,环球印务,-17779536.01,-118.8165711419,-52731812.25,-296.5871112741,-5141038.7,-28.91548293,40093314.94,225.5025942041,2024-04-26
9,300816,艾可蓝,-14591231.98,-103.5377082817,39198754.92,268.6459578857,-173703031.68,-1190.4617233013,119934477.42,821.9626525326,2024-04-24
10,688579,地纬智能,415817516.88,588.2918374321,-36895790.74,-8.8730727404,452713307.62,108.8730727404,,,2024-04-13
11,600353,旭光电子,-94504083.66,-976.4999840706,-19347095.11,-20.4722318451,-68741638.61,-72.7393314106,-5444410.75,-5.7610322635,2024-04-13
12,301206,三元生物,83423153.69,,129686530.82,155.4562793225,-40867068.2,-48.9876807485,-3600000.0,-4.3153487261,2024-02-05
13,002570,贝因美,-14217481.36,-120.904409355,21588202.87,151.842666949,-35130372.28,-247.0927964698,716698.53,5.0409669044,2024-01-31
14,688260,昀冢科技,250710515.74,20491.4017920897,-3381284.46,-1.3486807484,-21100403.06,-8.4162417351,275011981.8,109.6930381992,2024-01-18
15,300008,天海防务,-38635519.85,-6230.2301436885,-37437895.06,-96.9001975523,234434.12,0.6067839152,-1432058.91,-3.7065863629,2024-01-17
16,603880,南卫股份,-59277103.13,-109.3620350924,-54987217.8,-92.7629976779,-61100480.31,-103.0760227537,56009567.78,94.4876939367,2023-08-31
17,600530,交大昂立,-55603452.82,43.3548572049,2698588.37,4.8532748114,5267523.83,9.4733754162,-63685066.66,-114.5343740903,2023-08-31
18,300195,长荣股份,-17096430.6,-132.2892335803,-7914255.85,-46.29186077,28025862.76,163.9281521138,-36723520.23,-214.8022653922,2023-08-18
19,688619,罗普特,206665421.69,3059.4175021974,-124813050.48,-60.3937753396,-447640860.85,-216.6017213666,779119333.02,376.9954967061,2023-08-17
20,300839,博汇股份,-11000055.09,72.3150627441,10056190.56,91.4194563366,-46645464.12,-424.047550111,25766282.2,234.2377559856,2023-08-15
21,300490,华自科技,543073389.52,1781.0803895695,-46819463.97,-8.6212038508,-15209519.74,-2.8006380046,605086992.38,111.4190096692,2023-08-04
22,600251,冠农股份,24638210.4,103.7252874929,1134114140.09,4603.070278554,36148346.2,146.7166064951,-1145624275.89,-4649.7868850491,2023-07-06
23,300165,ST天瑞,-16706258.42,-360.8700347976,-23443996.87,-140.3306250904,-221629161.73,-1326.6235691929,227993529.57,1364.7192796746,2023-06-27
24,603001,奥康国际,-370562971.64,-131.5610497922,-204810934.43,-55.2702104918,-165552885.71,-44.6760465508,,,2023-06-10
25,603076,乐惠国际,348196835.28,525.539762703,-69043233.28,-19.8287940281,-54554071.05,-15.6675953146,472895367.14,135.8126551494,2023-05-11
26,688565,力源科技,-21615946.94,8.7087743686,-26087910.15,-120.6882595632,-2606857.8,-12.0598824897,7078825.93,32.7481648139,2023-05-04
27,600238,*ST椰岛,-107723661.54,-4622.2572690372,-72952233.55,-67.7216430514,-31981577.64,-29.6885356316,-2762427.57,-2.5643647185,2023-04-29
28,300301,ST长方,-64638155.06,0.9232117846,-26656685.47,-41.2398612635,3264904.27,5.0510480489,-41122074.69,-63.6188867888,2023-04-29
29,000935,四川双马,-111900748.01,-438.7517571306,54839827.01,49.0075607047,-195244078.67,-174.4796903883,28503503.65,25.4721296836,2023-04-29
30,603843,*ST正平,-1028425.28,98.4417671435,-147028769.01,-14296.4950268434,-87784661.43,-8535.8327082353,233785005.16,22732.3277350786,2023-04-28
31,002992,宝明科技,-153246192.09,-335.1062461477,189080251.16,123.3833275602,-91234934.11,-59.5348783978,-251100277.88,-163.8541711578,2023-04-28
32,000909,ST数源,179537723.88,141.489986453,162194085.72,90.3398362276,16969603.27,9.4518315724,371624.96,0.2069899027,2023-04-28
33,000883,湖北能源,1176050703.2,2139.3344053433,1713096176.35,145.6651632186,-856500703.01,-72.8285524323,336421239.56,28.6060149145,2023-04-28
34,000581,威孚高科,-22641686.68,-110.2835865346,-229541250.49,-1013.7992532719,-208848802.27,-922.4083224086,418735523.1,1849.4007492378,2023-04-28
35,603038,华立股份,-84330463.34,34.1030314165,-79052786.95,-93.741672723,-20746033.46,-24.6008768817,15459429.78,18.3319635251,2023-04-27
36,300322,硕贝德,-113425325.08,-192.1243253821,-93921658.67,-82.8048397514,-97607983.98,-86.0548417306,77652429.15,68.4612797849,2023-04-27
37,688090,瑞松科技,-117722533.35,-153.0917650361,-113713796.13,-96.5947579398,-1273779.4,-1.082018339,-2734958.46,-2.3232242649,2023-04-26
38,300083,创世纪,698818013.8,852.0928770604,-173896984.36,-24.8844450094,-452223062.69,-64.7125651829,1324938060.85,189.5970101923,2023-04-26
39,000688,国城矿业,-289278729.22,-67.8313728461,167013958.73,57.7346143563,-465920332.53,-161.0627693873,9685350.0,3.3481030652,2023-04-25
40,000952,广济药业,-23814552.1,-107.0357132623,28496950.04,119.6619189827,-23944091.49,-100.5439505621,-28468667.35,-119.5431567659,2023-04-20
41,300153,科泰电源,582979.46,100.4899242725,-52322850.03,-8975.0760738637,-19453503.11,-3336.9105508451,71981064.51,12347.1013043924,2023-04-18
42,601619,嘉泽新能,-153496392.95,-4729.4198733064,73668083.61,47.993364661,-67131593.94,-43.7349651349,-160032882.62,-104.2583995261,2023-04-08
43,000718,苏宁环球,57412823.68,-56.8564855549,1868468.77,3.2544450007,228265592.62,397.5864240579,-172737449.1,-300.86910559,2023-04-08
44,000557,西部创业,70929153.67,33.2430596043,80836649.87,113.9681579257,-5789172.71,-8.1619086235,-4118323.49,-5.8062493022,2023-04-06
45,688472,阿特斯,,,-1386324400.0,,,,,,2023-03-22
46,688701,卓锦股份,-29564694.04,57.8641998682,-62909571.99,-212.7861425012,-7847020.67,-26.5418632758,41191898.62,139.328005777,2022-12-29
