序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,688246,嘉和美康,-376593809.95,-246.9368134887,-157222315.08,-41.7485128343,-51911438.05,-13.7844639711,-167459944.99,-44.4669934995,2025-05-01
2,603959,百利科技,-30242976.52,-45.8506118092,-16260910.74,-53.7675606409,-18954752.6,-62.6748911023,4972686.92,16.4424520738,2025-05-01
3,688053,ST思科瑞,-17590688.52,33.1329710383,-4861162.89,-27.6348642321,-14427794.05,-82.0194959032,1698268.42,9.6543601353,2025-04-26
4,300730,科创信息,-96547755.05,-10.3495157972,-103197985.21,-106.8880215356,5075814.13,5.2573093257,1574416.03,1.6307122099,2025-04-25
5,002512,ST达华,-109673028.8,-93.8910654299,-32151872.49,-29.3161161334,-30405360.65,-27.7236445302,-46959473.54,-42.8177046388,2025-01-27
6,000833,粤桂股份,123631856.33,146.3092228628,-18699933.0,-15.1254972263,9996594.39,8.0857755329,132345289.91,107.0478870403,2025-01-25
7,688687,凯因科技,54371526.48,-93.1619072512,55722465.48,102.4846442384,-932482.69,-1.7150202512,,,2024-12-20
8,600590,泰豪科技,-16300884.73,-109.7103626817,48151700.94,295.3931748955,-15414514.87,-94.5624432374,-47558150.9,-291.7519612446,2024-11-09
9,002097,山河智能,28280576.61,121.0062826184,-1308593425.52,-4627.1808512464,-324157149.52,-1146.2183179298,1668670574.99,5900.41213799,2024-10-31
10,300149,睿智医药,-99410377.95,-353.3282092052,34944776.3,35.1520404817,-38329695.69,-38.5570364789,-95633226.13,-96.2004451669,2024-10-18
11,002628,成都路桥,-198902394.92,-47.9333875865,53315657.53,26.8049349287,-34227694.32,-17.2082866744,-217990358.13,-109.5966482544,2024-09-30
12,603839,安正时尚,117475990.88,46.6221375581,149956767.43,127.6488636586,52439628.9,44.6385925389,-83841300.99,-71.368881728,2024-09-21
13,002569,*ST步森,-32152554.88,-9.0236152045,-32803083.64,-102.0232568218,657000.0,2.0433834961,,,2024-09-07
14,001228,永泰运,-33077789.59,-260.1329981429,27279947.33,82.4720988559,-13242947.2,-40.035768303,-47141797.41,-142.5179795697,2024-08-28
15,002565,顺灏股份,64986070.55,581.7048987895,117276755.45,180.4644510084,-17628302.11,-27.1262779251,-34408570.86,-52.9476094935,2024-08-17
16,301152,天力锂能,8407855.79,119.910221387,-128257322.54,-1525.4462700531,-50680182.32,-602.7717837439,187345360.65,2228.218053797,2024-08-10
