序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,300376,易事特,-320212308.89,47.2987346882,-75575926.2,-23.6018179507,-80436666.08,-25.1197920401,-160593632.15,-50.1522357797,2022-11-16
2,002396,星网锐捷,-1230827511.41,-45.222192803,-718960548.61,-58.4127785531,-503874350.24,-40.937852426,512340.59,0.0416257018,2022-09-24
3,300716,ST泉为,51054988.69,1969.4959321546,-5591806.72,-10.952517792,-46474818.96,-91.028947714,103423277.14,202.5723240641,2022-08-29
4,002217,合力泰,-1190706631.89,35.8110068817,-285921205.59,-24.0127331059,-900184865.97,-75.6008946168,8640728.55,0.7256807276,2021-06-25
5,301418,协昌科技,-14001406.37,-399.8491402769,-23880399.7,-170.5571502529,-121006.67,-0.8642465393,10000000.0,71.4213967922,2020-11-16
6,002366,融发核电,-56062976.26,77.9507455484,-61125502.87,-109.0300710874,-41618014.74,-74.234401233,46680541.35,83.2644723204,2020-08-21
7,688680,海优新材,3559578.47,103.5651959121,18059260.24,507.342664088,3290340.52,92.4362406316,-16776476.63,-471.3051495111,2020-07-17
8,000796,凯撒旅业,-89496642.81,73.7063146208,-138323979.92,-154.5577304097,-20570705.03,-22.9848901413,70278633.29,78.5265581852,2020-06-30
9,000980,众泰汽车,-1513993203.6,-3472.1543346807,-569431251.16,-37.6112158103,-1080486167.48,-71.3666458284,135924215.04,8.9778616388,2020-06-24
10,300967,晓鸣股份,14919674.72,118.5008520787,17657780.58,118.3523160618,-21005459.58,-140.7903320562,18267353.72,122.4380159945,2020-06-17
11,300055,万邦达,-190143187.29,-401.446481486,98793361.55,51.9573501202,-208886798.91,-109.8576298668,-80049749.93,-42.0997202534,2020-06-05
12,300270,中威电子,-33742272.06,-50.9235255067,-70959408.55,-210.2982526601,-19905167.96,-58.9917831396,57122304.45,169.2900357997,2020-05-23
