序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,603316,诚邦股份,-99473464.12,7.97,347893842.71,-22.4073798103,333937430.67,627732.09,40680577.05,-23275749.38,361246114.8,-89286276.0,-85658619.18,2026-03-07
2,603260,合盛硅业,1740476559.55,-33.64,26692250312.09,0.4088516665,21208790694.93,56341512.72,703470798.32,891684693.1,23935444730.17,2270996129.55,2229164110.57,2026-03-07
3,600830,香溢融通,53171865.88,139.53,408758238.72,55.63,128315497.33,39277466.56,74120221.87,-6755492.39,250207861.97,109626643.5,109551946.65,2026-03-07
4,600529,山东药玻,942991305.41,21.55,4904912355.69,2.8100397617,3278980192.1,129736903.09,215768838.57,-38137512.1,3792661197.73,1112760817.8,1110805053.19,2026-03-07
5,600299,安迪苏,1204325915.0,2208.66,15534274997.0,17.8289683764,10840773006.0,1351106581.0,906529990.0,56078167.0,13668723886.0,1725432618.0,1574502396.0,2026-03-07
6,600113,浙江东日,134710000.17,-34.94,722522180.95,-18.4350566799,442459049.88,33095515.58,76930412.95,-4951803.91,562342417.16,165382796.12,163807202.42,2026-03-07
7,300889,爱克股份,-107445882.39,-413.09,903162300.04,-15.3706188091,727464901.22,122714651.05,95441259.87,2406045.8,1008035219.64,-191426645.29,-128034360.07,2026-03-07
8,001207,联科科技,272150665.27,61.46,2265781875.07,18.2121768738,1829718356.17,18293184.08,38691446.8,-17502840.75,1962439784.13,313381225.07,312263177.2,2026-03-07
9,000063,中兴通讯,8424792000.0,-9.66100002863,121298752000.0,-2.3759397499,75311066000.0,8900503000.0,4477021000.0,-264570000.0,113631490000.0,9342181000.0,9229605000.0,2026-03-07
10,688781,视涯科技,-246797076.45,18.842769262919,280055084.25,29.9887736381,219776396.7,9592465.69,72097626.03,1728129.23,574498646.86,-247097147.65,-246797076.45,2026-03-06
11,603659,璞泰来,1190617983.28,-37.72,13448428962.76,-12.3312062036,9750787726.44,161738534.3,607606173.36,62586295.31,11448797514.49,1521502698.28,1516736833.41,2026-03-06
12,603007,*ST花王,-813312289.04,-345.444033609192,91640810.68,-42.4599179356,116374696.69,418738.39,83928098.19,38348320.35,240860336.97,-806143123.86,-817433038.09,2026-03-06
13,002920,德赛西威,2004875279.7,29.62,27618063792.47,26.0638148907,22128489975.49,237631441.81,533854739.22,157483662.67,25400622834.51,2098874101.61,2099663067.02,2026-03-06
14,002487,大金重工,473874867.06,11.46,3779650570.21,-12.6108916139,2652257777.21,89534971.03,226569256.52,14549082.87,3194113865.43,507689866.21,515751776.76,2026-03-06
