序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002396,星网锐捷,842275403.85,1331501107.94,1509160485.7,5686029956.35,16.8053325635,913490906.67,116138591.27,2056454322.38,43.5477057029,36.1667866361,3629575633.97,2022-09-24
2,600671,天目药业,20244866.02,29768438.42,46178146.28,322427907.33,8.449237268,21788192.87,10643227.77,248553522.19,5.7161364471,77.0880921097,73874385.14,2020-06-12
3,002775,文科股份,262179811.91,455592727.2,783074226.78,2770597662.02,37.2593663452,568726159.85,65999214.22,1348338845.05,77.070984249,48.6659923068,1422258816.97,2019-04-23
4,603956,威派格,,,,1006700100.0,,,,277720600.0,,27.5872228482,,2019-02-21
5,600172,黄河旋风,889494801.95,1069492347.9,704505107.79,10007078674.38,18.3785120625,371913071.71,134737436.88,5169061466.78,39.0671420393,51.6540504474,4838017207.6,2018-09-26
6,601825,沪农商行,90184891007.15,,,768312691098.88,14.3234907389,,,718180320245.78,14.4337628833,93.4750041964,50132370853.1,2018-08-31
7,002795,永和智控,75983211.06,135612798.93,114363830.04,687388346.47,4.5465632929,53222673.33,915320.45,84817548.59,25.7638257,12.3391019102,602570797.88,2018-08-29
8,300163,先锋新材,79926941.85,110663439.16,175459943.31,1108704132.61,-9.1713751318,47425111.0,37980090.11,371653899.29,-23.6178725037,33.5214678433,737050233.32,2018-07-17
9,002175,东方智造,178520805.67,235874412.9,139690702.29,2704299518.26,-4.6621765711,51084638.72,10173223.32,1308669926.12,2.4306210845,48.3921961042,1395629592.14,2018-07-07
10,002188,中天服务,76716348.54,438785308.95,42398890.44,2363185067.69,4.569951833,149910037.36,7232537.98,248722998.93,6.171868581,10.5249056593,2114462068.76,2018-07-04
11,603045,福达合金,58041882.21,232742042.16,256140902.43,983184398.72,,88392635.16,8816659.1,496416211.97,,50.4906518672,486768186.75,2018-05-04
12,600651,飞乐音响,263729584.33,1190009495.54,5320126706.99,14429810382.63,15.3049404969,3741576764.38,48199646.87,10596483704.39,17.3824690006,73.4346704732,3833326678.24,2018-04-28
13,600546,山煤国际,4118244579.63,5375412109.38,1668364916.13,45089767797.81,-8.4816342556,2818751040.25,2683585732.68,36377391748.93,-14.9569887864,80.6777092134,8712376048.88,2018-04-28
14,001965,招商公路,6608031336.27,1370004378.63,1188527419.86,59783846581.21,,1336805088.09,622036564.99,14618997884.25,,24.4530901243,45164848696.96,2018-04-27
15,002200,*ST交投,360697615.22,346448457.82,1467613674.79,3599205586.45,9.4439445317,523684246.96,48833053.56,2654744125.33,15.0672494099,73.7591688378,944461461.12,2018-04-26
