序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,603316,诚邦股份,-62373461.23,-1398.411749583,67225173.54,107.7784881812,32579959.2,52.2336881063,-162178593.97,-260.0121762876,2026-03-07
2,603260,合盛硅业,-261450700.55,66.8248537183,4517062875.07,1727.6920144286,-4441275502.51,-1698.7047627591,-350022851.48,-133.8771901332,2026-03-07
3,600830,香溢融通,198398530.52,136.9199341647,-663828555.8,-334.5934841655,-6797032.08,-3.4259488022,869024118.4,438.0194329677,2026-03-07
4,600529,山东药玻,-401719365.97,-417.6083769643,1165050367.9,290.0159829454,-1117848349.94,-278.2659848227,-464529879.1,-115.6354207566,2026-03-07
5,600299,安迪苏,228408276.0,9.3558009932,2944669481.0,1289.2131285996,-1634244794.0,-715.4928107771,-1017033177.0,-445.2698452135,2026-03-07
6,600113,浙江东日,-337949823.83,-402.9114870696,115829760.78,34.2742480133,-309148054.33,-91.4775012534,-144631530.28,-42.7967467599,2026-03-07
7,300889,爱克股份,-9656755.6,81.2845053995,90158655.14,933.6329806255,-70252014.56,-727.4908620448,-29750157.52,-308.0761153363,2026-03-07
8,001207,联科科技,-77119969.9,-124.6650071399,200333164.36,259.768208701,-53756512.77,-69.7050489513,-224313751.63,-290.8633806793,2026-03-07
9,000063,中兴通讯,-22986750000.0,-683.2071949375,11479844000.0,49.9411356542,-28672419000.0,-124.7345492512,-5818375000.0,-25.3118644436,2026-03-07
10,688781,视涯科技,205199385.4,227.3818078673,-75622767.66,-36.8533109944,81942297.99,39.9330133617,196570370.34,95.7948143737,2026-03-06
11,603659,璞泰来,-2215993265.78,-181.1421546394,2371682508.21,107.0257091858,-3708752649.99,-167.3629928061,-880786979.22,-39.7468256254,2026-03-06
12,603007,*ST花王,294908261.7,1277.1220261028,-30361601.3,-10.2952698324,-171031991.5,-57.9949813932,496301854.5,168.2902512256,2026-03-06
13,002920,德赛西威,-411994347.15,-527.6657475684,1493510667.93,362.5075630919,-1472071001.62,-357.3036891897,-427266888.78,-103.7069784417,2026-03-06
14,002487,大金重工,934824928.54,155.8380697036,1083450989.85,115.8988123629,217870078.54,23.3059765405,-323702810.34,-34.6271050822,2026-03-06
15,002213,大为股份,37171152.26,121.5113376661,61663514.65,165.8907806212,-51193809.39,-137.724569397,26086121.11,70.1784032078,2026-03-06
16,000975,山金国际,577296192.15,-44.8242038042,3871259213.23,670.5845744127,-2849215679.29,-493.5448592998,-431309402.9,-74.7119777966,2026-03-06
17,301682,宏明电子,5170113.43,-98.3328338694,553085509.28,10697.7441939799,-325889790.88,-6303.3392843762,-226103741.63,-4373.2839654545,2026-03-05
18,300956,英力股份,129554883.59,293.1769858168,151149506.17,116.6683200059,-282909047.42,-218.370037146,251499203.05,194.1256061376,2026-03-05
19,688511,*ST天微,-23506101.67,-326.3409818518,15864816.51,67.4923334066,-12684450.81,-53.9623753359,-26686467.37,-113.5299580707,2026-02-28
20,688100,威胜信息,228254129.21,806.9324108247,473834691.76,207.590852091,-41440978.25,-18.1556313542,-205239639.81,-89.9171640488,2026-02-28
21,603682,锦和商管,76235852.74,181.1506328648,728311336.14,955.3396597056,-24644401.26,-32.3265240359,-627431082.14,-823.0131356697,2026-02-28
22,603103,横店影视,-248695987.91,-166.1136842545,468666904.54,188.4497246934,-385543515.1,-155.0260293059,-331819377.35,-133.4236953875,2026-02-28
23,603005,晶方科技,193467843.81,117.918916301,355479310.56,183.7407723989,137060567.7,70.8441077343,-304838775.19,-157.5656032479,2026-02-28
24,600539,狮头股份,-2008355.14,97.4629817145,-3431520.51,-170.8622365465,38251672.76,1904.626925694,-37106947.08,-1847.6287555397,2026-02-28
25,002800,天顺股份,-74654715.49,45.4519329369,-306985666.83,-411.2073360873,-2101460.7,-2.8149068498,234408129.17,313.9897160299,2026-02-28
