序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002726,龙大美食,304139112.69,218.24,11599929715.91,90.2330172095,10984659795.07,147302240.65,126099917.85,32656248.5,11299112601.68,332004490.12,329723791.3,2026-01-31
2,300128,锦富技术,-14337389.3,-176.0,585334089.98,-29.7281732421,494581911.42,18543697.47,42147883.97,18305082.65,597452152.87,-23811550.82,-20865998.18,2025-07-03
3,600156,华升股份,21930443.57,243.2,463284393.62,-13.0947488807,440362737.97,11056951.96,30681190.46,4773489.05,494552354.43,17331087.88,18114435.43,2025-05-14
4,002329,皇氏集团,788557.94,-94.68,1013822003.13,3.0933719608,811504923.59,84625058.39,63887077.83,48487092.38,1036760165.27,13308496.25,14991374.39,2025-04-25
5,000833,粤桂股份,-33810970.83,-172.67,1782118773.78,29.0276597048,1744144620.02,7862610.89,64132501.43,8024227.14,1847793784.64,-44821914.5,-42797087.78,2025-01-25
6,002569,*ST步森,-38684578.7,-796.15,144692029.62,-19.9304118125,106826348.21,23602482.71,32115958.98,-57908.54,163124328.82,-49779746.4,-39233617.96,2024-09-07
7,300335,迪森股份,3486345.32,-93.68,463824190.97,-18.713595122,335702452.84,38656681.82,33424762.61,21853391.7,447885174.36,26483978.85,20550902.94,2024-08-28
8,300277,海联讯,8955604.77,35.75,66941827.03,-43.6069338609,49828452.03,2493958.98,9075304.21,-1000683.03,65993178.9,11912282.42,11829389.07,2024-08-02
9,300398,飞凯材料,110378205.5,-9.87,829259567.14,11.1124879471,495174059.32,52875333.07,68854136.77,39898540.63,731287448.84,134067770.04,133064687.78,2024-05-14
10,300511,雪榕生物,155466147.74,34.51,995800104.43,12.7511312502,760542420.43,10487328.51,52743543.01,26915764.78,863581421.51,142471442.51,134636858.3,2024-04-26
11,000903,ST云动,279839894.74,10.54,4902048184.71,43.9135244257,4288184193.35,135760531.1,88938603.31,63096794.32,4646631967.28,309795594.21,310467468.37,2024-04-26
12,688579,地纬智能,-19025306.93,-169.631908963147,119865836.33,0.6755283591,63873877.39,10371828.86,19957033.08,-2305016.93,148723770.57,-19849405.81,-20293155.69,2024-04-13
13,603718,海利生物,1732929.12,-88.91,118634010.52,-14.5250338194,62775432.06,21593311.11,34686792.97,8695712.05,139801702.07,-12760804.27,-12491967.12,2023-10-28
14,300825,阿尔特,37097826.05,-43.79,335407687.69,-27.9541629273,224671991.75,15438158.44,37587356.12,260554.5,296350454.15,35586117.52,35657835.06,2023-08-26
15,688619,罗普特,2028345.58,,115584982.72,,83526209.32,9990878.79,13843099.89,-9648.71,122521742.61,-533044.13,-920173.71,2023-08-17
16,688189,南新制药,49516324.87,40.97,580561386.78,27.7737155832,57935657.37,367193747.2,33396889.19,4114246.82,511322830.28,62118016.47,61550494.31,2023-06-28
17,605318,法狮龙,22661630.45,10.36,157909108.14,-19.31,107849368.05,10123539.78,12455698.65,-2082687.67,134522309.5,24117293.29,26027177.29,2023-05-06
18,688565,力源科技,-7985347.92,-127.53,16713142.02,-88.2117199868,11613808.47,2089481.66,4173072.89,1347562.94,25941019.43,-12257373.6,-10023373.6,2023-05-04
19,300322,硕贝德,24081700.65,-73.65,766321140.28,-9.8532153576,609636641.2,16633389.37,61708393.24,6835227.74,746155669.53,27138181.94,26635150.55,2023-04-27
20,601179,中国西电,117644241.14,-40.17,6119125676.43,-8.640096579,5025735807.53,178996982.93,513308473.07,2892288.02,5995756514.96,181681338.6,186198419.52,2023-02-28
21,600302,标准股份,-1752719.83,96.75,289049539.15,-2.584440622,222628433.37,22514593.82,45563275.92,-4021232.53,301152611.26,-2643185.29,-2670071.04,2023-02-14
22,002842,翔鹭钨业,13958246.93,-63.76,610202669.61,-18.0091757819,548468095.18,2242450.59,21304355.42,15710256.3,614957571.34,11460033.8,11464878.69,2022-12-03
23,002396,星网锐捷,65674579.71,-57.69,3384248804.19,1.7350204961,2304766022.12,498710413.02,143723143.35,-2477560.38,3452584957.7,17550580.32,11279477.15,2022-09-24
24,002168,*ST惠程,32963201.2,-42.4,513448852.43,17.4700107148,162301359.07,225132385.45,52874844.03,27284238.62,497060923.5,45432371.17,49226725.86,2022-09-01
25,301575,艾芬达,-3966.63,-100.740990758263,208429239.61,-18.1018416635,155752662.15,17211890.54,13390250.82,7052698.68,201964301.04,8082839.88,1500974.24,2022-08-24
26,688716,中研股份,11450806.05,142.37,67010572.6,43.6752134411,34829436.19,4612889.62,9563708.1,115542.51,54610940.72,13297767.77,12966831.78,2022-08-22
27,001376,百通能源,38075639.7,47.23,214226488.01,11.2991464428,132592095.23,306511.98,19191208.54,12902631.66,167892696.94,52130922.71,52470426.33,2022-08-15
28,603055,台华新材,50638786.3,-65.02,1064698149.02,-17.4713617114,803586032.35,20503814.33,63334252.15,25680760.75,981791806.93,56338572.78,56142999.11,2022-07-28
29,002036,联创电子,87149253.56,-28.81,2506567053.12,-6.110326147,2176377643.2,16805728.64,78698440.06,92209441.26,2438153873.06,81273747.88,80789969.97,2022-07-18
30,002808,*ST恒久,7921950.02,-22.33,143654132.47,2.5744820654,110721704.05,6902343.53,8291925.54,-2097161.36,134324060.96,11661384.28,11634941.2,2022-07-14
31,300757,罗博特科,-29790446.23,-146.84,265139490.46,-64.4465554569,236722186.73,10359977.28,16104729.63,-248104.78,281229435.17,-33447336.99,-33696365.8,2022-07-12
32,300133,华策影视,147273331.6,352.77,1113580395.21,20.3688901917,730986846.51,174194942.89,79314321.63,6976276.22,999610166.77,183530088.54,182142425.03,2022-07-09
33,300237,ST美晨,10719583.24,-92.25,1309726009.21,5.8013536087,965694093.39,59789146.9,87437061.59,122877924.83,1299686350.04,36083061.39,36731847.08,2022-06-28
34,603869,ST智知,-141682548.13,-225.14,368284272.86,-66.6253182716,284801566.18,39334198.91,75121759.52,45805215.64,530805778.81,-157747599.6,-158252443.46,2022-06-20
35,688002,睿创微纳,308380179.19,376.7,693185157.26,172.8601009127,257471243.59,10736670.5,21707779.17,-16714323.15,346414716.74,353657615.37,353953868.44,2022-06-11
36,688316,青云科技,-77377555.5,,144132893.67,,130251392.64,27941560.34,30049389.23,400495.35,225469626.51,-79426764.9,-78087038.61,2022-06-07
37,300492,华图山鼎,-2762189.19,-122.14,55390744.37,-45.9736180099,42704787.18,2125868.93,11667421.03,-452551.89,56571055.29,-510079.19,-3013361.49,2022-06-02
