序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002396,星网锐捷,-19108431.9,88.93,796251383.89,11.618686775,519176701.48,190949686.77,206116767.36,-578005.28,919802376.21,-121334274.35,-53165626.16,2022-09-24
2,603042,华脉科技,27104211.19,,284111152.79,,197162955.53,23296403.1,19595147.18,1195799.52,251506363.74,32604789.05,32754592.72,2021-04-13
3,002323,雅博股份,13188261.22,15.790294826551,155799164.53,68.9635825191,103067219.91,7797695.17,22601506.34,5961936.11,139740128.37,16059036.16,17419226.89,2020-12-12
4,301418,协昌科技,6445770.38,,65440983.55,,50216035.76,1394154.37,4739710.73,270969.41,56846154.41,8009786.41,8022371.32,2020-11-16
5,688579,地纬智能,225329.96,,26352705.1,,9619657.17,3335701.39,14506982.48,-346959.65,29061094.92,-2708389.82,301172.46,2019-12-05
6,600671,天目药业,-3093781.7,37.433859292848,23720706.06,-5.271492553,14055121.04,3209853.92,7640948.94,1682946.43,27072893.85,-3352187.79,-2773427.18,2019-08-28
7,300270,中威电子,18610180.7,10.939784892707,64430953.6,9.8840546011,22524594.38,7834882.66,15368004.07,-561699.3,44785589.33,19645364.27,23346205.83,2019-06-25
8,600712,南宁百货,-180758.02,-124.417647717242,526793255.73,-9.4961366273,444266080.38,21468597.73,51752389.85,2587038.3,526528703.59,280790.45,1130114.46,2019-06-14
9,300183,东软载波,47657544.56,-18.116804838918,137211201.91,-9.3131246694,54272522.66,13038812.76,41131938.67,-9669528.39,95611522.51,57510300.87,57515061.27,2019-05-30
10,300786,国林科技,1004044.25,,31193168.87,,18689686.67,2781025.58,5932220.08,462665.99,30919481.28,273687.59,846949.54,2019-05-06
11,605589,圣泉集团,96873989.81,,986131245.08,,670480491.52,77537502.9,88636637.19,12649073.75,871440753.94,118611543.0,119009688.52,2019-04-30
12,002967,广电计量,-30884876.56,,85444072.42,,65598227.38,25673737.61,33963983.09,2401228.1,127427222.09,-42222988.99,-40468196.99,2019-04-30
13,002207,准油股份,62618437.74,398.138759276207,20806886.76,-46.7771077985,30726280.56,10396.01,8116448.89,997106.73,48737732.56,62879638.59,62833144.23,2019-04-25
14,002200,*ST交投,-17095743.19,-1805.42787809144,109491106.23,0.1191042834,80955051.71,9634563.4,17716243.66,17836281.01,124280689.94,-14758630.9,-14686994.74,2019-04-25
15,002775,文科股份,10722991.69,44.207600368016,288988074.83,60.6023285048,241803694.66,,31823678.56,3766538.85,276602365.95,12385708.88,12419398.94,2019-04-23
16,300301,ST长方,2133169.37,-85.356098582051,394352792.48,28.3088465913,314066271.83,7827679.72,43468455.66,8106815.79,390506181.23,6570027.65,13360336.64,2019-04-08
17,600316,洪都航空,-28771634.02,-8.442223894613,421318848.4,-25.0525597867,397186675.87,4379843.88,37613964.39,10699403.7,451054018.1,-29113396.09,-28705075.6,2019-03-21
18,601609,金田股份,80200693.53,,10176569100.57,,9876708321.77,47757900.1,144921757.62,23634591.11,10119107867.23,109773051.78,109158855.73,2019-03-15
19,300152,ST新动力,26291171.21,265.395383241931,204850121.33,64.2753480987,151839904.85,9437414.77,25486712.84,1868724.15,195862863.3,8987258.03,38876153.39,2018-11-12
20,000923,河钢资源,173469936.22,-476.138101669386,1289612239.32,1.0477411455,384717279.57,379496063.37,78484983.11,55380195.14,906957797.59,383647683.73,384233061.63,2018-11-08
21,000048,京基智农,-18481014.45,-346.532607494913,304054735.62,-4.6871329181,263237447.42,17351102.35,40513817.44,488289.03,322364580.17,-18471353.13,-24079845.71,2018-10-31
22,600172,黄河旋风,30090364.03,-70.161686224847,505119998.2,-4.7732093776,320794912.73,16125683.21,60257693.19,42425343.46,468223193.31,38288084.83,40295268.07,2018-09-26
23,300063,天龙集团,29570486.29,4.722620818971,1352323126.43,33.5971498135,1227115943.31,33200165.86,44961432.07,6883694.31,1319534716.1,32799683.52,34181558.63,2018-09-01
24,601825,沪农商行,1659224565.76,-20.42156374827,3704586101.1,-1.9480376384,,,1161902742.84,,1773260790.09,1931325311.01,1946709808.86,2018-08-31
25,600610,中毅达,638367.42,109.967197440773,112936995.34,2492.7198905523,95163707.77,1050.0,9615789.47,918615.64,106224539.69,6154078.12,6150682.32,2018-08-30
26,002122,ST汇洲,16600743.21,39.501348267648,604797136.55,16.3724888026,482491829.95,20271672.45,63901312.22,5217530.09,592997023.92,11800112.63,35615594.9,2018-08-29
27,000803,山高环能,-13643635.93,-76.647843609911,9703978.68,-59.5756563004,9797619.83,942182.24,4594874.55,7689195.73,23260316.25,-13556139.55,-13643635.93,2018-08-29
