序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,002160,常铝股份,163045734.08,231.5334497645,-228268548.77,-140.0027728772,-71724099.14,-43.9901721715,450035085.86,276.0177004319,2025-08-30
2,301372,科净源,-17352219.27,,-44134732.75,-254.3463292116,-9937773.38,-57.270907112,36720286.86,211.6172363237,2025-08-09
3,688246,嘉和美康,-553569140.54,-336.8960034457,-288844282.25,-52.1785376201,-107819577.63,-19.4771654946,-156908225.29,-28.3448288206,2025-05-01
4,603959,百利科技,14434798.3,124.9718877273,175232280.22,1213.9572481591,-78232902.42,-541.9743372514,-82564582.06,-571.9829286427,2025-05-01
5,600525,ST长园,-279614985.78,-230.2581419088,-99240112.94,-35.4917003691,744002740.91,266.0811396909,-936656452.16,-334.9807770664,2025-05-01
6,688053,ST思科瑞,1153094582.8,62711.6819091163,15099970.1,1.3095170444,-84868270.86,-7.3600441912,1222862883.56,106.0505271467,2025-04-26
7,300730,科创信息,-132216793.83,-42.8976420614,-166774095.04,-126.1368470744,7020131.53,5.3095611583,27537169.68,20.827285916,2025-04-25
8,600684,珠江股份,-433024184.46,-251.6444817383,-304793636.71,-70.387208763,-20691100.16,-4.7782781892,-107539447.59,-24.8345130478,2025-04-02
9,002512,ST达华,-29902760.38,82.8635041644,240425083.63,804.0230419356,-213488369.79,-713.9420143058,-57246706.03,-191.4428812007,2025-01-27
10,000833,粤桂股份,495610128.42,704.2751223069,717493024.18,144.7696451377,-132499904.21,-26.7347046826,-89664940.39,-18.091829696,2025-01-25
11,002178,延华智能,-125296720.18,-126.2980099323,-79315647.88,-63.3022538547,-33888248.48,-27.0463970895,-12092823.82,-9.6513490558,2025-01-18
12,600576,祥源文旅,-95493690.72,-339.4992902492,-52604029.09,-55.0863922981,27424417.67,28.7185650311,-70314079.3,-73.6321727329,2025-01-03
13,600080,金花股份,54692271.85,121.9647240185,-9297386.75,-16.9994524555,64166189.36,117.3222233956,-176530.76,-0.3227709401,2024-12-26
14,002857,三晖电气,-98214541.57,-908.1717132729,-20765136.43,-21.1426292869,-79461703.02,-80.9062504898,2012297.88,2.0488797767,2024-12-25
15,688687,凯因科技,-572651999.32,-206.5970029299,99030532.23,17.2933181666,-615586129.26,-107.4974207706,-59990461.86,-10.4759019319,2024-12-20
16,000506,招金黄金,-2223489.67,96.6959105496,-94572481.28,-4253.3357611686,336378459.8,15128.4021841217,-244122254.19,-10979.239412882,2024-11-27
17,600590,泰豪科技,-62099307.02,-25.293553148,11879110.24,19.1292154616,41033280.78,66.0768738801,-117727898.93,-189.5800526278,2024-11-09
