序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,600127,金健米业,-64012927.05,-260.6399803177,48290448.64,75.4385885249,188101821.48,293.8497427763,-300498921.14,-469.4347454308,2026-03-04
2,002586,ST围海,-443125066.8,-189.2401157754,-72923536.12,-16.4566488298,878746064.79,198.3065573645,-1246285472.43,-281.2491474314,2025-11-29
3,300343,ST联创,126369396.44,154.2720679021,113309083.24,89.6649714504,-100662586.39,-79.6574085386,113221500.39,89.5956644406,2025-11-28
4,300237,ST美晨,99834184.38,134.5415753064,62751926.04,62.8561513571,-76636043.68,-76.7633292704,113889184.25,114.0783439633,2025-10-31
5,000711,ST京蓝,-195238683.98,68.7107639107,-88641195.85,-45.4014512099,-131707822.4,-67.4599007303,25110334.27,12.8613519402,2025-09-05
6,600360,*ST华微,544024370.75,157.8821611734,160928274.45,29.5810781837,-643564297.59,-118.2969609804,1025912523.75,188.5784128266,2025-04-30
7,002528,ST英飞拓,179429575.88,-4.6068443319,-830369320.86,-462.7828588389,495711417.72,276.2707403664,508789536.72,283.5594601529,2025-04-30
8,002602,世纪华通,-2553977414.09,-179.5199990512,2178304328.54,85.2906653177,-2964420885.54,-116.0707557234,-1791678691.13,-70.1524876941,2025-04-29
9,600293,三峡新材,29568262.13,110.4351480783,349970065.1,1183.6003873387,-52565791.37,-177.7777508157,-270249615.01,-913.9854544776,2025-04-25
10,603869,ST智知,-358059497.51,-113.0241522859,-108611587.44,-30.3333910133,-287703158.25,-80.3506568743,38255248.18,10.6840478876,2025-04-04
11,300437,清水源,176189984.08,6751.2258883508,111962337.32,63.5463689407,-475838149.53,-270.0710554091,539990233.01,306.4817990816,2025-02-28
12,000833,粤桂股份,-87870754.82,-122.5670039038,109520182.17,124.6378074188,-122728969.06,-139.6698700397,-74944856.59,-85.2898745931,2025-01-25
13,002097,山河智能,144523077.39,34.5387496682,737419083.89,510.2431370874,-283969510.5,-196.4873123575,-310182503.29,-214.6248951321,2024-10-31
14,002808,*ST恒久,28824150.96,171.6241470764,53380736.06,185.1944785263,-69213834.15,-240.1244506596,40355218.58,140.0048821421,2024-09-03
15,002055,ST得润,236074198.39,133.8758757839,322489488.12,136.6051395364,-395310450.75,-167.4517814509,306402490.79,129.7907576854,2024-08-31
