序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002726,龙大美食,24360726.51,-88.25,6815217068.63,-35.7092929507,6514347623.4,88977101.02,127126210.54,37919963.96,6781202593.11,92537002.09,95854314.54,2026-01-31
2,688270,臻镭科技,47179666.45,23.18,100864214.97,20.4508105808,7218481.26,4693682.19,12430612.01,-5365121.14,49385900.84,45179665.96,47179666.45,2025-12-25
3,000505,京粮控股,72908330.15,-17.46,5512781270.32,3.4633236818,5274364092.66,69188009.32,87740667.69,12569287.08,5465754564.15,115536925.7,115653813.61,2025-10-18
4,603887,城地香江,10933156.76,-89.57,982718132.82,-21.3590699678,739534259.1,38469222.09,90488031.76,62782023.94,984487782.74,30196929.2,30419829.04,2025-06-30
5,688246,嘉和美康,-25814136.97,4.908723211667,251918066.48,19.9370032226,128289425.25,50521507.94,42233302.13,-6113869.17,312516750.37,-55056953.66,-55928040.54,2025-05-01
6,603959,百利科技,61892718.6,68.4,946429744.5,174.212953817,791780181.13,12219816.01,48005440.83,16725631.26,901766871.47,70219355.94,71937825.55,2025-05-01
7,300959,线上线下,28353514.4,-28.16,728381590.58,13.6421617969,668366282.41,15148533.92,9617320.55,-4673419.39,698914783.72,31572353.03,31572342.22,2025-04-29
8,300152,ST新动力,15097075.93,165.49,103046895.66,20.5877317115,73159656.71,6914051.88,22791702.25,1157519.39,108881600.41,17113000.98,16795999.71,2025-04-29
9,688053,ST思科瑞,55071224.11,6.54,125925157.51,14.398543468,33811004.53,5981051.0,9808746.4,947158.63,62480536.94,63199969.91,63693160.89,2025-04-26
10,300730,科创信息,-13304550.6,-4.41,138534914.52,20.8896316336,97292109.86,20409223.07,18110610.19,569621.68,160321458.1,-14271127.18,-13834752.94,2025-04-25
11,600684,珠江股份,-752399828.71,-328.2,806695510.84,-88.5806875035,602790310.18,42544964.97,147499476.03,174375493.31,1022624690.51,-874068509.87,-873183851.05,2025-04-02
12,002512,ST达华,-84948134.04,49.31,804836934.71,-45.3386850146,727127178.01,21649902.7,74566453.47,54077810.56,925364576.5,-104474128.78,-101900271.19,2025-01-27
13,000833,粤桂股份,258592831.99,278.32,1502019855.35,37.0242539766,1093117556.9,7881401.83,77933136.29,22070584.1,1249918716.53,274930654.79,277347927.7,2025-01-25
14,002178,延华智能,-67595899.3,-813.43,217415010.72,-39.3182328988,170269715.65,7843439.48,32604522.97,3174315.88,231660189.83,-67949032.42,-67812840.28,2025-01-18
15,600576,祥源文旅,-751950.84,-40.52,155278019.64,10.298555417,100414531.85,6704781.17,29295413.58,-183552.83,139744150.29,-1137798.98,-785977.48,2025-01-03
16,600080,金花股份,21470819.38,27.3,258719332.77,6.791788397,60505110.86,148322406.91,31581916.2,-2816149.28,246177436.86,25103926.43,24453811.77,2024-12-26
17,688687,凯因科技,37236855.77,5.01,492886396.79,8.7735593637,63522393.52,300211924.57,66446749.56,-12532546.32,472969264.09,44104474.83,42208259.52,2024-12-20
18,600590,泰豪科技,252295719.86,-41.22,1853692074.69,-14.694851341,1461240199.13,80556183.38,74543548.09,106759219.28,1796427263.3,310931656.22,314715714.18,2024-11-09
19,002097,山河智能,34077491.6,-93.59,3710141080.27,-46.1257548137,2929928995.88,260190085.27,260728829.2,56981062.63,3658417606.95,13754470.49,2149152.98,2024-10-31
20,300149,睿智医药,956584663.07,18518.34,686896517.51,-18.7482610959,449951104.59,36618617.04,145667327.24,19362869.45,713296655.56,1324001758.73,1323761733.94,2024-10-18
21,688152,麒麟信安,17767047.5,313.75,94023259.3,38.1743904896,21285120.51,26345367.66,11511796.37,985765.49,91100170.02,17948584.77,17941561.86,2024-10-09
22,002628,成都路桥,-34235219.23,-157.99,588921256.44,-33.3011839565,581595830.09,,38825469.69,78170706.72,704029008.61,-6336361.84,-23959077.64,2024-09-30
23,603839,安正时尚,19325708.47,-75.92,1046548407.11,-31.9969762907,531871720.16,341295370.94,105830662.49,-11021576.67,1009693356.13,18630933.76,15146931.54,2024-09-21
24,002569,*ST步森,-33119267.37,-189.78,79764056.96,-39.5175336608,51198290.54,18202469.34,27316985.41,265986.27,97101559.08,-29298099.56,-30928012.95,2024-09-07
25,603988,中电电机,35140986.35,-28.81,390163548.32,11.7038752919,289322327.37,30489810.2,26881015.02,2020303.67,361527751.17,33919926.99,33872429.4,2024-09-04
26,300335,迪森股份,2396750.82,-75.73,467240042.34,-22.7855071448,357201866.24,24510497.04,34056850.24,20346628.71,458581302.56,25243222.19,30768914.94,2024-08-28
27,001228,永泰运,138324796.71,125.49,1654949781.3,107.4058801493,1390589653.51,33343709.04,44869156.54,-13819261.63,1458655886.11,195185738.07,195167770.57,2024-08-28
28,688560,明冠新材,94204170.71,70.4,916083802.34,48.460939724,719131219.05,14272370.45,23262911.96,-1913204.01,794474312.52,121481498.64,116783801.9,2024-08-27
29,002565,顺灏股份,-646559.57,-112.44,655484190.95,-18.8774816077,520812558.29,23722825.43,82824584.87,1927680.62,663349791.51,8864016.81,9753375.8,2024-08-17
30,301152,天力锂能,113396803.98,68.96,1438028670.53,102.9689798084,1220229830.08,2484924.67,17343190.36,12523304.23,1289966784.77,125313913.0,127277961.36,2024-08-10
31,000421,南京公用,-14343456.61,-172.38,2563400394.41,45.9734916157,2235611732.68,206359228.76,121347799.88,43471394.63,2622796107.01,-2636582.6,-529709.17,2024-08-10
32,603567,珍宝岛,239157142.86,-13.43,2481255636.98,52.1839716528,1696714230.3,249721479.34,155336016.02,65403026.11,2214049656.8,319342666.45,319619498.33,2024-08-08
