序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,300343,ST联创,275930132.27,1505270982.34,42308989.15,5055627816.64,104.0823231072,653223370.76,5197624.23,1030108830.89,32.3610213664,20.3754878375,4025518985.75,2025-11-28
2,600169,ST太重,2680236320.36,7189078973.17,7199041140.04,28981683010.32,3.2104713668,7709268325.43,1394201941.67,25040516532.26,9.7840339639,86.401181475,3941166478.06,2025-11-01
3,300237,ST美晨,607381051.36,675200969.22,1495009219.85,5270045790.28,25.6509052181,1352834894.62,5744573.65,3077318265.41,42.4098236499,58.3926286008,2192727524.87,2025-10-31
4,603559,ST通脉,172621672.56,291070869.43,127719452.45,787397690.38,46.1169495862,136054585.72,84586796.24,271928102.91,12.4018884046,34.5350394384,515469587.47,2025-04-29
5,000752,ST西发,824188988.06,,22180931.85,1401078354.1,-1.59832753,16362862.75,1554800.0,134996536.08,-26.774793578,9.6351881881,1266081818.02,2025-04-25
6,300437,清水源,332141934.09,100917579.14,177258297.39,1486302360.8,209.2304304215,102545627.87,4774645.39,313302369.3,446.2942119182,21.0793158622,1172999991.5,2025-02-28
7,300376,易事特,2267214091.67,2992087668.38,455704766.65,9168373617.88,106.627357373,685750298.97,177080606.21,5456047911.22,76.901665845,59.5094412446,3712325706.66,2024-08-30
8,300528,幸福蓝海,984466966.79,331087164.84,157707511.27,2376099838.68,30.7874229542,162175400.34,135410595.11,510466154.13,-0.5115106852,21.4833630229,1865633684.55,2024-08-28
9,002581,ST未名,769099292.51,418744288.86,63888945.83,2687542015.32,11.2496896305,34468055.54,2251569.14,160160137.36,-41.1004663592,5.9593538053,2527381877.96,2024-08-02
10,600594,益佰制药,1025332525.85,352492564.87,280289075.44,6588915234.61,17.9207530948,204384239.01,202051298.45,2396173623.44,19.6869036087,36.3667392601,4192741611.17,2024-05-18
11,601118,海南橡胶,2187608613.83,322186104.95,1564344056.76,13483784643.69,6.2254490416,204684416.17,137150317.06,5530905501.37,15.5061976139,41.0189397675,7952879142.32,2024-04-30
12,600624,ST复华,383599205.96,85857485.35,775683796.12,2304988202.48,25.466109019,330621594.23,6318690.45,1218640689.54,56.1283038811,52.869714831,1086347512.94,2024-04-30
13,600287,苏豪时尚,680611795.65,294169338.21,347836306.5,4413292245.65,35.2216719833,327742502.47,450424171.08,2121560685.43,17.5307208579,48.0720642854,2291731560.22,2024-04-30
14,300091,*ST金灵,214140355.19,713913615.62,453448746.23,2531782247.52,19.2753127676,372338120.14,47210584.37,1659456961.4,29.9467978012,65.5450113463,872325286.12,2024-02-08
15,600338,西藏珠峰,398358435.75,125075406.27,143303231.42,1947297460.31,61.2897381636,161372373.39,6465600.79,648524115.25,20.7773482811,33.3038032693,1298773345.06,2024-02-02
16,600771,广誉远,968463899.81,396979854.73,107856166.62,2083437232.89,95.3644124638,69539441.85,45212738.27,449615064.2,36.5341688334,21.5804468261,1633822168.69,2024-01-30
17,300266,兴源环境,882485283.75,991362843.91,1696587319.41,5938183586.09,215.3574343264,1404957846.68,101908976.17,2973239969.89,323.0769951774,50.0698559885,2964943616.2,2024-01-13
18,002104,恒宝股份,736131721.29,190842730.42,278887847.28,2114073367.25,5.8989410076,191789121.03,34126865.72,393154973.86,4.8701930074,18.5970354648,1720918393.39,2023-12-30
19,600853,龙建股份,1070215042.83,1974095650.6,3366424985.07,9460609268.55,18.3379197062,3243536001.6,863568751.53,8625472532.2,21.2603234707,91.1724846398,835136736.35,2023-12-13
20,000908,*ST景峰,1201920383.03,763985435.25,236242556.41,5134007549.14,49.1296311407,111041559.67,32649319.83,2521633725.91,110.0362883509,49.1162839512,2612373823.23,2023-12-01
21,002564,天沃科技,1592444463.29,3689133424.97,5198580037.17,17004835549.85,135.7376183768,4274397790.29,679623345.46,14224209186.92,237.6459658811,83.6480255585,2780626362.93,2023-11-09
22,300159,*ST新研,924565999.99,621751878.26,319527696.22,4012442882.5,-43.827130462,351629518.83,16829154.03,2236016343.97,19.4597533401,55.7270572928,1776426538.53,2023-07-14
23,300657,弘信电子,147629324.18,450354267.83,124646063.78,1526470848.03,22.3147220438,342587402.32,90000.0,1034011662.91,30.6340007383,67.7387101263,492459185.12,2023-07-08
24,600748,上实发展,10038198469.32,109221995.07,16543657794.07,34819963586.19,27.5997388382,1595681967.92,6316864506.68,24749630825.55,13.7095899245,71.0788532684,10070332760.64,2023-05-13
25,002197,证通电子,1407723705.59,795863173.01,303060612.04,4749085664.74,61.4074367197,641398423.26,28610329.11,1975926666.92,16.3613702219,41.6064650421,2773158997.82,2023-04-29
26,002491,通鼎互联,1050330701.71,1525055130.94,940580051.35,6740484460.72,14.6431081325,410792641.32,63603689.31,3728572597.11,31.9467957699,55.3160921717,3011911863.61,2023-04-28
27,300008,天海防务,549435733.55,312424224.59,1044789734.98,4557747575.61,123.2541839854,604231310.15,73441757.36,1285794111.95,18.1956704229,28.2111742833,3271953463.66,2023-04-22
28,002218,拓日新能,277784310.64,593465993.0,518088233.57,4803884016.75,13.073229213,227272352.01,25202802.16,2100054154.61,27.9695860354,43.715754737,2703829862.14,2023-04-22
29,603042,华脉科技,219925013.74,496333207.39,250030248.28,1259397805.16,11.038601308,582950612.07,11585632.21,799676019.11,5.4383989173,63.496697853,459721786.05,2023-04-20
30,002176,江特电机,868451978.25,699703815.87,668042306.02,7744611729.68,14.1578148993,1179175141.92,99276868.17,3930738375.02,3.3941575247,50.7544924422,3813873354.66,2023-01-20
31,002842,翔鹭钨业,208242950.25,94258723.41,191948189.27,736102179.4,8.2088037625,30218659.65,6544376.73,270275608.93,2.2759490729,36.7171320088,465826570.47,2022-12-03
32,002412,汉森制药,120427468.74,160672664.66,79251475.9,1674388729.53,21.304705566,36370365.11,6474691.26,415882005.2,227.9025009956,24.8378406917,1258506724.33,2022-11-19
33,002396,星网锐捷,2001011862.33,1001867786.7,1034957435.01,5749733120.05,7.5946918201,825458942.79,62318612.01,2049124253.06,4.0467905625,35.6385976579,3700608866.99,2022-09-24
34,000820,*ST节能,269532180.92,624699812.49,20896565.07,1195579027.63,47.498882732,278866096.72,77627570.21,579347731.15,25.4101856968,48.4575019937,616231296.48,2022-08-30
35,300182,捷成股份,1437071391.01,1628477021.02,505697981.4,12671934124.46,110.4626721734,425336238.5,104680963.62,3659831493.44,116.9565551414,28.8813961428,9012102631.02,2022-03-01
36,000821,ST京机,516522643.36,404106557.36,358757845.72,2946780551.66,6.0608840079,275356634.31,68900357.26,1083441752.6,8.1241757068,36.7669642719,1863338799.06,2022-01-29
37,300001,特锐德,1800354019.39,4059108177.2,794185246.85,11735495702.11,83.3034785592,2157562249.69,549728637.21,8808514140.86,136.3543044148,75.0587309173,2926981561.25,2021-12-17
38,600712,南宁百货,414026425.55,3346009.43,129354015.49,2242623263.48,1.1717765371,303508086.31,105291116.35,1180771043.89,6.2029768135,52.6513330669,1061852219.59,2021-12-04
39,000839,国安股份,1848936120.62,885072126.37,1321339749.48,14829752816.16,34.6966478809,800385671.33,120069906.34,8087495291.68,97.6536161092,54.5356041462,6742257524.48,2021-08-31
