序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,000833,粤桂股份,-248160648.41,-760.1893207761,-158498964.91,-63.8694998282,29465600.98,11.8735992869,-119231233.83,-48.0459873852,2025-01-25
2,002569,*ST步森,-43262569.69,53.7304877994,-40487152.45,-93.584714778,-2775417.24,-6.415285222,,,2024-09-07
3,300335,迪森股份,-13586562.06,93.1639367458,123647172.16,910.0696085879,-192909057.72,-1419.8518865044,55813483.28,410.7991634199,2024-08-28
4,300277,海联讯,12611164.67,171.7226517394,19606718.13,155.4711134384,12560797.64,99.6006155552,-19556351.1,-155.0717289936,2024-08-02
5,603880,南卫股份,-50453308.68,18.2692126296,-12204399.52,-24.1894928981,-1566290.44,-3.1044355286,-36861174.13,-73.0599738538,2023-08-31
6,600302,标准股份,-115134553.57,-39.5301001119,-96398008.13,-83.7263924174,-19563200.63,-16.9915981114,1077547.66,0.9359029297,2023-07-27
7,600310,广西能源,-347530709.83,-956.6214725032,5023237.95,1.4454083648,-190510612.11,-54.8183532336,-164251319.35,-47.2623899713,2023-01-31
8,002842,翔鹭钨业,-55404455.01,55.6175613983,-72174181.09,-130.2678296844,-118465270.27,-213.8190335933,135234996.35,244.0868632777,2022-12-03
9,002396,星网锐捷,-897553173.52,-6.6765124355,-737612839.74,-82.180405741,35565029.7,3.962442644,-193966878.0,-21.6106280633,2022-09-24
10,300716,ST泉为,40211493.47,-4.3636217628,11431993.33,28.4296661066,-42654913.03,-106.0764208169,71613365.25,178.0917819017,2022-08-29
11,002036,联创电子,-440211548.88,-333.769745503,81054421.81,18.4126068515,-209490411.08,-47.5885768134,-305497077.88,-69.3977880992,2022-07-18
12,002255,海陆重工,-323848289.52,-463.0055361875,-334946954.63,-103.4271186445,63101050.15,19.484756348,-51778970.86,-15.9886504069,2022-05-31
13,002586,ST围海,-630197656.07,-211.7197014715,-216433405.9,-34.343733877,-16638391.44,-2.6401861828,-396969847.39,-62.9913240023,2022-04-30
14,300061,旗天科技,168386535.54,173.1463644453,65226364.68,38.7360928062,97451997.3,57.873984394,5681523.22,3.3740959167,2022-04-27
15,002832,比音勒芬,-133457440.08,-1015.933854032,90630144.99,67.9093986335,-236895799.01,-177.5066259835,12808213.94,9.59722735,2022-03-10
16,300424,航新科技,-95781307.94,-381.7134926517,-30165828.96,-31.4944842671,-88333132.2,-92.2237690211,25689404.1,26.8208950708,2022-03-01
17,600872,中炬高新,595905575.82,293.01203313,673957520.05,113.0980389171,-163441618.85,-27.4274357351,85386547.84,14.3288721074,2021-12-04
18,002436,兴森科技,226013755.53,580.4389627819,305847862.87,135.3226763357,-107984904.64,-47.7780232388,24536747.95,10.8563073484,2021-11-04
19,605108,同庆楼,34139058.01,,121149094.13,354.8694697274,-86984745.7,-254.7953891244,-25290.42,-0.0740806029,2021-10-30
20,603517,ST绝味,467532237.53,320.6829721579,684485724.81,146.4039631633,-996929492.63,-213.2322463787,779782114.68,166.7868121351,2021-09-27
21,300904,威力传动,258116.27,183.680251104,2208872.04,855.7662947787,-760557.75,-294.6570357614,-1190198.02,-461.1092590173,2021-08-30
22,600979,广安爱众,-105209559.02,73.086508797,144389427.06,137.2398367648,-215945548.5,-205.2527835983,-33653437.58,-31.9870531665,2021-08-28
23,300010,豆神教育,-25881444.09,77.4675938544,-45332873.65,-175.1558896496,-592738796.05,-2290.2075865196,612214360.96,2365.4567296596,2021-08-28
24,600398,海澜之家,-718737310.53,62.9290254302,498559956.07,69.3660881056,78323206.89,10.8973342197,-1301049186.73,-181.0187348936,2021-08-27
25,300213,佳讯飞鸿,-149802917.58,-18.0863133839,-140534646.24,-93.813023478,-37765782.81,-25.2103119352,30142668.94,20.1215499851,2021-08-21
26,300175,ST朗源,58536068.54,209.1633497226,29545609.62,50.4741954096,83937278.18,143.3941162664,-55379868.93,-94.608111394,2021-08-14
27,605069,正和生态,,,-193153100.0,,,,,,2021-08-04
28,300703,创源股份,-44308007.72,-507.3750651107,26994428.72,60.9244922286,-51824664.79,-116.9645566497,-20378674.64,-45.9932091029,2021-07-29
29,600996,贵广网络,667740470.93,261.7508568101,21219640.37,3.1778275084,-1439359739.71,-215.556762301,2085880570.27,312.3789347926,2021-07-05
30,300376,易事特,-115638905.09,-38.9209080594,-852730643.11,-737.408091547,-461287790.11,-398.9036300119,1198493024.52,1036.4098687957,2021-06-26
31,002217,合力泰,-294737613.53,66.4145780298,11401651.8,3.8684074501,-303066085.77,-102.825724257,2149183.3,0.7291852826,2021-06-25
32,603863,松炀资源,443248660.63,604.4247524286,3383397.24,0.7633180967,-11343375.67,-2.55914494,451208639.06,101.7958268433,2021-06-22
33,300157,新锦动力,160022737.36,145.9700926599,-219271870.66,-137.0254466818,-123853277.76,-77.3972997858,503061557.95,314.3687992402,2021-06-17
34,300201,海伦哲,-52787467.67,-43.8582270615,24682587.21,46.7584225944,-74318601.25,-140.7883433898,-3075637.17,-5.826453334,2021-06-15
35,600191,华资实业,6643900.27,301.7949759422,5211174.49,78.4354713079,4817545.63,72.5108059155,-3384813.56,-50.9461825501,2021-06-12
36,688283,坤恒顺维,-13483181.49,10.451837964,-18361931.88,-136.1839703309,-944452.11,-7.00466808,5823202.5,43.1886384109,2021-05-27
37,301172,君逸数码,-16232837.44,66.077432866,-16451210.13,-101.3452527373,218372.69,1.3452527373,,,2021-05-27
38,000935,四川双马,503808294.39,26.9390094617,348445540.88,69.1623271709,336148692.18,66.7215478433,-180785938.67,-35.8838750142,2021-05-15
39,300370,安控科技,-104398263.93,11.0988452264,155443147.66,148.894379857,22291675.09,21.3525342768,-282119542.4,-270.2339404697,2021-05-14
40,300348,长亮科技,21966988.38,96.2194469291,-194562067.28,-885.7020539836,-22097581.09,-100.5944952842,238145493.81,1084.1062492973,2021-05-11
41,603559,ST通脉,-48653494.8,-209.246410373,-12102307.24,-24.8744870019,-115430881.5,-237.2509559169,78879693.94,162.1254429189,2021-05-07
42,603922,金鸿顺,-8162263.38,89.5971154403,74286957.45,910.1269340564,42554410.5,521.3555176898,-126579965.38,-1550.794914192,2021-04-30
43,600463,空港股份,-129301318.12,-10.9839205126,-64440695.63,-49.8376169454,-5920700.17,-4.5789944419,-58939922.32,-45.5833886127,2021-04-30
44,002889,东方嘉盛,270282142.31,89.0759776973,346103535.41,128.0526831895,459883083.61,170.1492668659,-535922153.54,-198.2824869448,2021-04-30
45,002575,群兴玩具,82755245.27,5.5803508239,1886319.84,2.2793961082,111801505.81,135.0989963781,-30932948.42,-37.3788372194,2021-04-30
46,600354,敦煌种业,-188769264.94,60.2401184251,-35287554.96,-18.6934853887,-32577015.7,-17.2575846552,-120904694.28,-64.0489299561,2021-04-29
47,300459,汤姆猫,-8920051.78,85.2661442756,549016628.25,6154.8592069944,-134330772.32,-1505.941620442,-421194651.24,-4721.8857202643,2021-04-29
48,300339,润和软件,-552789202.45,-1718.4436031413,-234872390.08,-42.4885994587,-436124644.6,-78.8952900431,117462151.58,21.2489952878,2021-04-29
49,002310,东方新能,-307372626.34,74.7764254271,-800512748.4,-260.4372282373,263896613.51,85.8556003026,229234502.9,74.5786980544,2021-04-29
50,000688,国城矿业,30198249.27,-68.2449406213,207633798.67,687.5689938631,64341383.85,213.0632914336,-241777150.22,-800.6330037821,2021-04-29
51,002303,美盈森,363027861.3,136.3693807287,263296984.5,72.5280378088,339606107.37,93.5482213828,-237962523.65,-65.5493831239,2021-04-28
52,000893,亚钾国际,132310735.61,475.2736004317,2906228.86,2.1965178008,129448907.82,97.8370403756,,,2021-04-28
53,600608,*ST沪科,11802920.78,117.350234022,11809819.78,100.0584516335,-6899.0,-0.0584516335,,,2021-04-27
54,688292,浩瀚深度,-24560151.07,14.5821979164,3140697.3,12.7877767977,-7110208.43,-28.9501819827,-20590639.94,-83.8375948149,2021-04-26
55,000572,海马汽车,498772754.2,148.3397632731,612224222.9,122.7461239101,-263828322.64,-52.8954960788,150307327.96,30.1354327586,2021-04-23
56,002247,聚力文化,-33718023.27,92.62892656,72081058.97,213.7760520325,-60389328.38,-179.1010341752,-46388685.55,-137.5783069444,2021-04-22
57,603995,甬金股份,44092442.31,18.6586052073,141995610.19,322.0407007434,-126923577.61,-287.857897999,28977949.9,65.7208999589,2021-04-15
