序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002726,龙大美食,213698247.96,50.08,6148397979.46,3.9577748032,5759901538.75,57083570.66,71032379.0,20279073.08,5913237129.37,229877492.63,230468519.08,2026-01-31
2,300128,锦富技术,-14118449.06,25.53,211456640.32,-13.7308358907,174871882.07,10052120.28,26407528.7,8189748.72,232736283.27,-20216930.21,-18794033.85,2025-07-03
3,300137,先河环保,20682869.23,6.33,191079358.51,10.9585708109,98488757.14,26330708.73,33677999.91,-2646057.89,165483218.04,24605138.9,24237575.93,2025-02-12
4,002512,ST达华,-96687531.96,-1299.11,752266805.74,89.9667872103,703464773.29,14991617.99,47461042.29,29857461.87,822776683.79,-105752441.96,-103125562.22,2025-01-27
5,600576,祥源文旅,5572719.44,-8.62,39090952.07,-31.8000727717,6825555.94,2267208.76,13032424.55,-1527841.92,22162699.83,5696896.31,5612226.99,2025-01-03
6,002569,*ST步森,-17299030.19,-110.93,54201774.19,-27.6597202681,42189929.07,11197541.4,19658239.99,24293.2,73171974.46,-13550758.18,-17463448.41,2024-09-07
7,300277,海联讯,2000733.95,-38.71,18069270.79,-21.8225758169,12186771.57,1363190.57,5928043.46,-84960.84,22421635.33,1578306.91,1477127.7,2024-08-02
8,300398,飞凯材料,68211204.3,30.22,562918701.67,52.8903206147,340629713.2,28657272.09,48984272.3,20381612.35,484861004.32,84038157.16,84061309.91,2024-05-14
9,300225,*ST金泰,22039568.7,5533.89,239616106.05,108.9561931757,185148696.27,10189495.04,17146449.56,-427068.4,218971309.89,23430031.7,23585799.68,2024-04-27
10,002799,环球印务,30036045.48,53.11,676970746.02,53.1003334129,584918546.37,16452402.69,9361677.4,4981978.96,641528136.7,42192555.84,42192555.84,2024-04-26
11,000903,ST云动,212484349.92,28.41,2663721936.06,36.292119698,2330876180.43,27562879.56,50439052.98,19889608.57,2493811675.58,231465043.39,231914954.95,2024-04-26
12,300816,艾可蓝,31078187.91,42.76,187737584.55,58.5236150081,133989629.7,11111552.82,6410919.19,818503.04,162731370.98,35418436.55,35567324.65,2024-04-24
13,688579,地纬智能,-7030375.12,49.356358268762,33648103.23,-13.6491987927,10674818.87,6248937.44,11300138.81,-502949.68,50779677.36,-8502813.46,-8463918.84,2024-04-13
14,600353,旭光电子,10081536.02,326.74,152639651.2,-16.7436531731,122209325.15,2625013.85,12136340.92,1166291.63,143530277.05,13099503.0,13087895.34,2024-04-13
15,301206,三元生物,69465064.33,74.381548759762,263493075.06,86.0654664434,169099260.87,887800.08,2292429.41,-1352671.76,183703681.92,79803528.33,79807262.93,2024-02-05
16,002570,贝因美,14537381.04,12.23,566858555.71,-20.5863764717,267337595.51,204919469.09,44066602.09,16120894.21,543555353.94,19381099.79,19922890.49,2024-01-31
17,688260,昀冢科技,8682558.5,-22.53,135369012.12,21.3701382797,99780135.67,5912761.52,7184920.36,3726854.18,128102787.69,7192265.95,7051542.11,2024-01-18
18,300008,天海防务,11736535.37,-7.78,180572044.65,113.0097383432,154686463.26,2160128.65,20937923.88,-3843245.97,183146185.99,11384049.51,12323483.25,2024-01-17
19,603718,海利生物,13337047.75,121.53,101070953.49,78.3233413402,45283882.89,23261840.86,11083340.21,3011154.47,88558563.7,13226278.86,13226810.36,2023-10-28
20,600530,交大昂立,16302514.71,-9.95,92854861.84,10.663198101,52168737.59,10596787.97,8743732.12,4296818.46,79791326.54,19415124.26,19416492.03,2023-08-31
21,300195,长荣股份,41054745.31,225.33,397626019.4,62.4033265825,242219100.77,22962931.08,41538241.21,23166252.83,354601945.79,46190008.62,47070977.58,2023-08-18
22,688619,罗普特,2083109.38,121.295535393167,44671575.22,73.7335391964,22517230.6,7406217.51,10473512.71,-1384907.1,47387937.41,442036.73,421643.49,2023-08-17
23,300839,博汇股份,7880779.96,-32.88,349917800.68,25.4136648582,318964611.39,776081.22,6136060.23,2812985.38,336615225.75,10061978.91,10063278.91,2023-08-15
24,300490,华自科技,3348951.31,123.11,266439409.73,118.9287578051,179134793.51,28653471.91,32050842.6,5152711.39,269562246.94,2631302.94,2796675.52,2023-08-04
