序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002396,星网锐捷,176123979.6,27.346432834153,3336253056.03,29.6465167738,1922644354.16,607647259.77,597814561.43,-8280865.99,3146864789.16,196617338.46,338549297.89,2022-09-24
2,002775,文科股份,101563918.08,49.129082278101,1013819444.85,35.5197318675,794331300.76,,74804402.31,11686704.49,891694003.89,122125440.96,122654324.66,2019-04-23
3,600172,黄河旋风,254928210.66,62.088999470301,1707853927.27,34.1503806215,1043724531.89,31725961.98,208655587.75,104712629.71,1423330380.92,292330467.51,299358106.75,2018-09-26
4,002323,雅博股份,105079149.8,148.162998687262,559861880.86,130.9085016509,363854077.44,18916261.04,46284406.21,3545070.71,438252609.31,121609271.55,129369641.85,2018-08-31
5,002795,永和智控,49775259.8,9.887529381625,342986300.05,-0.1214548877,236687637.42,12013159.21,36195378.26,-823964.47,286072004.0,57796785.55,59400881.03,2018-08-29
6,300163,先锋新材,45978893.17,209.628423216962,563212669.47,8.6824251527,291361965.87,164987111.37,52964314.61,2833470.72,520467572.28,42745097.19,54999290.11,2018-07-17
7,002175,东方智造,24365022.17,28.350174451776,377487384.82,63.5169062415,216394524.18,23204225.97,63318190.09,30972547.1,341986104.38,28656751.09,39097949.39,2018-07-07
8,002188,中天服务,27177827.73,297.397684628146,407648639.94,422.8317470571,219454722.53,57324343.07,76857568.13,-3424750.97,364817419.66,43136924.02,36422175.77,2018-07-04
9,600022,山东钢铁,25963274.89,103.151832318823,36157963060.01,8.5333838728,34246085247.6,227199088.55,1084119850.63,465602751.48,36104451574.59,81968846.55,77693099.68,2018-05-04
10,600651,飞乐音响,109994270.8,-43.837765969231,4984395536.67,64.2832580645,3744363324.51,531520943.92,476844656.84,112470429.93,4885120080.74,146102283.29,174503875.28,2018-05-02
11,600546,山煤国际,-498482998.18,-461.865221083224,37350513186.46,-3.3133919005,35825705514.88,190676985.41,713436692.76,697668897.01,37676591972.33,-325745405.87,-322164827.49,2018-04-28
12,001965,招商公路,2328154223.89,,3510576479.46,,1825861555.6,43759004.9,283994720.85,216417753.47,2432701700.8,3177544409.09,3255687354.79,2018-04-27
13,000767,晋控电力,-57579953.44,-99.938823968253,6085606415.1,-17.0301246357,5217365573.35,1261033.56,88972659.21,871360319.07,6226508570.3,7668247.26,54133239.98,2018-04-26
