序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002396,星网锐捷,439212999.82,1390210874.87,1707103826.68,5777480579.99,14.7504650435,874933920.66,95295730.31,2052015682.61,49.8153158759,35.5174829963,3725464897.38,2022-09-24
2,603042,华脉科技,125911025.06,857220946.32,124012001.65,1529072085.73,35.9763813962,445197406.49,12286312.49,644847487.68,1.1228843743,42.1724713765,884224598.05,2021-04-13
3,002323,雅博股份,9488754.75,945422045.0,899918536.36,2534565946.64,15.121188898,495885609.81,5076006.89,1693736536.97,23.4751888476,66.825506719,840829409.67,2020-12-12
4,301418,协昌科技,9718426.61,87922653.1,35902877.75,261569929.46,,29292694.03,1112768.7,57337087.59,,21.9203666524,204232841.87,2020-11-16
5,600671,天目药业,77038911.32,58929105.93,59564463.63,501103058.74,76.358183657,47571872.75,53028808.1,406444179.25,83.7966664652,81.1098978865,94658879.49,2020-06-12
6,688579,地纬智能,68398659.79,114922563.68,31862110.63,642131265.46,,33866396.97,81737949.22,127458579.56,,19.8493028476,514672685.9,2019-12-05
7,688108,赛诺医疗,,,,806102300.0,,,,104826400.0,,13.0041063026,,2019-07-22
8,603236,移远通信,,,,1292448600.0,,,,637149600.0,,49.2978676289,,2019-06-26
9,300270,中威电子,85591117.78,322001528.31,84664435.62,1143491433.53,26.8042832898,190250554.05,7239598.84,457603148.28,77.8119368444,40.0180652746,685888285.25,2019-06-25
10,600712,南宁百货,393522923.98,8513501.02,169182572.13,2234706628.85,10.0557442344,277840143.65,90281209.48,1171207193.7,20.8862012445,52.4098858696,1063499435.15,2019-06-14
11,300183,东软载波,1373738921.51,303162375.92,174288072.4,3070737039.71,8.584751641,107337862.95,24323938.52,324971614.33,29.4828285412,10.5828538923,2745765425.38,2019-05-30
12,300786,国林科技,48423907.57,135425693.73,156757739.69,529284597.46,,65180006.22,56479910.19,177559385.29,,33.5470531623,351725212.17,2019-05-06
13,605589,圣泉集团,1382966295.69,1182043350.75,896829732.95,7738459727.24,,348587255.44,61779437.25,3958254359.5,,51.15041622,3780205367.74,2019-04-30
14,002967,广电计量,224117889.36,286941574.13,10494980.28,1426159373.87,,35591192.38,17610216.86,688785844.07,,48.2965548374,737373529.8,2019-04-30
15,300234,开尔新材,62153218.82,233232487.07,184300903.86,1188942025.96,0.9769781836,76151520.18,62330995.28,188295923.89,11.7282662865,15.8372670642,1000646102.07,2019-04-26
16,002207,准油股份,87081286.2,108380749.59,8406238.13,672006322.54,-21.2148363298,80210786.49,2283227.76,336593073.64,-24.5043068403,50.087783753,335413248.9,2019-04-25
17,002200,*ST交投,336757272.75,463924919.73,1263718428.55,3201171287.35,-7.4552595207,455354962.96,6310192.78,2669081982.49,7.6323165628,83.3782932215,532089304.86,2019-04-25
18,002775,文科股份,275008677.77,487242151.91,1074940967.07,2963188438.58,24.1989353957,340665556.21,76985192.77,1448421847.75,26.4834415066,48.8805176509,1514766590.83,2019-04-23
19,300743,天地数码,26393455.87,69551732.87,72603594.82,336427893.73,,40180680.52,1965227.48,164370173.8,,48.8574749191,172057719.93,2019-04-09
20,300301,ST长方,496624324.17,520763053.39,443636574.31,3726615386.9,-0.5751210078,257099442.06,15452730.05,1254422688.31,-8.2411648294,33.6611793296,2472192698.59,2019-04-08
