序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,300094,国联水产,137970365.68,610432753.09,1080254313.75,2597491031.86,0.9119959497,195209906.45,34959640.6,866855086.23,-1.3482060535,33.3727845678,1730635945.63,2021-02-03
2,688168,安博通,46478175.53,14508740.5,3316411.21,82358718.14,,5236233.67,148152.22,13537415.09,,16.437136706,68821303.05,2018-03-19
3,000713,国投丰乐,229005597.59,93546556.95,558592026.95,1866091397.34,3.1074863932,99487377.76,175237353.37,489473877.59,9.9687994488,26.2298984009,1376617519.75,2017-10-21
4,002181,粤传媒,534706808.6,375206474.32,107482225.73,4331725076.83,-13.068846317,200509883.02,168426420.71,780162438.16,25.5747149233,18.010432895,3551562638.67,2017-08-23
5,603938,三孚股份,63174955.82,42197561.1,66603683.23,606150258.0,,42083869.29,14976170.02,68532890.48,,11.3062544436,537617367.52,2017-06-27
6,002715,登云股份,55852370.2,95429938.22,155706249.19,673007454.96,-0.0786380588,28522434.64,190154.22,231184394.22,17.7771354933,34.3509410655,441823060.74,2017-06-10
7,300056,中创环保,183448923.77,386407885.22,563556390.17,2797641732.02,205.5667676698,240992119.11,419260336.69,1378474768.23,210.5248740494,49.2727411252,1419166963.79,2017-06-08
8,600128,苏豪弘业,527454174.5,314301585.87,139587954.18,2746665058.67,-16.4826396923,138823989.57,301118819.0,1141650641.02,-32.2048615033,41.5649748562,1605014417.65,2017-04-28
9,002229,鸿博股份,286955856.54,228695470.07,168529484.76,1851953560.5,35.224881446,160560912.28,16996820.26,809371358.23,74.0216966067,43.7036530231,1042582202.27,2017-04-15
10,600764,中国海防,110623947.62,76059885.05,82472494.49,861168589.87,-39.3479575376,90458680.21,233194.0,241791462.0,-64.2865449583,28.0771343549,619377127.87,2017-04-10
11,002215,诺普信,471178307.01,316322274.71,544032763.1,3426129721.1,28.1899947501,368418344.75,339126992.66,1494624798.02,46.4995296295,43.6242909548,1931504923.08,2017-04-08
12,002490,山东墨龙,769555390.95,590099653.72,837668529.92,6379084643.25,2.2677294661,846930471.59,50648726.93,3909907274.15,11.4619802391,61.2926068991,2469177369.1,2017-03-31
13,000737,北方铜业,547732931.41,399710880.29,509281904.11,3102514117.37,2.6988442887,638101857.61,43815572.08,3017785878.54,10.4682996955,97.2690458246,84728238.83,2017-01-26
14,000995,皇台酒业,6103362.23,17320094.63,209867860.83,535306808.21,9.7956709578,53334493.95,11927671.99,415587649.76,11.4786162213,77.6354126991,119719158.45,2016-11-16
15,002437,誉衡药业,735937767.64,91512653.68,310211927.07,8149002066.68,15.814059026,96090389.15,152248066.57,4510438269.55,22.7191257037,55.3495781771,3638563797.13,2016-11-01
16,603350,安乃达,34625479.38,55338852.9,39308260.87,213717295.5,,42279350.77,7885686.67,116439627.68,,54.4830157089,97277667.82,2016-10-28
17,300726,宏达电子,120486148.2,250328098.69,114317520.41,753789194.67,,10955327.26,3929761.59,70428850.65,,9.3433085998,683360344.02,2016-10-14
18,300707,威唐工业,107629970.26,35606066.13,63325056.53,372377691.53,,45223317.83,39402758.76,143687677.31,,38.5865427973,228690014.22,2016-10-14
19,300705,九典制药,56643863.13,50511700.16,71714357.56,360523085.58,,22292789.78,8836943.86,72587010.16,,20.133803649,287936075.42,2016-10-14
20,603848,好太太,93796618.51,1944544.22,54669996.16,552504707.05,,33755548.76,30705340.52,78578251.16,,14.2221867357,473926455.89,2016-09-30
21,301266,宇邦新材,32735431.15,217053765.82,26763467.59,570483994.8,,42833216.53,47341.59,113143006.03,,19.8328098704,457340988.77,2016-09-30
22,002945,华林证券,6574870892.92,4792762.49,,18050408398.59,,38842982.58,,15126433709.97,,83.8010607624,2923974688.62,2016-09-30
23,002925,盈趣科技,230127396.65,188966525.66,111512743.83,693317093.5,,149176747.61,13225672.2,287408276.26,,41.4540877406,405908817.24,2016-09-30
24,601229,上海银行,131985338000.0,,,1528377572000.0,,,,1431889252000.0,,93.6868793571,96488320000.0,2016-09-26
25,300719,安达维尔,113179100.0,133828200.0,114320500.0,496592600.0,,51915200.0,12197200.0,191993100.0,,38.6620944412,304599400.0,2016-09-23
26,003025,思进智能,36927759.41,36278909.55,98425425.98,326822114.52,,58987622.21,14235014.9,114819258.3,,35.1320345836,212002856.22,2016-09-23
27,002915,中欣氟材,46512420.77,74563507.64,65329108.96,472561415.18,,31548266.07,957829.8,225964340.06,,47.8169255469,246597075.12,2016-09-23
28,002913,奥士康,106743800.0,327916000.0,110825400.0,1241446900.0,,283509700.0,1753600.0,582896400.0,,46.9529868736,658550400.0,2016-09-23
29,603160,汇顶科技,541569152.29,266335794.3,308458615.06,1600480377.09,,257500595.77,394804.68,456587031.45,,28.5281243048,1143893345.64,2016-09-20
30,000931,中关村,207538120.37,510042886.71,998204061.48,3035835432.41,23.0960018013,310155001.88,145960383.9,2171014596.28,22.4467829424,71.5129210596,864820836.13,2016-09-14
