序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002726,龙大美食,32310886.3,-84.96,11451986898.92,-26.2485565482,11006120906.34,134733943.49,193302550.64,55802650.45,11410899841.47,103801495.78,100584377.79,2026-01-31
2,301487,盟固利,86809460.97,5.672537227859,2560491633.42,32.8726047459,2347553240.78,8411732.58,38976098.53,35640665.8,2485703010.95,92105480.51,92049929.29,2026-01-21
3,688270,臻镭科技,68194842.95,72.85,145169628.24,45.040334427,13282713.94,7330248.92,18876509.88,-15461109.82,70180690.87,66204065.18,68194842.95,2025-12-25
4,002160,常铝股份,-82581480.39,-193.97,5044426512.99,11.5029903569,4613767016.47,98908900.74,117273391.27,92956920.16,5122570184.26,-80074296.05,-79795631.68,2025-08-30
5,301372,科净源,81296321.56,,372751842.35,,200936729.52,8410620.69,27686034.96,5084446.49,263431703.91,94372041.28,94300788.47,2025-08-09
6,603887,城地香江,2937205.59,-95.64,1672645758.42,-3.78004297,1292686417.5,58135636.18,133559879.34,96549748.83,1664892084.24,24464156.89,25451925.99,2025-06-30
7,688246,嘉和美康,1475893.23,106.536657530994,455321747.12,18.5014539775,227789077.48,75541327.49,64583288.19,-8757501.08,499376727.49,-39089767.74,-40260841.92,2025-05-01
8,603959,百利科技,104589574.66,115.98,1848991713.21,184.2210752697,1605638345.25,18079253.67,70459273.87,24213947.35,1766061395.06,125722412.7,129698652.28,2025-05-01
9,600525,ST长园,347770487.95,2563.23868404561,5304915199.18,24.8409663056,3425043197.83,467729626.13,654800667.78,156410155.63,5293038954.43,586566882.85,548616688.23,2025-05-01
10,688053,ST思科瑞,79440019.42,9.5,194475479.98,20.9528772359,54974915.8,11148851.69,18842038.21,502500.3,104654418.26,91227235.49,91639373.24,2025-04-26
11,300730,科创信息,-7534046.14,5.8,222318776.05,-2.6463282978,149110999.65,30543658.16,27279262.82,963486.42,242408901.83,-8707043.77,-8389000.46,2025-04-25
12,600684,珠江股份,-1461470254.32,-695.29,1627412135.47,-66.9963474898,1358212145.44,100937109.4,219577432.96,247679925.14,2036841811.41,-1806759120.7,-1799565236.41,2025-04-02
13,002512,ST达华,-137587484.89,45.06,1280951032.34,-37.098911732,1162629697.39,35229595.5,109127695.53,89550303.89,1468937643.61,-159859435.01,-159311046.97,2025-01-27
14,000833,粤桂股份,328547419.12,18.02,2194944974.39,10.7216760684,1626577524.27,11246592.31,106991980.2,32604925.39,1867935676.13,345017359.86,347249781.88,2025-01-25
15,002178,延华智能,-60620580.45,-2315.51,371241971.28,-34.8117453189,287483769.62,11417824.83,49136075.89,4549988.83,389502112.52,-62992662.55,-62890680.55,2025-01-18
16,600576,祥源文旅,41180293.75,-39.4,370794778.03,-1.433152216,203942688.87,27035970.57,52859860.57,3195681.37,298294513.62,46288449.72,55090598.36,2025-01-03
17,600080,金花股份,31829432.97,38.28,423150374.39,8.2166055426,99311099.49,247754430.88,44224729.47,-3753716.37,402282607.92,34089588.85,37703485.11,2024-12-26
18,688687,凯因科技,68394595.45,-12.11,836731606.49,18.4308985059,105374928.41,515760863.11,99988514.46,-17564755.54,779995200.3,83877951.46,76681593.88,2024-12-20
19,000506,招金黄金,208121041.9,701.23,208313801.69,-73.6689808098,233472199.87,760926.28,62117953.22,-15241257.48,290895868.69,175261280.55,169741634.11,2024-11-27
20,600590,泰豪科技,260451214.58,-41.51,3056281518.35,-6.4284544573,2441743044.46,123406339.98,116170389.09,152358978.7,2949875172.87,344408852.13,344869456.68,2024-11-09
21,002097,山河智能,-97365804.45,-119.75,5408118073.55,-40.5287310628,4242223856.13,424534441.6,407172429.12,82419802.85,5373899817.35,-144869686.61,-156864934.37,2024-10-31
22,300149,睿智医药,1023391828.88,6799.35,1032237378.52,-18.1727401996,660310195.89,47598734.34,218790253.66,-19244113.09,994876382.19,1398557321.16,1398101253.61,2024-10-18
23,688152,麒麟信安,73345165.54,70.05,243459203.9,40.39,70319465.9,40857913.76,17049095.8,1407879.63,179028832.33,78509466.09,78495064.57,2024-10-09
24,002628,成都路桥,-37176704.64,-162.01,897431202.12,-23.3312786342,887979348.55,,55012971.39,111849749.21,1064055627.13,-7257652.45,-24899445.45,2024-09-30
25,603839,安正时尚,45704483.26,-61.58,1690197505.8,-23.5061752751,873337816.76,511794207.42,166496956.85,-17432653.81,1597376149.52,42627469.97,43102229.81,2024-09-21
26,300422,博世科,-78776853.48,-170.03,1709954934.7,-27.033397642,1361314446.62,57104946.55,132555447.56,172245881.07,1818716694.16,-103423512.44,-104564399.15,2024-09-09
27,002569,*ST步森,-70073093.92,-261.96,117073366.61,-43.8245018958,70541498.47,25576408.92,31657253.2,22617.47,127975925.54,-64225509.63,-66738905.63,2024-09-07
28,603988,中电电机,39820201.55,270.3,556433870.03,0.1542013762,417977239.32,44614339.75,43966755.67,1667536.89,527955210.56,33420731.94,39544011.09,2024-09-04
29,001228,永泰运,245346132.95,121.16,2411416627.52,71.4481138676,2004627294.26,46921178.0,62487449.45,-38215716.78,2080175776.81,344418580.29,344317626.45,2024-08-28
30,688560,明冠新材,134612596.61,53.83,1365692454.62,42.0097751646,1078694782.02,22170740.54,38843609.92,-6767631.5,1193093642.92,179550341.84,174658429.96,2024-08-27
31,002565,顺灏股份,-2675177.31,75.39,1014298169.21,-11.3138513071,798946504.85,36761495.56,127476387.91,2161118.22,1016809081.31,10977385.33,10313344.88,2024-08-17
32,301152,天力锂能,157580232.52,290.34,1939412529.94,75.9256864792,1660993755.26,3595193.51,24394296.78,16940592.98,1760884695.56,171850395.35,174418174.75,2024-08-10
33,603567,珍宝岛,153495581.8,-36.68,3320494971.05,22.7657682343,2393316619.48,387610400.44,233596650.42,98494135.63,3190654676.54,221589189.25,218986542.97,2024-08-08
34,300277,海联讯,5978950.26,-35.97,138318641.63,24.3966561101,110805616.16,4873658.95,14190837.83,-229105.28,140933465.14,8772047.4,8742004.7,2024-08-02
