序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,000752,ST西发,443505088.44,,30596983.38,1545628981.26,8.6230371744,,9155058.9,474748505.42,257.9681124408,30.7155540674,1070880475.84,2025-04-25
2,002842,翔鹭钨业,140203098.59,244515409.29,520017196.5,1762120319.1,54.489907425,63579267.56,18775867.53,848683829.17,112.2981631462,48.1626492794,913436489.93,2022-12-03
3,002396,星网锐捷,828635691.05,1633618054.8,1616252743.41,5909188090.59,13.0189502768,921307458.15,90469658.4,2296649242.86,36.8677066664,38.8657326125,3612538847.73,2022-09-24
4,002217,合力泰,2932068252.87,6330803064.42,3838704490.15,24849882841.36,50.1174689877,3067305394.46,91654470.85,14150997858.7,97.7946040053,56.9459339066,10698884982.66,2021-06-25
5,688283,坤恒顺维,3898408.78,,14106943.34,56145573.36,9.6354702519,,2169172.28,13797418.46,-25.426996435,24.5743655898,42348154.9,2021-05-27
6,301172,君逸数码,50386023.15,,137889396.96,357891327.69,50.5167992225,,158988231.95,218699644.87,148.4506723489,61.1078358008,139191682.82,2021-05-27
7,688292,浩瀚深度,29113275.53,,201523984.31,449149898.66,-1.9489310875,,76757811.22,213589861.44,-8.3689029186,47.5542490552,235560037.22,2021-04-26
8,603042,华脉科技,131727721.14,898148029.41,239026145.68,1950402372.97,35.8882972064,458911303.59,15960354.89,1001849153.95,69.8360553157,51.3662805088,948553219.02,2021-04-13
9,300094,国联水产,260693086.27,760001306.12,2039249648.98,4250014124.67,28.5176383213,232774755.03,49037369.99,2141021874.72,49.3185640091,50.3768178626,2108992249.95,2021-02-03
10,002323,雅博股份,5126169.45,841293633.73,886355808.14,2446694508.89,1.5132138205,532571600.61,5825937.47,1642991286.6,9.301229498,67.1514682618,803703222.29,2020-12-12
11,300311,ST任子行,311992567.15,451873123.21,180851838.84,2092128707.57,32.6091088686,272582228.43,179327954.45,1102902896.65,58.866888476,52.7167804093,989225810.92,2020-10-13
12,688716,中研股份,5864666.91,,38498421.59,211908739.41,-9.0012564409,,73923.35,15927003.94,-87.0865665087,7.5159731422,195981735.47,2020-09-07
13,301178,天亿马,60527712.28,,45536015.71,263161646.4,41.1038418246,,34284906.52,89848704.86,15.8548761463,34.1420211072,173312941.54,2020-08-31
14,300100,双林股份,461915788.7,919479031.26,819532462.67,6585757916.96,2.2109839827,738926480.75,8370922.42,3661225105.69,0.333125184,55.5930714711,2924532811.27,2020-07-31
15,600671,天目药业,14248505.88,62845102.58,63188527.12,447952844.63,52.6302387196,47275782.98,2231678.47,340868684.89,45.2138898803,76.094769567,107084159.74,2020-06-12
16,001317,三羊马,133168998.13,,10017793.5,711280987.19,16.4519777659,,3740990.12,350581627.51,9.5003972573,49.288766862,360699359.68,2020-03-31
17,688039,当虹科技,,,,359488500.0,,,,,,,,2019-12-06
18,688579,地纬智能,33193481.5,,63884660.43,671605239.61,19.1882837902,,111985238.25,176692767.31,102.9177717152,26.3090215634,494912472.3,2019-12-05
19,300363,博腾股份,1718260293.92,334564033.63,310899329.51,4636512098.92,70.8978194709,237022853.28,5795723.51,1710894651.37,31.78782477,36.900467741,2925617447.55,2019-10-30
20,300540,蜀道装备,167904692.62,514596664.92,68287206.53,1017039662.47,12.1452245319,135278086.28,124901299.67,355183660.62,35.3516731941,34.923285072,661856001.85,2019-09-19
21,000893,亚钾国际,465028174.86,15397038.96,50408579.8,4208167835.93,-20.2814749015,245969830.69,14578943.08,327665183.05,-48.7025955117,7.7864095688,3880502652.88,2019-09-05
22,600057,厦门象屿,4159270910.98,4068569422.8,16876471007.42,56897508675.32,18.9808755134,5540928371.57,7893200013.97,40126243415.43,14.692956774,70.523726521,16771265259.89,2019-08-30
