序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002842,翔鹭钨业,277133454.15,114097168.43,228007348.5,1140605459.91,55.4208607701,23185153.13,6055058.42,399760326.04,36.785326663,35.0480810491,740845133.87,2022-12-03
2,002396,星网锐捷,730082099.65,1235044973.26,1236619010.33,5228493165.19,16.5411989592,838140339.8,84716223.82,1678006667.02,29.7881111679,32.0935040748,3550486498.17,2022-09-24
3,301418,协昌科技,5030417.51,73491935.82,29956183.03,243559044.39,8.0957324605,26425375.41,780169.13,83420542.47,-19.6729889676,34.2506445117,160138501.92,2020-11-16
4,300311,ST任子行,262820286.51,292804091.92,99785897.31,1577665912.56,-3.6057325546,150546426.24,74950671.37,694230816.27,43.556964884,44.0036645746,883435096.29,2020-10-13
5,688716,中研股份,79633546.18,12785270.36,20897890.05,232869961.85,68.3004927089,5262120.28,1003730.04,123336709.41,270.7237589726,52.9637693201,109533252.44,2020-09-08
6,301178,天亿马,30117225.06,60945725.43,53707853.42,186502112.91,20.5208393535,26478415.84,39351267.31,77552803.86,66.311184612,41.5828017441,108949309.05,2020-09-01
7,688283,坤恒顺维,3955928.25,30059587.42,8089271.4,51211139.27,97.5173120285,4408093.1,8019000.0,18501894.52,223.5321831487,36.128652445,32709244.75,2020-04-29
8,688579,地纬智能,337164711.77,98294108.73,18532381.91,563482599.34,80.6043471453,30556958.32,45035891.6,87076043.57,15.8457531667,15.4531912205,476406555.77,2019-12-05
9,300540,蜀道装备,66474996.63,552329294.91,45497587.16,906895203.71,27.4452299701,142850978.74,82051468.13,262415419.21,-30.4042727778,28.9355835312,644479784.5,2019-09-19
10,300614,百川畅银,156571137.36,68887815.33,13243520.77,865157467.15,39.1396851217,62186813.86,,185554599.21,-11.1991238885,21.4474943875,679602867.94,2019-06-28
11,301172,君逸数码,76192538.38,93257146.3,46832121.81,237775005.54,145.2214777616,25635123.36,43964845.84,88025378.56,278.1970903269,37.0204506399,149749626.98,2019-04-30
12,002775,文科股份,437201775.94,444520746.31,765393565.45,2585554750.85,33.8268165136,319865670.92,70979527.29,1274835541.55,60.1268661796,49.3060741077,1310719209.3,2019-04-23
13,301007,德迈仕,66328628.53,78811488.72,48070831.25,374734181.97,20.1695663744,57668040.02,414651.96,198768823.98,30.0227028799,53.0426188866,175965357.99,2019-03-25
