序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,600169,ST太重,2214794710.23,8905370948.1,6180616076.19,27264223550.01,14.6909026454,8608599648.52,568464045.9,22003313299.79,19.817095495,80.7039791888,5260910250.22,2025-11-01
2,300237,ST美晨,261170062.53,401455580.31,1012518996.77,2855958316.37,191.592720946,875553163.9,7537883.47,1658259700.88,316.8982137218,58.0631618947,1197698615.49,2025-10-31
3,600624,ST复华,237997899.18,57890371.67,323009733.31,1654240083.2,7.3428535998,26190254.47,13676137.99,640925332.54,-30.7448529203,38.7443962366,1013314750.66,2024-04-30
4,600287,苏豪时尚,608866255.82,321641596.5,410482209.27,4369838729.73,-9.981767397,308234327.12,351505972.55,2956647698.26,-14.8883122413,67.6603389993,1413191031.47,2024-04-30
5,600360,*ST华微,1057412749.35,315679456.31,169438409.64,3582280987.47,3.167976268,400598293.08,701306.23,1623199011.57,6.3890816189,45.3118841668,1959081975.9,2023-11-11
6,002412,汉森制药,286550947.05,121257483.76,97100354.51,1367771693.92,2.8443764818,64998806.72,5838814.44,214585347.33,-3.4657287789,15.6886816918,1153186346.59,2022-11-19
7,000070,特发信息,291220999.51,731557815.56,551769050.49,2608137126.19,14.8165543501,528874162.47,64334133.03,1346686004.18,21.7610881691,51.6340184209,1261451122.01,2022-07-26
8,000839,国安股份,1419972468.96,496534679.23,785932555.75,12106629017.51,-0.9672762026,353415107.79,81444109.74,5467737590.35,-27.6384514602,45.1631712051,6638891427.16,2021-08-31
9,002052,同洲电子,376649093.8,1107685993.17,359912822.0,2985967439.34,-9.7255824656,518143579.33,73811400.45,2115704866.08,3.4875266291,70.854920861,870262573.26,2021-06-30
10,600965,福成股份,339348073.63,116868377.13,587635478.58,1843398161.0,6.6310235905,124870904.57,13800789.98,333535881.27,12.4603504621,18.0935344478,1509862279.73,2021-06-16
11,601101,昊华能源,640779510.79,413353352.85,531778564.09,14254345653.53,10.4139276469,649025943.57,241628276.32,5896397536.12,29.856967201,41.365613543,8357948117.41,2021-04-27
12,300152,ST新动力,216070519.4,797231639.57,361875455.08,2737136805.1,34.3890613104,375412736.9,105463931.62,1067904162.21,121.2046749627,39.0153740295,1669232642.89,2021-04-20
13,600984,建设机械,14435170.06,415476515.48,282956029.7,1026016421.73,-3.5117974396,188828968.89,10887165.28,436034115.22,24.2617847815,42.4977715741,589982306.51,2020-07-16
14,000010,美丽生态,388435586.12,75836612.74,137262689.68,804218432.41,-21.7526208626,102963222.22,14193784.86,252627868.25,-31.3706180083,31.412842341,551590564.16,2020-05-29
15,002267,陕天然气,1309396744.55,346207971.7,53855122.65,9750302452.34,12.6313710401,482405888.64,117345909.38,5148571372.14,-5.2933249425,52.8042222004,4601731080.2,2020-04-28
16,300189,神农种业,322574096.53,62001695.99,370136704.16,1583828602.68,-5.9253201889,42525641.03,43699274.12,241357750.06,10.4537062818,15.2388806246,1342470852.62,2020-01-07
17,600830,香溢融通,502960841.16,34003237.15,40781908.72,3076773301.06,32.1369913999,92115521.93,184286157.75,1021122010.09,192.1466524115,33.1880808293,2055651290.97,2019-08-30
18,600421,*ST华嵘,13367231.53,7048344.67,9552493.92,92546648.0,-46.2262837623,17467935.41,3477.0,74154207.44,-52.8569262222,80.1263028349,18392440.56,2019-04-26
19,688981,中芯国际,,,316041000.0,5769379000.0,27.5454128229,,,2461657000.0,27.5331181581,42.6676250598,3307722000.0,2019-04-25
20,600651,飞乐音响,392731330.05,1042998741.84,928612848.48,5542806274.5,127.4931642813,723703346.85,38101715.14,2531821184.26,117.1601592897,45.6776055102,3010985090.24,2019-04-20
21,001235,里得电科,10901471.18,12327645.31,23696755.13,63383938.49,5.8443281471,1703514.87,9286975.34,27197440.5,6.8819567794,42.9090415457,36186497.99,2019-03-27
22,600391,航发科技,273583269.18,573419035.45,1353026558.56,4442393109.35,5.119067047,612764349.35,4092957.66,2497765321.39,8.6233787199,56.2256707119,1944627787.96,2019-03-26
23,300824,北鼎股份,38811893.24,44880372.37,57215199.51,231467630.23,-2.8121718005,52800904.87,4140742.97,119175946.77,-5.0313572142,51.4870898586,112291683.46,2019-03-05
24,300838,浙江力诺,8422853.0,124254492.53,56233700.05,353165349.79,10.177046102,43988407.81,8839546.25,133697838.18,9.5762158507,37.8570089788,219467511.61,2018-12-25
25,000519,中兵红箭,541838592.24,415953011.77,1126742933.79,4908288671.97,-0.2095504693,198414807.14,22621194.26,921361316.98,-29.7505613607,18.7715388918,3986927354.99,2018-12-07
26,002982,湘佳股份,43637182.9,58729533.14,97666850.19,493064062.82,18.8053209768,31228842.02,1048340.42,196167392.64,6.6662976523,39.785376269,296896670.18,2018-12-05
27,300839,博汇股份,2319810.33,400048.8,33046626.79,108412894.01,51.1675194565,3218155.19,2420822.07,50885258.47,-0.2978992333,46.9365373323,57527635.54,2018-11-19
28,301258,富士莱,18376512.58,34329976.18,30928971.88,391875883.57,10.7657036131,48158692.31,884427.48,216354131.98,17.5523390534,55.2098613492,175521751.59,2018-11-05
29,600869,远东股份,3279949871.22,3353922110.36,917752211.95,12243068751.55,22.9732820233,1119279728.65,757155014.95,8939893123.09,30.4587660022,73.0200352911,3303175628.46,2018-10-17
