序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,603260,合盛硅业,2622830701.82,-49.05,26583562971.87,12.3712657827,21227842146.59,42029288.84,638963396.74,567506603.17,23532710370.52,3418497759.54,3435807788.74,2026-03-07
2,600529,山东药玻,775802014.62,25.48,4770849585.37,13.9367418945,3374150890.85,147502154.89,187987428.35,-35667611.37,3858818709.73,916366868.92,910823796.31,2026-03-07
3,688781,视涯科技,-304097458.98,-22.873278511301,215445593.04,13.1345282921,178748728.4,9095909.96,80967443.86,6968635.7,566206675.04,-304174334.37,-304097458.98,2026-03-06
4,301682,宏明电子,411671093.22,-13.426665721598,2726569228.8,-13.3345537933,1268181062.63,138276216.46,282772345.33,11002879.08,1987563955.92,683214206.47,685238864.17,2026-03-05
5,688511,*ST天微,49704343.44,10.64,140482684.67,26.842615839,57386397.98,5933505.2,24778328.25,-1057740.94,105365382.78,47478653.72,56749265.49,2026-02-28
6,600079,ST人福,2134484688.96,-14.07,24524740572.69,9.7907092226,13290991557.35,4397798774.97,1770060888.32,304518832.57,21417059137.08,3447174170.34,3383828831.97,2026-02-25
7,301152,天力锂能,-501651793.2,-483.47,2443327297.5,-6.6584200021,2608856283.59,5603071.64,72142123.71,18248917.1,2797799008.63,-544815681.24,-543114059.74,2026-02-13
8,002759,天际股份,35095137.77,-93.04,2179377255.8,-33.4464896508,1913884385.39,35888783.84,112325052.06,-5913842.26,2140761778.93,51715152.29,48821350.15,2026-02-12
9,688816,易思维,61056721.22,897.885601553281,354865045.82,58.977641617,125339613.82,32298458.59,44864197.17,-3048017.84,317351343.03,58051824.68,57721568.47,2026-02-06
10,301680,固德电材,100487703.93,56.868431572175,650918687.43,37.0038983312,434116205.26,20174416.52,46000094.09,-2005580.85,530919559.39,115708372.58,115241683.95,2026-02-06
11,688818,电科蓝天,189925791.99,-8.47583734659,3524041072.77,39.7811192108,2777882805.56,71851360.16,155374370.4,-21860788.45,3226969135.71,223155021.89,223243860.98,2026-02-05
