序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002396,星网锐捷,1109518818.31,885752466.34,1143498108.55,5034821059.59,9.291774075,562913976.74,71272890.44,1369696863.51,4.9600141598,27.2044795098,3665124196.08,2022-09-24
2,300094,国联水产,202233341.13,763811893.15,1437594855.14,3224487687.58,24.1385493936,228836371.01,42005698.47,1392705382.8,60.6618458983,43.1915242897,1831782304.78,2021-02-03
3,002775,文科股份,271556993.42,355283698.63,936667865.61,2385840449.55,27.5218822668,309920017.22,156859449.14,1145147404.67,53.7416640383,47.9976523529,1240693044.88,2019-04-23
4,600172,黄河旋风,662897173.28,1222038851.77,473871998.28,9135450028.98,12.6036221463,339019861.88,123608765.62,4345300232.07,24.4819235958,47.5652564273,4790149796.91,2018-09-26
5,601825,沪农商行,80699445405.97,,,763000158433.09,21.2891240181,,,715331370075.12,22.0968859913,93.752453675,47668788357.97,2018-08-31
6,002175,东方智造,435522837.82,288397337.81,171524432.61,3080054398.14,16.8072916807,47198616.22,14215094.64,1456595816.9,31.7529874708,47.291236732,1623458581.24,2018-07-07
7,002188,中天服务,119027202.42,399479122.16,40213930.87,2369113074.49,7.6175092523,143682133.41,14929017.79,283970594.14,45.9618433615,11.9863672696,2085142480.35,2018-07-04
8,002200,*ST交投,339797653.38,411859408.38,1328325549.77,3459052638.51,20.6770206358,434579861.21,4081807.16,2479814676.23,27.8262139835,71.6905735583,979237962.28,2018-04-26
9,300288,朗玛信息,260661698.37,79424596.15,6516377.77,1399915717.62,3.6970911708,23220357.43,30602689.23,181331930.9,-36.0537482225,12.9530605748,1218583786.72,2018-04-20
10,000612,焦作万方,254321374.73,63210565.14,715257171.82,7277130771.6,-14.2544980209,116960159.43,24046223.12,2715737521.84,-27.2302496341,37.3187951004,4561393249.76,2018-03-29
11,300275,梅安森,58454915.62,373546178.95,77836005.82,968174097.19,11.955770401,115864496.23,8214043.25,424566903.56,50.6805898899,43.85233036,543607193.63,2018-02-27
12,600696,*ST岩石,192830990.41,,58095501.41,431944101.54,-65.8919248759,2550395.01,165153.16,171465147.36,-75.652833103,39.6961427992,260478954.18,2018-01-31
