序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,688511,*ST天微,173792615.47,1096.0730040096,-21850174.14,-12.5725561359,193170507.79,111.1500090309,2472281.82,1.422547105,2026-02-28
2,688316,青云科技,-176273479.43,-2592.3345037969,-36792278.49,-20.872271092,-3035091.0,-1.7218080733,-136427762.84,-77.395512519,2026-02-28
3,300051,琏升科技,-128030184.09,42.2072220609,-30359739.71,-23.7129548206,-165223591.33,-129.050498915,67346041.04,52.6016903894,2026-02-26
4,301152,天力锂能,-98395760.46,-367.0662075048,51473064.98,52.312279248,100058492.07,101.6898407027,-249910240.86,-253.9847648838,2026-02-13
5,603213,镇洋发展,-15564357.1,-115.7780311915,219533003.64,1410.4855229774,-239471132.96,-1538.5867300616,4373772.22,28.1012070842,2026-01-31
6,002829,星网宇达,-260281951.71,-53.3263295313,-114571800.24,-44.0183422198,1184719.6,0.4551677872,-146894871.07,-56.4368255674,2026-01-31
7,000736,*ST中地,-6478308516.75,-96.5304583788,-96882099.78,-1.4954845008,-7687442357.48,-118.6643448302,1306015940.51,20.159829331,2026-01-31
8,600615,鑫源智造,8956571.18,-12.5988331595,58702152.77,655.4087673761,-52118944.6,-581.9073343199,1135926.07,12.6825997044,2026-01-28
9,300209,行云科技,-129035533.07,-5881.5448773412,-21285312.85,-16.4956987766,2557626.71,1.9821103917,-114198961.02,-88.5019484967,2026-01-27
10,001331,胜通能源,283172667.83,163.5631495757,260417243.83,91.964117097,112879875.32,39.8625602481,-86242699.63,-30.4558700142,2026-01-24
11,001266,宏英智能,-168308622.64,-39.0973498576,87561924.32,52.0246217612,-165625497.74,-98.4058303978,-90245049.22,-53.6187913634,2026-01-24
12,688816,易思维,-28016063.48,84.2871492268,45247690.25,161.5062383132,-76370006.16,-272.5936361992,2280976.92,8.1416752986,2026-01-23
13,688818,电科蓝天,-743006178.12,-74.3716078721,-682802409.71,-91.897272165,-17282860.25,-2.326072213,-42776075.7,-5.7571628554,2026-01-22
14,603284,林平发展,62603899.07,149.5475893136,135631895.82,216.6508761193,-437349070.33,-698.5971749794,365040135.61,583.0948887095,2026-01-22
15,688712,北芯生命,38777410.02,520.4427962071,130521020.05,336.5903498524,-51039334.08,-131.6213074924,-40442197.04,-104.2931877584,2026-01-16
16,001220,世盟股份,18052785.46,113.7990800154,219282396.77,1214.6734765993,-193112979.6,-1069.7129261736,-8116631.71,-44.9605504258,2026-01-15
17,301379,天山电子,-195936368.65,-337.9744434803,14412623.13,7.3557671959,-151032139.29,-77.0822386526,-61705669.26,-31.4927084161,2026-01-12
18,601112,振石股份,-6503201.77,-103.2368418089,111709304.9,1717.7585572591,-569416984.62,-8755.9482968341,445096294.36,6844.2639503095,2026-01-09
