序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,000833,粤桂股份,1036609031.89,47979296.65,768777819.3,4695972919.93,18.9216822193,512362771.83,,1942625332.76,62.8945263016,41.3678989612,2753347587.17,2025-01-25
2,002569,*ST步森,53563675.05,84450509.62,104646667.12,571073830.29,-5.6915485308,59655443.15,,267518645.08,-12.8066330897,46.8448440273,303555185.21,2024-09-07
3,300335,迪森股份,325903007.31,365618344.53,269714585.81,3305843174.81,-5.3622260899,383125575.32,139323280.2,1586662818.28,-7.0813480474,47.9957074301,1719180356.53,2024-08-28
4,300277,海联讯,83678294.96,34329170.21,191483419.37,752297590.62,4.0785599618,40521858.0,,274549737.75,11.8284592661,36.4948314568,477747852.87,2024-08-02
5,000903,ST云动,1226371600.6,2575649580.13,1757796691.05,14775253366.6,24.0991365391,2985054835.04,,9127893760.38,43.4908532527,61.7782553971,5647359606.22,2024-04-26
6,600302,标准股份,340114119.75,311280561.79,422807420.94,1668610708.77,4.3079541101,156349808.9,,512052068.76,52.0120609464,30.6873296491,1156558640.01,2023-07-27
7,600310,广西能源,3376927193.42,949094378.74,1523496434.67,19128446888.03,16.6357844991,677206193.8,747439396.36,16663746718.8,19.9927065939,87.1150011098,2464700169.23,2023-01-31
8,002842,翔鹭钨业,195291120.08,279847608.21,503019033.29,2324463181.88,14.9198329166,90804032.12,,1360499392.25,19.9133300735,58.5296167672,963963789.63,2022-12-03
9,002396,星网锐捷,1496285783.31,1712149517.94,2405857580.92,8017422868.8,29.3095160162,1243339310.15,,3206294772.35,58.5948154539,39.9915886292,4811128096.45,2022-09-24
10,300716,ST泉为,217387773.7,492628442.09,258961886.49,2071492078.88,22.6921988287,259258484.26,,1201793141.72,54.5486355964,58.0158212514,869698937.16,2022-08-29
11,002036,联创电子,1969400114.89,1878287883.85,2160999439.11,10412905826.1,34.6822876173,895356638.9,,7364617775.57,36.5198041484,70.7258655611,3048288050.53,2022-07-18
12,002255,海陆重工,484999751.63,718018042.24,952113884.57,4583288177.01,-39.2414058316,448158517.6,,2057406107.64,-40.7515479502,44.8893027927,2525882069.37,2022-05-31
13,002647,*ST仁东,1340640951.24,36363562.41,457458.92,3636451695.7,26.7469279328,118917793.42,365510.36,2706618490.34,47.686302603,74.4302060588,929833205.36,2022-04-30
14,002586,ST围海,617259396.88,1317162939.13,,8109670467.51,-22.0271229595,1121971075.57,1800000.0,4313787657.61,-13.4944864486,53.1931312732,3795882809.9,2022-04-30
15,300061,旗天科技,274829291.12,458539098.5,29181742.89,3011242717.31,0.9726578401,63501583.59,,816764009.27,28.2738304393,27.1238185011,2194478708.04,2022-04-27
16,002832,比音勒芬,902757303.52,233451447.31,626060628.15,3254144022.23,43.0687589068,64812913.8,,1178489793.8,114.7560765753,36.2150472059,2075654228.43,2022-03-10
