序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,600127,金健米业,128275881.06,103624899.15,978678276.68,2124998372.06,-13.1712716632,104033481.37,,1350648034.6,-17.5897119204,63.5599562032,774350337.46,2026-03-04
2,002726,龙大美食,2162029563.4,831500084.21,1566746339.4,8230190959.98,-3.7566315,455992352.14,,4842663750.7,-0.2755961543,58.8402355941,3387527209.28,2026-01-31
3,300500,启迪设计,644108717.28,713932040.48,22574732.11,3426838709.14,24.7952112959,863657046.46,,1811068017.72,48.1711554134,52.8495260921,1615770691.42,2025-12-31
4,688270,臻镭科技,192975504.73,119853745.0,29804409.21,502307000.73,26.6243297011,3502575.08,,41760632.71,19.3548901734,8.3137668098,460546368.02,2025-12-25
5,002586,ST围海,303170970.62,2518851239.26,1514969.6,8681803862.28,5.3387556496,2108522585.73,,5649168545.38,16.6608716744,65.0690643902,3032635316.9,2025-11-29
6,002463,沪电股份,1191123160.0,1972863947.0,1840807149.0,11648660084.0,21.8992557532,1700720446.0,,4414329914.0,34.8687051802,37.8956024312,7234330170.0,2025-11-28
7,600169,ST太重,2815235926.7,5004410996.2,9216821945.27,30902433058.13,-12.3847971016,6051253040.63,,25354181795.13,-16.8763118234,82.0459079951,5548251263.0,2025-11-01
8,300237,ST美晨,765067979.12,1216112281.53,401407150.71,9801371158.81,-3.2385772981,1923939305.49,392415.32,7703247496.73,-0.0871039187,78.5935699395,2098123662.08,2025-10-31
9,601777,千里科技,2755853486.28,687309886.63,2197218932.37,17632139211.56,-1.7188159872,1041304335.95,28364763.0,6331692398.44,-5.898179428,35.9099501341,11300446813.12,2025-09-30
10,300366,ST创意,465789824.97,1311476744.29,702924302.37,3773590558.03,16.2024178918,643839025.4,,1515776263.4,-7.3218024209,40.1680108133,2257814294.63,2025-09-12
11,000903,ST云动,1669057989.75,1987132210.97,2522618611.55,14459443793.07,-2.4414194545,4211321571.18,148607.74,9028091194.76,-2.5097028849,62.4373338557,5431352598.31,2025-08-13
12,300460,ST惠伦,117782627.8,146406749.68,279737631.14,1981073033.64,89.2726790308,72864222.09,,792876785.3,57.1261789576,40.0225923949,1188196248.34,2025-07-15
13,300128,锦富技术,308982033.03,401209894.48,132651992.68,1982160154.19,-15.7663353446,223734950.28,,1049491396.06,-2.5342657423,52.9468516377,932668758.13,2025-07-03
14,600084,中信尼雅,144988392.91,24744563.95,1618935400.4,2338103136.16,2.5550231025,54321630.94,579972.64,190996852.26,29.9063631779,8.1688805471,2147106283.9,2025-06-27
15,002538,司尔特,785875648.22,52841672.7,1369115304.43,7445821853.33,22.0942411196,288869368.01,,2466868547.77,27.1337657711,33.1309101448,4978953305.56,2025-05-21
16,688246,嘉和美康,1273521765.55,250596514.85,400778242.85,2446443812.57,145.3277912383,166057175.29,,651949953.54,36.7979187235,26.6488831744,1794493859.03,2025-05-01
17,603959,百利科技,402239831.5,532828755.01,246019478.98,3195739288.08,14.8937908056,676928782.96,,2518843728.42,17.5170495152,78.8188115913,676895559.66,2025-05-01
18,603616,韩建河山,150657461.69,756978876.82,208268401.26,2461346357.76,1.8523584743,586316841.3,,1341272708.65,-17.2774943599,54.493456576,1120073649.11,2025-04-30
19,601212,白银有色,5076395452.82,871234511.72,11966383491.26,45530508946.3,-1.9360694407,3598616108.87,,28864649468.8,0.3923833906,63.396281168,16665859477.5,2025-04-30
20,300472,*ST新元,59507644.83,582629547.44,133962392.49,1671861889.19,17.107285593,222695160.99,,783220214.57,11.3833741881,46.8471839471,888641674.62,2025-04-30
21,002528,ST英飞拓,1181123792.29,1386375534.52,510133885.92,5733188997.06,-21.4816558481,975518905.42,,3527138174.41,-2.8818231544,61.5214006763,2206050822.65,2025-04-30
22,603559,ST通脉,147740288.93,554798289.89,410742474.21,1458858411.74,-21.1750502265,226577674.76,0.0,957320294.15,-2.9792785299,65.6211930127,501538117.59,2025-04-29
23,600439,瑞贝卡,326989105.99,229512445.59,3227149787.74,4813393361.45,-0.6633017817,69427455.08,,2023168907.55,-2.3567460082,42.0320708412,2790224453.9,2025-04-29
24,300959,线上线下,608566490.78,183000049.86,,1175072763.82,172.1266526108,20797026.42,,40312660.2,-62.5118685767,3.4306522491,1134760103.62,2025-04-29
25,300344,*ST立方,125094459.88,331854754.77,63121113.62,888805389.24,85.8676720065,110892952.04,,253793952.17,-40.1760467939,28.5545019464,635011437.07,2025-04-29
26,300185,通裕重工,1017515705.55,1654031899.85,2427934080.05,13471241363.11,8.47687266,629901312.86,,6915740523.82,4.007907825,51.3370693718,6555500839.29,2025-04-29
27,300152,ST新动力,89868309.73,163736669.1,121320030.44,855483186.77,-28.0848616297,121140369.95,,365765255.68,-16.8206121993,42.7553996778,489717931.09,2025-04-29
28,002570,贝因美,676870643.54,741811792.81,505645822.7,4069421166.85,0.870735532,333607025.01,973034.13,2232686402.91,-11.6979871463,54.8649626413,1836734763.94,2025-04-29
29,000676,智度股份,997620713.3,893752862.07,43910111.48,5072629054.21,-15.5332332503,270901966.88,,1271015531.43,-45.6342161977,25.0563468735,3801613522.78,2025-04-29
30,688053,ST思科瑞,48904056.77,119828646.06,5849980.28,408866312.22,39.708764244,16359318.97,138938.26,91049095.47,27.4901455566,22.2686713845,317817216.75,2025-04-26
31,600293,三峡新材,512144689.34,108374456.53,186440237.43,3761655323.1,-19.9718869017,156648233.86,,1627391421.86,-39.2842057944,43.2626405685,2134263901.24,2025-04-25
32,300730,科创信息,189591850.72,239379058.15,146569160.36,829507845.22,16.3168177404,94007169.53,,324361811.45,30.597902014,39.1029226932,505146033.77,2025-04-25
33,002122,ST汇洲,241992319.82,148031138.08,523989509.53,4130231337.74,-7.0347393903,209369481.58,,3190885901.37,19.1658366258,77.2568323768,939345436.37,2025-04-25
34,600227,赤天化,159806682.82,710867242.46,422046832.7,4579794157.72,-1.149136317,253144972.77,479903.91,1432117778.16,0.4639194217,31.2703525277,3147676379.56,2025-04-24
35,300131,英唐智控,550468421.71,848942010.31,826233732.17,3461975247.52,-0.4178772278,523983514.61,,2004632520.9,-1.1944527859,57.9042996433,1457342726.62,2025-04-24
36,301662,宏工科技,126258278.73,205004846.72,402785195.98,1216430757.43,147.5858534178,149114664.36,,1020042143.67,195.2551357269,83.8553396845,196388613.76,2025-04-14
37,000978,桂林旅游,69333165.69,61617674.25,5266208.7,2556072476.94,-4.1338982428,70189709.37,30325.4,1435888354.96,9.4154558935,56.1755727944,1120184121.98,2025-04-12
38,603120,肯特催化,90096677.77,81143881.84,78460411.92,953484243.29,35.0714457461,95990976.63,,388602407.54,68.4996480133,40.7560387363,564881835.75,2025-04-11
39,600326,西藏天路,3928352611.43,1952807666.14,415362786.09,14099698715.92,13.3240260767,1894204059.75,,7563514615.1,27.9177544185,53.6430938525,6536184100.82,2025-04-10
40,001335,信凯科技,239738287.72,223392685.87,224334514.69,983454360.0,27.698988312,194559983.73,,606495216.79,14.1557281077,61.669889469,376959143.21,2025-04-07
41,603869,ST智知,1743673180.13,1082343902.05,123025833.01,5066765616.14,-20.3620146127,350256967.37,,1094108954.96,-54.7057808695,21.5938339732,3972656661.18,2025-04-04
42,688102,斯瑞新材,171745025.54,156180680.15,185091269.43,1280194077.2,21.1061435279,85106042.26,,692975424.42,29.9456804742,54.1304976145,587218652.78,2025-04-02
