序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002726,龙大美食,1364874000.27,503798691.61,1670094242.13,7234606650.79,-7.9104102254,490994416.58,,4676856131.33,7.7033082104,64.6456173373,2557750519.46,2026-01-31
2,301487,盟固利,371388243.93,1459435704.94,440371016.85,4008108430.37,,390233995.74,21071.2,1998958627.34,,49.8728680141,2009149803.03,2026-01-21
3,688270,臻镭科技,1568351307.19,285230395.2,109715312.34,2174473597.85,3.6981208998,33299737.24,,82888447.19,33.4205604602,3.8118856569,2091585150.66,2025-12-25
4,002160,常铝股份,505458168.19,1553093711.78,2244405849.64,7869382619.92,1.6263409407,491809870.28,,4304389681.77,-8.220111627,54.6979336203,3564992938.15,2025-08-30
5,301372,科净源,536612084.54,488165635.87,83423074.14,1615112539.52,,266065397.91,,665336034.78,,41.1944071079,949776504.74,2025-08-09
6,603887,城地香江,688703653.37,1894650995.75,996264268.29,8260760280.64,3.092874144,1096782371.02,,4849304068.64,5.5206261574,58.7028784748,3411456212.0,2025-06-30
7,688246,嘉和美康,439282235.82,474072329.4,564758968.25,2461794791.87,5.4979048232,282151238.68,,614510868.05,11.7277314656,24.9619046266,1847283923.82,2025-05-01
8,603959,百利科技,488500847.73,742687155.86,569543844.4,4371792300.31,7.6724553422,1301993901.78,,3641965988.72,11.327923571,83.3060158979,729826311.59,2025-05-01
9,600525,ST长园,2002837815.79,3582784104.97,2825560852.47,16045908225.91,16.7152365701,2527896252.97,,10315337609.69,18.3016316316,64.2864053842,5730570616.22,2025-05-01
10,688053,ST思科瑞,598927609.27,241204822.04,11036647.27,1836771854.12,6.9161270477,23118559.67,94760.0,93218899.53,36.7006332694,5.0751485178,1743552954.59,2025-04-26
11,300730,科创信息,62718104.45,255799252.84,262720742.62,905622374.01,8.106006019,26385069.64,,488722476.47,41.7627229265,53.9653712735,416899897.54,2025-04-25
12,002306,*ST云网,52339282.96,15142250.94,356890.55,631431172.82,271.1026021498,16316137.21,,510477543.58,481.1430438225,80.8445267756,120953629.24,2025-04-15
13,600684,珠江股份,922634530.33,347893236.79,105612874.48,3889654764.09,-88.6872818143,160116101.13,3725633.43,3431946786.83,-89.3599137086,88.2326837465,457707977.26,2025-04-02
14,002512,ST达华,179600554.42,424300984.36,338623939.62,4759699054.98,8.114160867,901829442.24,662186.4,3299220239.19,18.2499363584,69.3157319629,1460478815.79,2025-01-27
15,600608,*ST沪科,31688467.67,29515255.1,8412205.64,154308167.19,-17.9785490176,1275994.16,174014.9,82717704.73,-29.324476329,53.6055260304,71590462.46,2025-01-25
16,000833,粤桂股份,1397605134.17,12900538.18,565163008.71,5243328182.0,-2.9422516281,137482329.82,,1946758385.68,-4.582105216,37.1282955807,3296569796.32,2025-01-25
17,002178,延华智能,250964639.02,355681420.96,83688709.76,1558423691.5,-2.1985315152,535833718.89,,936786318.48,1.6030764,60.1111445873,621637373.02,2025-01-18
18,600576,祥源文旅,474633009.11,87715223.82,100511257.32,3720180215.83,219.438938647,74624761.93,17981.61,912018387.58,743.4689533476,24.5154356689,2808161828.25,2025-01-03
19,600080,金花股份,440580956.02,113317793.62,28438540.88,2050925875.34,9.0178063325,14664570.01,,372154159.54,89.2665286962,18.1456660143,1678771715.8,2024-12-26
20,002857,三晖电气,173036530.59,80537214.51,129016408.36,736593802.62,21.3665987926,144024518.97,,219729738.61,137.3493083079,29.8305168776,516864064.01,2024-12-25
21,688687,凯因科技,878909567.64,395853210.34,165306646.59,2301663558.17,4.4634727684,368362739.25,,559181329.47,12.5296698622,24.2946597249,1742482228.7,2024-12-20
22,301501,恒鑫生活,,,,1572356700.0,,,,,,,,2024-12-16
23,000506,招金黄金,5899367.28,,89868106.04,2275285569.01,29.4335580146,56370830.61,19113.15,951521712.77,-16.4795591672,41.8198807978,1323763856.24,2024-11-27
24,600590,泰豪科技,1567860240.55,4286805373.44,1808721999.95,12983896009.07,1.0097113865,1205281608.26,1158568.95,8434292136.55,2.8617158182,64.9596402394,4549603872.52,2024-11-09
25,002097,山河智能,1699942296.5,6218339595.91,3217922149.53,21195058145.52,-1.0544113018,2266573752.42,29608351.0,16358198547.02,4.9483201518,77.1793048866,4836859598.5,2024-10-31
26,000722,湖南发展,577101432.9,44526254.84,6106746.11,3615109398.85,8.6498017748,44591456.3,28985443.51,143649301.31,35.4928840765,3.9735810307,3471460097.54,2024-10-26
27,300149,睿智医药,294169260.64,296500306.07,60529369.8,3405045114.58,-27.6207172418,56071915.66,,1056510549.01,-36.6596681189,31.0277988531,2348534565.57,2024-10-18
28,688152,麒麟信安,265832698.96,318795786.95,91066024.76,1416019547.33,137.1304767261,30924457.55,,154985637.99,-5.3398037214,10.9451623237,1261033909.34,2024-10-09
29,002628,成都路桥,233334147.74,734116401.09,68387614.11,7330660812.42,-2.5834670014,1450559713.57,530069.78,4255056672.12,-5.3277603246,58.0446535585,3075604140.3,2024-09-30
30,603839,安正时尚,323834320.36,243891814.52,657923008.66,2646727334.52,-25.0012594222,173814071.68,,636287384.14,-18.6436800741,24.0405339772,2010439950.38,2024-09-21
31,300422,博世科,420580442.49,1854093524.8,355457585.45,11457798147.86,-6.9584361209,2236084134.07,,9035278247.49,-3.9683852113,78.8570206151,2422519900.37,2024-09-09
32,002569,*ST步森,34793119.22,56697434.73,48857476.81,260093589.3,-16.9762730419,44083427.28,,129438942.28,-2.3807806714,49.7662947512,130654647.02,2024-09-07
33,603988,中电电机,59826195.87,297537357.09,306788754.35,1074693461.96,-7.4598103952,141669710.72,,441386013.15,-18.7084603858,41.0708754425,633307448.81,2024-09-04
34,001228,永泰运,584424666.42,407764279.4,26952421.37,3469970685.14,64.7385661477,190348060.93,284835.68,1622473026.26,264.7634182821,46.7575427426,1847497658.88,2024-08-28
35,688560,明冠新材,1493960198.75,436452523.63,198758404.26,3829681231.47,67.5524726079,276471621.67,,873635671.51,28.0935407231,22.8122294966,2956045559.96,2024-08-27
36,002565,顺灏股份,521853441.92,351389806.72,420058113.71,2781386569.14,-2.3135088356,247864660.85,161751.08,716493496.92,-3.785078181,25.7602990131,2064893072.22,2024-08-17
37,301152,天力锂能,986155977.27,817249588.09,528431718.95,4173267099.85,12.1659285111,538724691.65,,1796330607.93,50.4405959582,43.0437488172,2376936491.92,2024-08-10
38,603567,珍宝岛,791829249.21,2227726940.02,1005150989.91,11454278627.05,-0.3182374866,332290409.3,3443.91,4155937286.03,-5.6588614539,36.2828373689,7298341341.02,2024-08-08
39,300277,海联讯,56335087.33,19140323.25,153605999.62,707120109.77,4.1588874242,28914025.28,,206800950.78,12.4970998852,29.2455196681,500319158.99,2024-08-02
40,600540,新赛股份,1235835546.53,10198702.87,101558334.57,2617744014.48,5.5698256409,78930469.94,,1846450188.21,18.4701430697,70.5359339185,771293826.27,2024-08-01
41,688496,清越科技,255196186.92,164766463.09,356782222.04,2178630611.07,34.9806824994,167470998.7,721721.16,831348275.57,-12.254857283,38.1592120916,1347282335.5,2024-07-06
42,688287,*ST观典,226412483.08,174389964.15,46446076.7,1048272994.72,0.5460560123,14190083.57,,32213805.56,-39.5836522833,3.0730359098,1016059189.17,2024-07-03
43,300313,*ST天山,15971162.89,10860306.47,73100987.42,318267849.41,-59.6284971873,22884212.96,6977451.77,237005183.98,-65.6863561826,74.4672088052,81262665.43,2024-07-03
44,002092,中泰化学,7071318454.52,1925068993.97,3695308730.05,77423543526.47,-5.8524513033,6307809754.5,770995.15,46365911811.33,-5.9291222265,59.8860626877,31057631715.14,2024-07-02
45,000547,航天发展,1045543452.9,3052145625.19,2457482705.25,13841065710.12,-5.1846887866,1481894824.71,,4341038413.25,-1.1773760631,31.3634694334,9500027296.87,2024-06-29
46,600326,西藏天路,2441990446.27,1967011580.3,338923512.92,13241382670.56,-3.9734253815,1962058161.07,,7514415416.28,0.3967740295,56.7494770239,5726967254.28,2024-06-28
47,600580,卧龙电驱,2881684925.54,5049594319.75,3528651829.23,25506523612.8,8.8701964329,4453686032.43,4070886.1,14373706657.44,7.4549831505,56.3530603999,11132816955.36,2024-06-26
48,301099,雅创电子,203489499.4,836156342.23,372035657.19,2298838346.8,14.6938456731,208671169.91,,1144415178.58,29.2911655139,49.7823250675,1154423168.22,2024-06-26
49,603163,圣晖集成,541520335.32,466164997.06,,1821281581.1,1.7938688203,580810942.38,,759279129.62,-6.0935229625,41.6892773473,1062002451.48,2024-06-20
50,603377,ST东时,138994411.09,37104053.03,240800377.28,5128654828.7,-3.2319116847,279352319.34,,2681892546.32,-5.7804735781,52.2923190563,2446762282.38,2024-06-15
51,603022,新通联,166391294.66,250113921.31,117621040.67,1036672566.69,8.3609155391,145685625.99,,273094680.6,17.3943152603,26.3433883923,763577886.09,2024-06-05
52,600403,大有能源,4957805111.85,789232106.58,236521258.75,21634831337.03,-2.7289613294,2614940112.06,156928772.05,13616861536.65,-2.0435665139,62.9395317418,8017969800.38,2024-05-28
53,002388,新亚制程,238295749.15,895829201.18,339682859.82,3420101299.44,32.7902286563,262667955.67,,1617747904.22,46.5515208207,47.3011692515,1802353395.22,2024-05-23
