序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,603167,渤海轮渡,-10257309.67,52.7793230186,151673410.92,1478.6860863098,167823602.31,1636.136645078,-329482073.67,-3212.1685341494,2025-08-30
2,603398,*ST沐邦,-28269614.98,68.3688005056,226582497.74,801.5054251722,-286026920.58,-1011.7821582726,31176928.2,110.2842335209,2025-08-28
3,603093,南华期货,2003904710.91,283.6838352519,1681898165.52,83.9310450424,249726030.02,12.4619713033,64625442.76,3.2249758388,2025-08-19
4,000903,ST云动,-17614981.14,96.4482586014,-578339170.74,-3283.2233321369,79176332.74,449.482926554,481548878.01,2733.7462026371,2025-08-13
5,603613,国联股份,1705683735.58,130.4698022668,712321621.82,41.7616470722,624051870.87,36.5866108618,368988763.64,21.6328945363,2025-07-26
6,300460,ST惠伦,-13843160.72,-173.7062407068,14473646.32,104.5544916566,-18864620.26,-136.273938023,-10284510.19,-74.2930779901,2025-07-15
7,688573,信宇人,-65047829.86,-31.392940775,-68675996.69,-105.5776908128,-10281548.79,-15.8061365185,13415213.9,20.6236148521,2025-07-08
8,300551,古鳌科技,-36936033.26,-108.0219742257,-29683048.92,-80.3633912474,790797.22,2.1409911953,-9827123.9,-26.605791236,2025-06-30
9,300338,ST开元,271218.64,-97.4869209154,-83833265.78,-30909.84667573,37964955.85,13997.9154271993,46137859.5,17011.3158520373,2025-06-20
10,688246,嘉和美康,-330410701.32,34.7629233383,-195696440.66,-59.2282392423,-56704988.3,-17.1619708664,-78010335.09,-23.6101115304,2025-05-01
11,600525,ST长园,145080899.84,129.6586010571,-317267908.0,-218.6834437544,-57992193.26,-39.9723142908,554063543.27,381.8997151803,2025-05-01
12,688189,南新制药,-91676237.13,31.2344283294,52442313.53,57.2038242098,-9281377.09,-10.1240816383,-134837173.57,-147.0797425715,2025-04-30
13,603922,金鸿顺,-55029518.26,-241.659919176,-29058332.07,-52.8049908282,-41171985.34,-74.8180006692,15173460.69,27.5733118693,2025-04-30
14,600592,龙溪股份,-300188669.92,-253.2806639507,-32369039.79,-10.782898568,-149928291.1,-49.9446868331,-117896051.87,-39.2739845583,2025-04-30
15,300472,*ST新元,-35054796.61,12.3285736154,-103901343.86,-296.3969382449,-1620245.84,-4.6220374861,70425520.18,200.9012374641,2025-04-30
16,002227,奥特迅,-658809.05,-100.4588072871,19293684.27,2928.5700112954,-9771123.24,-1483.1495165405,-10129231.06,-1537.5063624278,2025-04-30
17,002193,如意集团,-27797562.04,-19.4126807959,-26341789.42,-94.7629485712,-1056122.0,-3.7993331879,-955444.09,-3.4371506704,2025-04-30
18,688333,铂力特,-175113174.23,-375.5347684758,-282160710.86,-161.130487241,-104284010.65,-59.552350135,210255544.17,120.0683758344,2025-04-29
19,301206,三元生物,-378170963.05,-234.2358938494,245777.66,0.0649911506,-244412181.24,-64.6300761086,-135121770.0,-35.7303397676,2025-04-29
20,300959,线上线下,-82397270.86,-2.854828111,-4799129.7,-5.8243794362,5158983.93,6.2611101996,-82765199.91,-100.4465306268,2025-04-29
