序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,000833,粤桂股份,46528941.19,-34.886765636089,1381191271.59,5.9632210919,1237552030.68,11106693.63,69417790.51,6756316.41,1352205561.63,37975870.49,37672991.05,2025-01-25
2,002569,*ST步森,-4316769.08,66.106628659882,180707847.88,4.3471461902,128537940.44,24339603.63,23570894.45,-396407.95,176881888.03,-4592981.02,-4450586.15,2024-09-07
3,300335,迪森股份,55134467.68,-39.274078107586,570604877.49,-30.9689032658,403582062.16,37458045.46,34238296.06,24996603.88,520799876.27,95719158.2,97472704.03,2024-08-28
4,300277,海联讯,6597368.65,492.435753894918,118705776.46,107.972961684,89586065.22,5949422.71,11643765.78,-2024033.5,116868863.21,8565267.96,8553483.85,2024-08-02
5,000903,ST云动,147363679.04,-16.510155194414,3406245663.34,6.7983692737,2941185878.08,123042484.79,115506186.31,44798738.9,3267958363.86,169257003.41,169134738.82,2024-04-26
6,600302,标准股份,-53914792.65,-99.132533427533,293285481.41,-22.7839629959,230836242.76,36356915.89,43520621.51,296572.4,330866753.1,-56522055.6,-54943118.52,2023-07-27
7,600310,广西能源,160677683.06,6749.9326492445,7724724060.32,17.7823214218,7267610315.62,53027668.46,76455518.74,189072370.5,7600531442.37,222848336.68,228240869.09,2023-01-31
8,002842,翔鹭钨业,38520792.18,-27.63,744232876.58,-3.662552438,634834972.44,4995197.6,21179884.87,15028771.0,694142877.6,46424817.93,46179198.26,2022-12-03
9,002396,星网锐捷,155208377.42,33.46,3326532778.67,-5.426747257,2175661569.01,551191284.15,109121049.82,1705202.01,3342132969.58,146833990.58,147030480.55,2022-09-24
10,300716,ST泉为,23605916.36,-22.2,872018629.81,74.49,758325340.34,14099289.38,34230200.03,8191770.94,842475734.56,24248807.17,24058604.67,2022-08-29
11,002036,联创电子,122425896.12,26.963275572781,2669694067.79,21.4783608484,2301138278.46,15605879.1,66895314.07,88038495.77,2572989665.27,127685903.44,128111415.98,2022-07-18
12,002255,海陆重工,144961535.82,46.89,1046020340.26,-5.1262112012,823029893.92,13388581.81,51758470.85,17543941.52,925202061.27,181143660.89,178404080.61,2022-05-31
13,002586,ST围海,41640444.58,-58.263701043659,1470202502.31,-1.4506030432,1302945849.57,7567421.74,58762143.6,44638741.5,1438432190.46,71506970.06,73050477.14,2022-04-30
14,300061,旗天科技,39798471.36,-60.171305730643,532747941.51,-44.0018667595,228949585.62,169196944.77,87383325.12,6924636.1,518024795.6,40351908.22,39673137.32,2022-04-27
15,002832,比音勒芬,173882432.54,42.006389293566,845506042.4,25.1466546643,275088065.57,259948978.22,74711301.08,-2296407.55,645150300.04,201688015.14,201150121.33,2022-03-10
16,300424,航新科技,32822663.93,6.69,567900639.51,97.19,412107201.04,9895584.88,89453459.46,9441144.58,539919717.75,34741786.97,34901174.36,2022-03-01
17,600872,中炬高新,366055897.87,7.990114471074,2392154186.39,10.0346697974,1439522022.2,245657905.96,143944406.17,30802093.78,1962845250.72,481521606.24,479253970.15,2021-12-04
18,002436,兴森科技,138958770.4,44.642467010172,1765904990.3,4.3939904702,1213343148.53,96445555.86,148823681.49,31562259.92,1597554072.99,168042097.95,168266270.55,2021-11-04
19,605108,同庆楼,111588369.26,,736535548.55,,324898256.61,245304151.72,36397192.53,-1935451.52,607867000.43,151416994.62,149587875.3,2021-10-30
20,603517,ST绝味,396446069.58,25.805383995471,2489899496.51,19.419567003,1637493890.95,204121690.04,126409847.58,13501560.31,2008422810.5,507357749.98,516030150.09,2021-09-27
21,300904,威力传动,234624.77,110.478985108907,22573054.01,133.5822166437,18003501.07,542823.0,2565081.72,748250.18,23790608.95,74460.5,136571.96,2021-08-30
22,600979,广安爱众,134435391.98,10.209328732563,1107004053.15,14.8555095692,758282004.99,30725481.86,106729919.23,41299915.32,945915491.84,168629675.31,168300327.52,2021-08-28
23,300010,豆神教育,41260516.2,169.028809001958,902738764.65,64.1585627374,574051571.36,126759197.88,110432410.25,38352038.0,883988104.7,26158460.68,26320512.49,2021-08-28
24,600398,海澜之家,2125237193.25,2.86670656822,10721249960.33,7.0664307074,6253217601.88,993414233.5,570025554.85,-7779904.68,7912715277.95,2804037710.19,2821156571.73,2021-08-27
25,300213,佳讯飞鸿,58215503.58,16.730676916435,567159090.79,16.216470054,354577067.42,53501420.07,49819879.08,8145085.08,514967408.88,60162256.2,66482141.5,2021-08-21
26,301237,和顺科技,13228700.0,35.6150616927,109899400.0,37.0123310199,,,,,,,,2021-08-18
27,300175,ST朗源,18985697.24,150.014626207385,250900431.4,61.8024548322,167990751.72,9155337.01,26649276.42,4105340.66,217085160.7,28207650.05,28161450.06,2021-08-14
28,605069,正和生态,63101200.0,312.28063297921,669156700.0,49.747123134,,,,,,77146000.0,,2021-08-04
29,300703,创源股份,48876424.42,64.022681606879,434795136.43,17.3665964147,276004198.67,31315758.34,45692720.29,3047592.04,382217733.08,58731831.1,58623783.76,2021-07-29
30,600996,贵广网络,150070332.16,-37.554857164684,1537836170.41,7.1528964428,1026770731.5,39691252.96,147561983.47,88300845.83,1373394073.6,147291352.8,149687698.0,2021-07-05
31,300376,易事特,268847887.84,-26.02,1636260620.75,-50.77,1101100291.04,98027612.17,32370234.38,104863457.92,1411592227.61,253592657.18,292240525.43,2021-06-26
32,002217,合力泰,520389359.39,-21.36,7007917295.43,-17.5740898151,5753041120.4,82332381.81,238717173.76,305258490.37,6605692436.38,520013752.53,531299947.01,2021-06-25
33,603863,松炀资源,41457609.31,-5.173860178223,285292608.25,2.8952798709,218834150.82,3225795.8,7496802.82,5702556.64,245769840.22,42302535.4,42305060.4,2021-06-22
34,300157,新锦动力,-48183752.47,-139.36427040222,585783477.76,-30.4981077321,457512158.18,15035840.08,70941171.18,39183963.7,606504751.31,-34818052.55,-39178356.5,2021-06-17
35,300201,海伦哲,7810109.96,-63.853050837588,654034340.91,1.1955589527,497977040.98,47753772.99,58913397.53,20303915.49,645533575.16,2237482.24,6916325.19,2021-06-15
36,600191,华资实业,54602150.13,216.295512546051,33202934.7,1396.0376439371,32709752.82,811778.63,20318194.64,3289706.96,58088034.52,55071762.77,55084869.57,2021-06-12
37,688283,坤恒顺维,1735962.64,-180.1,22470361.38,72.838458751,8095173.73,3563089.16,3049693.29,173814.06,20784596.98,1885394.01,1884980.42,2021-05-27
38,301172,君逸数码,8355490.95,25.99,117627069.09,41.3364262968,82731303.5,4358770.03,7686672.98,6342.74,98484838.05,9125806.0,9136566.87,2021-05-27
39,000935,四川双马,401926538.49,37.069554841837,882596792.76,-11.3195569685,474413709.82,17162137.14,12458884.41,-2886214.37,512737128.44,446774167.89,444786245.16,2021-05-15
40,300370,安控科技,4622084.07,117.384209182227,409415897.05,0.0320743495,265882908.06,26987524.22,57719402.43,48225217.32,419066096.18,1720460.68,2044220.51,2021-05-14
41,300348,长亮科技,8664890.99,12.407158399993,520580673.76,19.8965473163,296749188.25,38192736.19,112413744.64,6625107.51,513883775.47,5662991.75,5624848.98,2021-05-11
