序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002726,龙大美食,2321659039.59,458307221.4,2541007653.29,8299473922.24,15.9242831551,448039195.77,,4330542681.47,-2.909651385,52.1785202537,3968931240.77,2026-01-31
2,300128,锦富技术,297677958.45,341470207.59,158560972.02,2258835996.08,-9.6169000517,184546656.33,,995473641.96,-21.3991090796,44.0702044632,1263362354.12,2025-07-03
3,300137,先河环保,632292921.95,757948763.5,369200520.3,2444135054.08,-2.8093619285,176502585.76,,355771790.72,-12.0481268655,14.5561428828,2088363263.36,2025-02-12
4,002569,*ST步森,16120021.48,69952876.51,44551736.98,357384641.53,-42.4722599589,45120230.28,,171768244.76,-40.1491685595,48.0625703513,185616396.77,2024-09-07
5,300277,海联讯,80988528.39,23989615.33,174671621.06,783767954.95,-3.4609360996,31053654.75,,277552687.01,-14.3025492346,35.4126097217,506215267.94,2024-08-02
6,300511,雪榕生物,452098726.2,29701927.58,377411527.66,4523132192.42,9.8308739768,136361806.02,,2398417719.58,8.5059372996,53.0255941579,2124714472.84,2024-04-26
7,000903,ST云动,1607836515.58,2569023287.89,2078875510.38,15518406530.3,14.7636649311,3364747832.29,,9756843593.33,23.3110226252,62.8727155348,5761562936.97,2024-04-26
8,688579,地纬智能,521784746.29,132267938.64,68215163.53,1638659909.36,62.874383036,212064694.22,,437878567.36,138.7806191865,26.7217477439,1200781342.0,2024-04-13
9,600735,ST新华锦,270071069.91,101171334.28,313311037.7,1375212957.03,5.1658245053,121841492.83,,327193273.19,20.3698959226,23.7921895309,1048019683.84,2023-11-01
10,603718,海利生物,60370085.56,91997157.71,112273092.06,1797811160.24,6.3506843912,29694823.42,,834249284.08,19.7778171688,46.403610264,963561876.16,2023-10-28
11,603880,南卫股份,279575924.99,122035193.14,147793509.33,1127517818.84,25.5492226831,101108215.86,75661.18,432255811.04,34.7383666178,38.3369383452,695262007.8,2023-08-31
12,300825,阿尔特,295964759.39,228370983.58,374046216.84,2208757437.79,18.7439883589,88158911.33,,461812748.67,48.0156804527,20.9082600366,1746944689.12,2023-08-26
13,688619,罗普特,386297161.29,327614352.99,179319565.8,1779547823.63,89.0531072112,207243937.84,,445637581.01,-5.4865998872,25.0421806648,1333910242.62,2023-08-17
14,688189,南新制药,122044860.75,850721649.54,73095597.66,2268504632.93,13.9235046805,35912219.61,,624191999.6,32.7526853675,27.515570854,1644312633.33,2023-06-28
15,688565,力源科技,28406223.21,299274348.47,36973959.63,719899704.63,,163630766.98,,300964541.13,,41.806454315,418935163.5,2023-05-04
16,300322,硕贝德,798646292.74,573840614.21,347548153.88,2976188038.21,60.8819241569,374419302.54,,1562847175.48,37.0728594741,52.5117081117,1413340862.73,2023-04-27
17,601179,中国西电,3018358590.78,8189490276.56,4266998958.72,35721334003.69,-0.0639243745,5195512809.82,,14758434765.02,-1.1195288554,41.3154636484,20962899238.67,2023-02-28
18,600302,标准股份,695545281.77,694025966.61,543258823.69,2622898532.39,82.714418749,162184141.3,50592.69,1336301671.39,366.1321855776,50.9475168364,1286596861.0,2023-02-14
19,688529,豪森智能,166908504.05,204166023.93,1234843379.18,2585412350.81,,236742006.79,,1528653505.05,,59.1261005066,1056758845.76,2023-01-07
20,002396,星网锐捷,1565122957.16,1490449193.18,2838273562.88,8778475828.05,24.177723073,1132458762.05,,3849829092.85,63.301131406,43.855324868,4928646735.2,2022-09-24
21,603055,台华新材,354237948.75,519828034.2,1242750351.99,5839782132.16,26.6431982626,553550342.39,928061.95,2739795273.27,41.2827034794,46.9160528812,3099986858.89,2022-07-28
