序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,600360,*ST华微,141561770.59,29.8876917677,124326475.73,87.8248945403,-48754082.06,-34.4401471222,65886638.77,46.5426777974,2023-11-11
2,300838,浙江力诺,-2455760.21,99.8024451806,2486597.63,101.2557178781,-3634305.34,-147.9910508038,-1271842.96,-51.7901933104,2018-10-31
3,301418,协昌科技,438537.54,,-2890794.61,-659.1897719862,-16853304.06,-3843.0698680893,20182636.21,4602.2596400755,2018-04-24
4,688096,京源环保,821265.26,,-4277414.37,-520.8322546116,-245840.08,-29.9343089223,5344519.71,650.7665635339,2018-04-23
5,000713,国投丰乐,-39050973.62,53.3140698941,10647247.54,27.2649989309,-20117985.67,-51.5172447831,-29580235.49,-75.7477541478,2017-10-21
6,603697,有友食品,2808176.06,,64340042.37,2291.1683952608,-61531866.31,-2191.1683952608,,,2017-04-26
7,600097,开创国际,21070438.44,88.2055164726,16462268.91,78.1296932044,-18943086.39,-89.9036175443,23272943.34,110.4530568088,2016-08-11
8,688122,西部超导,-19423566.99,,2450647.43,12.6168763506,-71687459.41,-369.0746372533,49889563.86,256.8506798246,2016-05-09
9,300399,天利科技,-39604671.47,,12542514.92,31.6692815632,-45691678.89,-115.3694177835,-6455507.5,-16.2998637797,2016-03-08
10,002948,青岛银行,524663000.0,,6522874000.0,1243.2502387247,-5559606000.0,-1059.6527675861,-440227000.0,-83.906621965,2016-03-07
11,601868,中国能建,-2707721773.8,,-5820752440.31,-214.9686314389,-1545020213.46,-57.0597846651,4548624219.43,167.9871345514,2015-12-18
12,601611,中国核建,810800648.83,,-3137414732.04,-386.9526666718,-378338174.1,-46.6622929626,4318488617.45,532.6202715404,2015-12-01
13,601136,首创证券,263617500.0,,685257500.0,259.9438580519,-421640000.0,-159.9438580519,0.0,0.0,2015-11-17
14,600540,新赛股份,-141240915.98,57.0783996116,-43466212.14,-30.7745187281,-48279368.77,-34.1822824038,-49495335.07,-35.0431988681,2015-10-28
15,600025,华能水电,3036889377.27,96.2285045839,7197728988.86,237.0099168818,-6183586618.73,-203.6158005956,2016511206.04,66.4005485723,2015-10-08
16,603277,银都股份,-58615003.67,,-131375.06,-0.2241321364,-59646455.77,-101.7597066202,,,2015-09-15
17,002185,华天科技,-83293008.51,30.1368736302,180478837.42,216.6794556332,-238802044.46,-286.7011874488,-25143014.87,-30.1862248942,2015-09-15
18,000797,中国武夷,-53751811.07,88.4004706184,-207196606.13,-385.4690697959,-127326250.15,-236.878065344,281740023.51,524.1498247252,2015-09-14
19,002639,雪人集团,-142344126.77,21.9943854337,-22557393.24,-15.8470839309,-160897799.52,-113.0343788472,40154417.54,28.2093953935,2015-09-10
20,300632,光莆股份,-41258948.45,-790.2322067855,6466609.28,15.6732285309,-47494876.69,-115.1141230552,-238288.0,-0.5775425912,2015-09-09
21,600365,ST通葡,35620006.71,-83.1923431737,-81266128.77,-228.1474268987,116886135.48,328.1474268987,0.0,0.0,2015-09-01
22,600201,生物股份,-98834702.77,-209.8894330671,114252712.65,115.5997938456,-85872335.52,-86.8848017076,-127215079.9,-128.714992138,2015-09-01
23,688798,艾为电子,-5112676.3,,2723675.55,53.2729903123,183363.89,3.5864560798,-8019715.74,-156.8594463921,2015-08-31
24,688539,高华科技,-4373860.79,,2174936.49,49.7257821962,-16405284.63,-375.0756006571,9856487.35,225.349818461,2015-08-31
25,688179,阿拉丁,-111545.96,-107.8527638009,11363480.98,10187.2635996857,-7850522.92,-7037.9267164853,-3650143.92,-3272.3228344621,2015-08-31
26,603993,洛阳钼业,1926580348.45,1016.6616463871,1244030571.91,64.5719537683,1197368641.11,62.1499457354,-522221758.04,-27.1061499439,2015-08-31
27,603693,江苏新能,-36832492.05,,164058523.58,445.4179297922,-222975581.09,-605.3773955542,22084566.43,59.9594683955,2015-08-31
28,603162,海通发展,112265054.88,,170699853.97,152.05074647,-24512.82,-0.0218347731,-58410286.27,-52.0289116969,2015-08-31
29,603161,科华控股,-45607137.99,,36404600.14,79.8221544794,-64876098.52,-142.2498788111,-16888757.28,-37.0309517859,2015-08-31
30,603080,新疆火炬,-13265204.37,,31541759.67,237.7781660216,-3549496.2,-26.7579458333,-41257467.84,-311.0202201883,2015-08-31
31,601985,中国核电,1080461338.58,-35.0817285369,3703114960.2,342.7346104829,-9567398152.73,-885.4919478474,6954091080.24,643.6223890602,2015-08-31
32,601939,建设银行,-31536000000.0,-196.670958249,89520000000.0,283.8660578387,-124092000000.0,-393.4931506849,47000000.0,0.1490360223,2015-08-31
33,601929,吉视传媒,158681458.44,146.6941439463,290282971.9,182.9343987343,-241324200.8,-152.080906725,109722687.34,69.1465079907,2015-08-31
34,601818,光大银行,-20900000000.0,38.0024324404,54587000000.0,261.1818181818,-90735000000.0,-434.1387559809,14895000000.0,71.2679425837,2015-08-31
35,601665,齐鲁银行,-2785724230.0,,7161316909.0,257.0719970009,-9785856978.0,-351.2859195686,-175152668.0,-6.287509227,2015-08-31
36,601601,中国太保,4463000000.0,23.6630645608,23948000000.0,536.5897378445,-66401000000.0,-1487.8108895362,46874000000.0,1050.2800806632,2015-08-31
37,601390,中国中铁,-3907601000.0,-148.4531116199,-9677469000.0,-247.6575525495,-7802773000.0,-199.6819276072,13546163000.0,346.6618777096,2015-08-31
38,601186,中国铁建,342560000.0,-94.5577176476,-11941774000.0,-3486.0386501635,-7325331000.0,-2138.4081620738,19597653000.0,5720.9402732368,2015-08-31
39,600988,赤峰黄金,-140632025.81,-27.9806295055,17411023.1,12.3805534335,-28177962.52,-20.0366611785,-129865086.39,-92.343892255,2015-08-31
40,600956,新天绿能,1925724535.22,412.4312879417,524717980.8,27.247821337,-729386230.39,-37.8759379678,2118878777.89,110.0302114418,2015-08-31
41,600900,长江电力,433645532.36,-84.9372913487,5878794902.9,1355.6682737872,18805905.89,4.3367000203,-5464019850.21,-1260.0198647207,2015-08-31
42,600815,厦工股份,-422780876.43,29.391128196,-697766645.36,-165.0421493167,203455399.76,48.1231321241,68042163.2,16.0939548105,2015-08-31
43,600797,浙大网新,-297087719.45,-38.2453458714,-348362096.86,-117.2590026626,7103454.61,2.3910293644,48132743.24,16.2015257073,2015-08-31
44,600783,鲁信创投,260116423.76,2195.9892473423,-73410358.06,-28.2221156968,12813307.42,4.9259893838,320579369.72,123.2445706757,2015-08-31
45,600782,新钢股份,-458503647.26,-339.2937674745,-29562103.63,-6.4475176603,-166495046.72,-36.31269843,-279561439.95,-60.9725662207,2015-08-31
46,600775,南京熊猫,-610957578.44,-147.2054660989,-70630298.06,-11.560589565,-453467497.23,-74.2224195644,-86885836.03,-14.2212551405,2015-08-31
