序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,300128,锦富技术,-88684375.75,-266.0425836202,20949707.68,23.622771771,145702409.47,164.2932120092,-254879166.9,-287.4003055719,2025-07-03
2,603959,百利科技,-57804193.49,81.3753196699,209543175.6,362.5051452993,-68836893.65,-119.0863317934,-198511029.7,-343.4197723636,2025-05-01
3,688053,ST思科瑞,-1841660.45,,21012511.96,1140.9547270236,-36811569.9,-1998.8250222781,13957397.49,757.8702952545,2025-04-26
4,300730,科创信息,-92525525.21,11.6960082442,-136003992.04,-146.9907809022,8093832.16,8.7476749163,35384634.67,38.2431059858,2025-04-25
5,002512,ST达华,-174497520.77,-23.7776950311,157171907.6,90.0711407855,119915196.72,68.7202867931,-451332732.56,-258.6470745077,2025-01-27
6,002178,延华智能,-55368016.81,46.0613855565,-95603000.07,-172.6682759797,-12244445.27,-22.114653866,52479428.53,94.7829298457,2025-01-18
7,600576,祥源文旅,-21727837.3,44.2090596455,-13980060.28,-64.3417017855,-6312243.71,-29.0514128159,-1420823.76,-6.5391863,2025-01-03
8,002569,*ST步森,-37551345.59,42.3812866974,-62037787.62,-165.2078950708,25077064.23,66.7807340483,-548000.0,-1.4593351886,2024-09-07
9,300277,海联讯,-43366787.33,39.5216781757,2818754.8,6.4998008235,-16476434.84,-37.9932105983,-29709107.29,-68.5065902252,2024-08-02
10,300398,飞凯材料,-342269614.41,44.1307889533,284916900.0,83.2434104591,-503794576.95,-147.1923173252,-122937253.53,-35.9182493433,2024-05-14
11,002799,环球印务,-35013125.69,-478.8039703707,46144103.8,131.7908723961,-97479777.32,-278.4092405319,16322547.83,46.6183681358,2024-04-26
12,300816,艾可蓝,-7344208.54,-109.1312497114,-44937656.82,-611.878823637,-237655373.88,-3235.9562311666,275308912.06,3748.6532491628,2024-04-24
13,688579,地纬智能,297261201.08,205.0397847864,-45332266.42,-15.2499775468,382644468.5,128.7233137422,-40051001.0,-13.4733361954,2024-04-13
14,600353,旭光电子,-53674773.32,23.0587410609,-5708769.48,-10.6358520528,-63185396.45,-117.7189814539,16792835.42,31.2862717088,2024-04-13
15,603843,*ST正平,-156656487.68,52.6601479287,-79580574.4,-50.7994118715,-510258905.61,-325.7183364485,433182992.33,276.51774832,2024-03-30
16,002843,泰嘉股份,2939524.42,116.2489180816,87309044.98,2970.175868789,-130324085.05,-4433.5091813934,46249632.18,1573.371252347,2024-03-30
17,600982,宁波能源,246721175.8,439.4802628755,357364332.86,144.8454238682,-741418511.28,-300.5086648424,631318304.74,255.883307419,2024-02-08
18,301206,三元生物,196486193.91,369.2823014921,520410877.71,264.858750304,-330668081.12,-168.2907457974,6399056.94,3.2567463457,2024-02-05
19,002570,贝因美,26125850.01,-38.1762450158,91825044.89,351.4719898294,239712088.55,917.528380735,-304160475.13,-1164.2127433694,2024-01-31
20,688659,元琛科技,-18214658.45,-13873.2963113949,65433918.75,359.2376927057,-218522971.19,-1199.7094087153,134806988.66,740.1016551041,2024-01-27
21,688260,昀冢科技,31925795.73,435.6664723903,-15360690.59,-48.1137282212,-175505905.59,-549.7307164221,222792391.91,697.8444446434,2024-01-18
22,300008,天海防务,-159278726.09,-368.3206280739,-182008980.17,-114.2707407561,-32549554.77,-20.4355946139,55279808.85,34.7063353701,2024-01-17
23,603011,合锻智能,-84143539.64,-234.7202821704,-73369137.82,-87.1952120554,-74103637.57,-88.0681248817,63897035.92,75.9381364195,2024-01-16
24,600850,电科数字,-804454207.32,-43.9957139221,-508136262.28,-63.1653433665,-60871599.39,-7.5668196942,-233954802.54,-29.082426372,2023-10-31
25,002513,蓝丰生化,-131446405.16,-78.3310306186,57873864.42,44.02848777,-92691397.23,-70.5164946255,-96660240.95,-73.5358573194,2023-10-31
26,603880,南卫股份,-144353945.1,-205.4384566507,-32528313.83,-22.5337200223,-234883824.25,-162.7138240574,124720592.17,86.3991573515,2023-08-31
27,600530,交大昂立,10300587.23,116.0371685468,59767073.49,580.2297689974,4609051.26,44.7455194261,-54001226.48,-524.253863146,2023-08-31
28,688130,晶华微,-71891048.68,,54908069.56,76.3767820447,-272714521.85,-379.3441977233,145914476.0,202.9661253788,2023-08-30
29,300301,ST长方,-50327763.39,-22.1687016375,-37189608.5,-73.8948166876,399616312.32,794.0275613349,-412222550.58,-819.0758396824,2023-08-30
30,300195,长荣股份,-90767961.49,22.2036100829,58975476.44,64.9738910866,44554296.44,49.0859282379,-202451592.32,-223.0430087849,2023-08-18
31,688619,罗普特,392533447.72,1407.8492046126,-163014526.55,-41.5288244854,-154378329.88,-39.328707089,709926304.15,180.8575315743,2023-08-17
