序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002726,龙大美食,2046575526.44,423071711.52,3216079681.45,9200788721.87,26.5213174635,479798940.49,,5263460376.21,18.1696716358,57.2066214682,3937328345.66,2026-01-31
2,300128,锦富技术,266229033.09,314151906.93,154881892.35,2198451410.69,-13.4684220558,194841557.33,,958358107.89,-26.4151031035,43.5924170637,1240093302.8,2025-07-03
3,000833,粤桂股份,1061258606.83,14989387.38,811985813.67,5142180285.42,9.5019152175,475002977.33,,2224374059.5,14.5035031711,43.257410982,2917806225.92,2025-01-25
4,300617,安靠智电,1566545353.48,510603966.76,177402034.18,2936277134.72,163.7242677166,122637894.4,,464306614.76,73.2751823418,15.8127653984,2471970519.96,2024-12-12
5,002569,*ST步森,32506612.13,92029902.36,45626724.48,377082173.24,-33.9696282268,60252414.67,,132265832.58,-50.5582750913,35.0761298111,244816340.66,2024-09-07
6,300335,迪森股份,176487810.24,368971597.52,178261439.74,3101621805.07,-6.1775879538,372289473.64,440190.0,1380983146.92,-12.9630359387,44.5245498553,1720638658.15,2024-08-28
7,300277,海联讯,39822624.26,26155701.73,177890077.19,741251965.35,-1.468252113,30910852.28,,250232279.41,-8.8572141934,33.7580594868,491019685.94,2024-08-02
8,300398,飞凯材料,890014667.95,719656749.41,570400704.67,5740603125.25,28.8640958369,339465249.58,,2684047363.01,44.7544936312,46.7554942303,3056555762.24,2024-05-14
9,300511,雪榕生物,286806234.87,22774981.2,406134517.04,4311699860.85,8.9883124245,172107253.05,,2413233102.34,14.4815800152,55.9694129977,1898466758.51,2024-04-26
10,000903,ST云动,2297277424.1,2540533476.67,1791170808.03,15192805574.16,2.8260240092,3066869773.49,,9374570904.91,2.7024541587,61.704014174,5818234669.25,2024-04-26
11,688579,地纬智能,479452601.94,110396755.11,53123510.52,1641653683.29,57.783163985,229190878.27,,425198691.94,90.7700881037,25.9006327746,1216454991.35,2024-04-13
12,600735,ST新华锦,339613434.89,116378344.95,305360811.76,1407310355.37,0.7055469339,146429802.82,88200.0,357740376.61,0.09478777,25.4201481034,1049569978.76,2023-11-01
