序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002726,龙大美食,1221253868.04,436595477.22,1946509297.48,7247026989.74,-10.440198476,626518666.4,,4510133133.04,-1.598701337,62.2342532935,2736893856.7,2026-01-31
2,688270,臻镭科技,1596364540.79,276976790.6,99969702.55,2158240342.57,4.5832766447,29100911.53,,73065494.36,46.5078677273,3.3854197292,2085174848.21,2025-12-25
3,000505,京粮控股,1251666904.81,94785430.75,2188231545.06,6940517445.79,-0.6153444608,128731589.03,1371674.51,3392300464.8,-5.3876245548,48.8767659082,3548216980.99,2025-10-18
4,603887,城地香江,797523502.42,1966864706.71,784794226.98,8151548886.14,6.4268241872,1064924114.18,,4735626189.15,11.8466291453,58.0948020468,3415922696.99,2025-06-30
5,688246,嘉和美康,521024908.04,421785965.48,565881730.03,2427390682.83,7.5783519508,278863374.92,,617303916.31,22.9605879393,25.4307607208,1810086766.52,2025-05-01
6,603959,百利科技,599822166.58,759452490.73,558755089.88,4390301154.55,19.5692526925,1365447461.18,,3603783266.46,22.8222231129,82.0851039507,786517888.09,2025-05-01
7,300959,线上线下,333586781.62,315378702.1,14018206.62,1275474331.62,3.8651464646,48027799.79,,101377809.29,10.7761540304,7.9482437848,1174096522.33,2025-04-29
8,300152,ST新动力,128333408.4,129186550.55,163837928.11,913384133.88,10.1037412593,137640499.04,,521469333.38,68.0277458675,57.0920069703,391914800.5,2025-04-29
9,688053,ST思科瑞,381208221.25,247958493.04,12283394.03,1845059185.77,301.0006386412,22064763.93,134606.0,96188070.86,10.2753794913,5.2132783383,1748871114.91,2025-04-26
10,300730,科创信息,69835441.48,260967290.28,231391604.19,840708498.04,6.0251526287,32034519.82,,375513047.99,22.6289234976,44.666260525,465195450.05,2025-04-25
11,002306,*ST云网,42667123.7,17537180.68,245715.04,434852469.74,155.5811936358,26138825.34,,339848239.88,302.1266056886,78.1525375912,95004229.86,2025-04-15
12,600684,珠江股份,973015356.62,311988017.11,105972295.04,3877950613.71,-89.155987467,140899606.06,4052526.78,3413406547.35,-89.5664267107,88.020887509,464544066.36,2025-04-02
13,002512,ST达华,364497729.57,510341264.93,257818045.7,5015300396.77,22.4213259939,1033984842.4,168508.0,3545786049.04,24.9094890663,70.6993752822,1469514347.73,2025-01-27
14,000833,粤桂股份,1519737229.7,4835447.27,555548709.64,5172139986.47,-5.2299727377,123435738.22,,1882929117.16,-12.935290702,36.4052234101,3289210869.31,2025-01-25
15,002178,延华智能,248746190.83,359892997.92,87602205.35,1593628948.57,0.2543623776,553945952.62,,979148302.85,6.5182070354,61.4414229692,614480645.72,2025-01-18
16,600576,祥源文旅,728546015.0,258201096.68,14399606.27,3361472448.26,178.9093146127,35036533.55,82952.35,595829633.83,286.6922709494,17.7252571009,2765642814.43,2025-01-03
17,600080,金花股份,475452872.3,114139548.99,25623212.76,1938591247.08,3.5081694665,13180175.71,,253562071.96,29.8994991909,13.0797078725,1685029175.12,2024-12-26
18,688687,凯因科技,772961437.15,329204834.23,183846210.01,2121411843.53,-2.2032375359,292586502.25,,434138949.67,-6.1149425962,20.4646236418,1687272893.86,2024-12-20
19,300617,安靠智电,120707568.31,826817418.37,262231541.45,3627573670.1,12.0498986267,280752028.8,,959330855.89,62.6734784208,26.4455237339,2668242814.21,2024-12-12
20,600590,泰豪科技,1604020810.87,4190024720.31,1865037319.91,13032848818.84,-0.590534514,1236745222.59,3761134.07,8503822449.34,0.17603732,65.2491451988,4529026369.5,2024-11-09
21,002097,山河智能,2325976820.04,5964683882.93,3169402261.08,21623201151.23,0.3379753992,2486494599.97,30083350.0,16763254529.72,6.7953444542,77.5243887918,4859946621.51,2024-10-31
22,300149,睿智医药,263293292.89,326000896.15,37495645.48,3421486177.63,-29.1205459394,55827922.71,,1056864094.93,-43.6286797199,30.8890359353,2364622082.7,2024-10-18
23,688152,麒麟信安,270182511.67,322675538.79,67062897.34,1404737677.36,171.6072750072,20334840.29,,125811195.03,-9.7176937628,8.9562056359,1278926482.33,2024-10-09
24,002628,成都路桥,172304060.75,704867527.7,67581802.94,7360818404.13,-2.7894098042,1493408503.17,557904.26,4297366387.47,-5.4022715906,58.3816384474,3063452016.66,2024-09-30
25,603839,安正时尚,307354044.55,231608254.72,612486724.84,2555339370.71,-26.764796082,102109935.12,,546626225.07,-28.8596659808,21.3915314473,2008713145.64,2024-09-21
26,002569,*ST步森,45191337.33,55968353.34,40817818.48,263059881.52,-23.2995381014,37403883.23,,118606171.82,-2.0371943655,45.0871380062,144453709.7,2024-09-07
27,603988,中电电机,100923753.68,342695530.21,321856203.42,1149518321.48,1.3645648405,148338511.93,,502818085.5,-3.3992340857,43.7416330044,646700235.98,2024-09-04
28,300335,迪森股份,140150372.13,285518655.29,270737523.13,2772930702.99,-7.2104152436,322733199.45,,769435684.69,-49.1457827663,27.7481036169,2003495018.3,2024-08-28
29,001228,永泰运,547006598.12,416918690.2,17421162.6,2781329443.48,30.1005268097,186303883.25,,964722558.19,70.1216689443,34.6856630181,1816606885.29,2024-08-28
30,688560,明冠新材,1350942012.75,592918897.88,250674298.65,3798924316.6,66.364176779,276531568.51,,829380227.87,12.9034742044,21.8319755475,2969544088.73,2024-08-27
31,000722,湖南发展,763869960.86,53925166.84,4947675.0,3656465357.25,11.2423615289,55661870.16,31720450.06,149665266.96,92.1613843803,4.0931679187,3506800090.29,2024-08-24
32,002565,顺灏股份,484962925.8,240019784.4,383861886.14,2693763155.18,-7.3733551382,171732932.79,2015033.44,653933341.08,-18.758463222,24.2758291434,2039829814.1,2024-08-17
33,301152,天力锂能,272149153.86,749662478.88,547194440.55,3747879512.98,70.821555876,570521125.18,,1313346048.88,4.0707531039,35.042376478,2434533464.1,2024-08-10
34,000421,南京公用,2045246420.79,342405320.66,6149140026.95,15479653077.41,0.1092544072,641773878.86,25714945.31,11541177226.8,0.3756745722,74.5570793421,3938475850.61,2024-08-10
35,603567,珍宝岛,794811624.95,2255766654.25,1195198846.02,11375015131.28,-3.8677780161,509518813.28,4.4,4174501322.58,-10.0681748603,36.6988639083,7200513808.7,2024-08-08
36,300277,海联讯,67740603.55,25298445.67,141940664.19,700586680.62,-0.7873217012,37566045.47,,202334413.27,-6.0151999824,28.8807108195,498252267.35,2024-08-02
37,600540,新赛股份,902572641.24,25509432.82,53816035.34,2342515373.23,-7.1916525647,91045212.62,,1575291284.68,2.4984562415,67.2478525726,767224088.55,2024-08-01
38,000968,蓝焰控股,2461617194.11,1199238991.81,41732545.06,12174597581.23,6.6314359075,1455164989.37,,6648144604.16,3.4314160479,54.6066887205,5526452977.07,2024-07-06
39,688287,*ST观典,261897710.3,179709855.78,21306218.47,1069294943.32,2.8894968023,14606949.35,,43575593.31,-18.3040769421,4.0751706143,1025719350.01,2024-07-03
40,300313,*ST天山,25588950.76,7478219.61,62390908.93,315585297.38,-61.1888595131,18949177.77,6785712.85,234475641.17,-67.0266794863,74.2986581177,81109656.21,2024-07-03
41,002092,中泰化学,6215180532.24,2379307220.56,3872818143.87,79293651196.14,1.9150831081,6499143527.43,1048288.71,47963737264.56,6.7275813963,60.4887485203,31329913931.58,2024-07-02
42,600580,卧龙电驱,2881529451.69,5253243600.43,3372384607.65,25279122670.32,7.9596764819,4731339713.61,8052063.98,14236635426.94,5.28989341,56.3177591747,11042487243.38,2024-06-26
43,301099,雅创电子,277783638.94,662805198.66,394725861.13,2219567822.96,39.213734137,131252117.9,,1075649055.2,72.6927786383,48.4620944705,1143918767.76,2024-06-26
44,600343,航天动力,364697863.48,583180933.72,701959690.23,3194809140.25,-14.5546576512,391305254.94,,1314576805.84,-12.1747309443,41.1472719693,1880232334.41,2024-05-28
45,002388,新亚制程,278398459.06,1047331872.72,311193069.99,3427642707.67,37.1265203328,289806668.1,,1620574628.22,56.1252992451,47.2795669337,1807068079.45,2024-05-23
46,300419,ST浩丰,123105555.66,347848532.76,114767991.55,1047006920.24,-21.2318857537,99213960.93,108650.01,426042083.87,-43.1405703088,40.6914296013,620964836.37,2024-05-21
47,300398,飞凯材料,922500123.87,875068809.49,680675271.71,6445717590.84,1.207783993,233265896.96,,2485737472.75,-10.7161662423,38.5641697409,3959980118.09,2024-05-14
48,000936,华西股份,815861025.64,136579021.81,153520232.23,6606097052.45,0.1002411851,71505618.2,2693118.27,1514507631.83,8.9740501318,22.9259064741,5091589420.62,2024-05-14
49,600624,ST复华,300606395.94,89250292.72,675297991.93,1854114870.61,-2.3172807371,58751038.22,1889843.3,991783129.33,6.4362466262,53.4909214661,862331741.28,2024-04-30
50,600603,广汇物流,803713422.28,389704008.84,5776922365.71,24949445725.53,66.9980846128,2368523595.51,19854179.85,18763779208.56,113.2751394549,75.2071986487,6185666516.97,2024-04-30
51,301336,趣睡科技,161945105.04,29933771.78,13797194.77,852198073.34,54.8375373115,37479842.51,,65286377.01,-30.3123287949,7.6609392878,786911696.33,2024-04-30
52,300518,新迅达,433094012.72,19897826.92,6765096.6,1879305399.48,9.1773714705,31364931.01,,274558072.81,-33.0505278574,14.6095505758,1604747326.67,2024-04-30
53,300376,易事特,1680676802.69,3848103672.56,915026368.32,13461975602.79,-4.2615606704,1039637912.36,153333.31,6268749280.25,-13.9829178937,46.5663396311,7193226322.54,2024-04-30
54,300147,ST香雪,127449530.34,632350525.2,490782328.77,8493360097.18,-22.3742004966,1019018359.54,,5834875193.49,-19.9747327843,68.6992559685,2658484903.69,2024-04-30
55,002822,ST中装,912727991.73,2450474466.53,680868341.63,8922053105.96,-2.7512272736,1026734197.56,,5335008630.41,-1.4349116993,59.7957506759,3587044475.55,2024-04-30
56,002055,ST得润,688930166.75,1466927244.21,976748942.74,7785037365.07,-14.1732744881,1746071555.8,,4973052385.11,-11.5105345638,63.8796212774,2811984979.96,2024-04-30
57,000955,欣龙控股,131145525.05,86424048.22,101631224.25,969405268.31,-20.565921361,25141562.1,,200302096.1,-40.8703134535,20.6623692534,769103172.21,2024-04-30
58,603595,ST东尼,259646733.09,534280819.31,653695079.6,5215837369.71,50.1645432237,429948536.59,,2871058685.68,58.645449981,55.0450192783,2344778684.03,2024-04-29
59,300427,红相股份,366802990.55,1075488466.27,878915427.09,3927771912.44,-0.4083462033,484353503.31,634002.88,2496105608.4,13.3188471135,63.550166966,1431666304.04,2024-04-29
60,300270,中威电子,137298690.69,344719294.58,43436712.61,1017361374.01,5.5231310197,189973149.35,1906650.26,284473759.97,27.1873116022,27.961918669,732887614.04,2024-04-29
61,002992,宝明科技,399928716.74,381640848.87,129703063.14,2374821691.79,20.8067590195,395883777.64,,1491060395.44,61.299696507,62.786204143,883761296.35,2024-04-29
62,688262,国芯科技,624254507.48,300479552.49,396226364.05,3070023389.07,1.0681533316,49694994.16,,447683246.56,92.572412428,14.5824050772,2622340142.51,2024-04-27
63,688151,华强科技,1318154054.08,657835425.55,294676240.14,5080499465.48,-1.4098447327,335847942.03,,890440443.99,-5.0527420228,17.5266319786,4190059021.49,2024-04-27
64,603922,金鸿顺,504207359.53,125415004.75,171202458.51,1286110103.82,4.7023765974,37544592.92,,281311256.65,55.5360400174,21.8730306071,1004798847.17,2024-04-27
65,603458,勘设股份,733696369.19,2676452577.52,277635930.76,7187262793.56,-0.8337434907,1167869133.78,718589.71,3745354747.52,-4.0911882963,52.1110032442,3441908046.04,2024-04-27
