序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,301418,协昌科技,13974112.49,3086.5259448484,302222.58,2.1627318387,-1932499.77,-13.8291413597,15604389.68,111.6664095209,2020-11-16
2,300614,百川畅银,-7042342.93,,12467215.71,177.0322154704,-32197959.93,-457.205226301,12688401.29,180.1730108306,2019-06-28
3,301172,君逸数码,160389.97,,220624.47,137.555029158,-60234.5,-37.555029158,-2408980.82,-1501.9522854203,2019-04-30
4,300838,浙江力诺,777326.63,131.6531975245,600976.19,77.3132125938,-7995000.09,-1028.5251760897,7987243.62,1027.5273368674,2018-12-25
5,002323,雅博股份,-52892120.84,1.4208603395,-52155880.84,-98.6080346405,-736240.0,-1.3919653595,-5595833.32,-10.5797106093,2018-08-31
6,300825,阿尔特,-87063214.25,,-69117733.98,-79.3879878838,-8041029.19,-9.2358515123,-9701690.95,-11.1432722001,2018-04-27
7,688257,新锐股份,6716481.91,,14139902.89,210.5254369694,205955.4,3.0664178473,-7629376.38,-113.5918548167,2018-04-24
8,688096,京源环保,422671.57,-48.5340984714,-1368821.93,-323.8500119608,-102068.0,-24.1483002985,1893561.5,447.9983122593,2018-04-23
9,301263,泰恩康,130587769.79,1152.4015431644,-26756200.05,-20.489055057,-57490204.29,-44.0241872439,214834174.13,164.5132423009,2018-02-26
10,300796,贝斯美,856609.4,,-70856927.92,-8271.7896768352,-4254630.77,-496.6827085951,75795650.53,8848.3328025586,2018-02-13
11,603516,淳中科技,8460847.36,,11798694.7,139.4505088909,30950013.84,365.8027680102,-34521440.0,-408.0139793469,2017-12-13
12,000403,派林生物,20697684.49,161.5903491077,67973234.96,328.4098518017,-28585794.6,-138.1110752452,-18689755.87,-90.2987765565,2017-11-09
13,000713,国投丰乐,-227000449.01,-481.2926745922,-3202808.34,-1.4109259933,-113991150.73,-50.2162666317,-110422507.08,-48.6441800277,2017-10-21
14,300960,通业科技,-25130328.32,,-3592933.84,-14.2972021465,-902540.44,-3.591439111,-20634854.04,-82.1113587425,2017-09-04
15,002943,宇晶股份,18665275.09,,12476367.41,66.8426655907,-1477728.65,-7.9169936841,7666636.33,41.0743280934,2017-08-30
16,688159,有方科技,2781796.2,,30566796.09,1098.8150781858,2215000.11,79.624816153,-30000000.0,-1078.4398943388,2017-08-29
17,300943,春晖智控,3613010.27,124.6929657988,118026.52,3.2667086772,3643713.12,100.8497858491,-365046.69,-10.1036715293,2017-08-28
18,300775,三角防务,40961244.36,,-26596062.2,-64.9298199201,-11135230.99,-27.1847966632,78692537.55,192.1146165834,2017-08-23
19,300774,倍杰特,46619243.15,,-32601992.65,-69.9324794808,29234154.69,62.7083425527,49987081.11,107.2241369281,2017-08-01
20,300776,帝尔激光,3092065.94,,4385141.0,141.8191295105,-1214478.96,-39.2772658658,,,2017-07-07
21,002715,登云股份,21806594.58,54.7311482055,-7034566.04,-32.2588931261,-6917927.43,-31.7240154331,35889923.34,164.5828889437,2017-06-10
22,301042,安联锐视,11033318.24,,12774870.43,115.7844825293,-7628083.65,-69.1368043962,5305047.6,48.082068192,2017-06-07
23,605299,舒华体育,-108336704.9,,-18294071.21,-16.8863094248,-15957285.62,-14.7293437019,-73542440.23,-67.8832167712,2017-04-25
24,601666,平煤股份,139898963.84,51.5429110759,-759485908.55,-542.8817252847,-433861333.53,-310.1247654888,1333246205.92,953.0064907734,2017-04-25
25,002229,鸿博股份,-18866629.41,-177.7227698987,-59992031.13,-317.979591512,-14953902.64,-79.2611245763,56080060.59,297.2447243824,2017-04-15
26,600764,中国海防,-25618064.93,66.2238136426,25022972.18,97.6770581555,-14203143.51,-55.4419061268,-36437731.91,-142.2345208725,2017-04-10
27,600517,国网英大,-617840966.17,-120.9740993233,-659200761.39,-106.6942461709,-53172756.31,-8.6062205683,96206033.39,15.5713263862,2017-04-08
28,002490,山东墨龙,-92657847.79,-122.7824622416,126758914.81,136.8032150901,-120485175.1,-130.0323480134,-104606463.99,-112.8954173715,2017-03-31
29,600803,新奥股份,4324639.0,-98.8764134034,565970324.34,13087.1114176235,-1783613590.61,-41243.06307671,1221967905.27,28255.9516590865,2017-03-29
30,000822,山东海化,-196821731.89,-123.7653416503,119205960.8,60.5654465365,-611345.15,-0.3106085614,-315416347.54,-160.254837975,2017-03-25
31,000737,北方铜业,3271768.95,114.7165227793,66210693.64,2023.6971085626,-16438809.15,-502.444072342,-47420303.34,-1449.378121276,2017-01-26
32,002936,郑州银行,334737000.0,-37.339460783,-6720790000.0,-2007.7822290335,-2019637000.0,-603.3503915014,9074828000.0,2711.0322432238,2016-12-14
33,300829,金丹科技,498668.61,-89.6969709279,58781354.22,11787.6587860624,-53787978.03,-10786.3171957024,-5005205.53,-1003.7137749657,2016-12-12
34,002948,青岛银行,-534335000.0,-201.8434690458,-3219679000.0,-602.5581330064,-7296124000.0,-1365.4587477893,9981880000.0,1868.0939859826,2016-11-17
35,603225,新凤鸣,111445956.93,-75.165569352,242780202.17,217.8456795185,-634856665.47,-569.6542817329,507227640.76,455.1332813972,2016-10-31
36,002577,雷柏科技,-34361671.11,-132.5986079704,-12895855.57,-37.5297683536,-47594155.7,-138.5094326398,26727754.28,77.7836275612,2016-10-31
37,300818,耐普矿机,6914735.29,,13502621.96,195.2731578825,-6029985.3,-87.2048610266,-637000.0,-9.2122109276,2016-10-28
38,002670,国盛证券,21411414.58,142.8454108166,105266768.68,491.6385523558,-12015573.28,-56.1176060325,-71839780.82,-335.5209463232,2016-10-26
39,002929,润建股份,-25652221.43,,-93149652.32,-363.1250906444,-1453902.44,-5.6677447759,68951333.33,268.7928354203,2016-09-28
40,601916,浙商银行,-2113804000.0,,124573266000.0,5893.3215189299,-157437133000.0,-7448.0478322493,30749143000.0,1454.6827898897,2016-09-26
41,300986,志特新材,-1274396.58,,-22618091.45,-1774.8079212516,947348.24,74.3370042628,20402913.25,1600.9861898719,2016-09-23
42,600908,无锡银行,-1373285849.58,,5965225029.76,434.376064647,-7550208370.23,-549.7914634844,212290113.64,15.4585524714,2016-09-22
43,601696,中银证券,18865496037.04,1146.1369753602,17342061897.33,91.9247596951,-29074909.35,-0.1541168559,1552532714.02,8.2294826013,2016-09-21
44,603160,汇顶科技,50363950.35,,154483999.39,306.7352705982,-4850140.51,-9.6301828516,-99191311.25,-196.9490291383,2016-09-20
45,300542,新晨科技,-68901569.11,,-85622459.85,-124.267793834,-2042040.2,-2.9637063805,18760048.34,27.2273165652,2016-09-19
46,002815,崇达技术,-59476801.86,,233294337.83,392.2442541197,-163387370.35,-274.7077267782,-137468794.47,-231.1301047988,2016-09-12
47,688657,浩辰软件,-2980325.2,-639.8235650601,-6098977.02,-204.6413263895,-38966.5,-1.3074579915,3157618.32,105.948784381,2016-09-09
48,301577,美信科技,2940280.18,,883627.19,30.0524826175,-750448.2,-25.5230166535,2807101.19,95.470534036,2016-09-09
49,601163,三角轮胎,-86463536.67,,277020117.43,320.3895284636,-169713991.54,-196.2838880715,-205622116.92,-237.8136782732,2016-09-08
50,603843,*ST正平,-442612428.6,,-481709879.56,-108.8333377993,-55075995.55,-12.4433911005,94173446.51,21.2767288998,2016-09-02
51,002807,江阴银行,-1397553000.0,,-696911000.0,-49.8665166902,-595211000.0,-42.589511811,-100473000.0,-7.1892085667,2016-09-01
52,688819,天能股份,-529475912.78,,1189298767.87,224.6181061619,-967828935.5,-182.7899838575,-750945745.15,-141.8281223044,2016-08-31
53,688472,阿特斯,808494529.13,,1584885495.18,196.0292170295,-661534012.11,-81.8229423051,-115231324.1,-14.2525793247,2016-08-31
54,603986,兆易创新,5578773.26,,43886230.59,786.6645325894,-24294419.88,-435.4796072139,-14017240.77,-251.2602702552,2016-08-31
55,603918,金桥信息,52553071.8,148.9565680171,-95752949.31,-182.2023832868,-1071231.81,-2.038380961,149370699.71,284.2282945485,2016-08-31
56,603077,和邦生物,753498440.28,4777.2056393638,185572094.14,24.6280661273,-262766919.04,-34.872921428,829169991.04,110.042695076,2016-08-31
57,601996,丰林集团,-5076845.76,61.4768820211,61109308.08,1203.686520506,-36410962.92,-717.1965555243,-29775190.92,-586.4899649817,2016-08-31
58,601988,中国银行,207015000000.0,-49.7737556561,667395000000.0,322.3896819071,-484661000000.0,-234.118783663,31574000000.0,15.2520348767,2016-08-31
59,601969,海南矿业,-619401644.37,-92.816815303,156901914.85,25.3312073476,-425103447.01,-68.6313074681,-351200112.21,-56.6998998795,2016-08-31
60,601928,凤凰传媒,494560299.4,205.0297196882,630237223.85,127.4338487369,37870852.01,7.6574791903,-164733587.85,-33.3091006395,2016-08-31
61,601888,中国中免,-2096062061.43,-203.3947998256,556104167.2,26.5309018007,-2613000796.73,-124.6623773605,-34335622.05,-1.6381014037,2016-08-31
62,601881,中国银河,136351266407.97,2661.1119174471,64835902722.47,47.5506421249,-7866978577.96,-5.7696410053,79383760510.3,58.2200390224,2016-08-31
63,601866,中远海发,-3554304693.32,-156.3013563546,1051490622.97,29.583581423,-5885647921.54,-165.5921039241,1268842920.41,35.6987661411,2016-08-31
64,601828,美凯龙,5517823847.44,,1174547638.98,21.2864286982,-1976143001.99,-35.8138109629,6319419210.45,114.5273822647,2016-08-31
65,601811,新华文轩,-14463976.6,,308134256.24,2130.3564348963,-279434578.91,-1931.9346721703,-43163653.93,-298.421762726,2016-08-31
