序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,603260,合盛硅业,2382411101.84,339136113.4,7610454690.39,53733244402.71,77.1784910124,6745545513.39,4570053.59,29755615630.72,195.42084413,55.3765475386,23977628771.99,2026-03-07
2,688781,视涯科技,254589293.26,65637346.96,176668831.5,2255608770.37,,103023277.99,,694923216.12,,30.8086768082,1560685554.25,2026-03-06
3,301682,宏明电子,429939135.63,731009911.0,1023387784.24,4652144989.55,,497712917.5,,1856349581.4,,39.9030895548,2795795408.15,2026-03-05
4,600127,金健米业,250615665.4,75115319.2,712126982.52,1928830309.54,-9.2314453083,60364068.5,,1206461834.48,-10.6753896238,62.5488840834,722368475.06,2026-03-04
5,600079,ST人福,5176226611.1,7527599460.27,3420686053.09,36040070865.38,1.743434869,2813586964.13,309850760.79,18097787881.68,-8.4703111119,50.2157388904,17942282983.7,2026-02-25
6,002759,天际股份,1028808357.93,667785379.24,431172279.17,6218093397.23,36.6280069419,325743236.42,,2075293348.91,137.8719113416,33.3750752254,4142800048.32,2026-02-12
7,688816,易思维,180615803.57,82868310.17,143843689.71,546870318.43,,31039098.6,,253903814.93,,46.428523614,292966503.5,2026-02-06
8,301680,固德电材,83974864.58,142552107.18,51414814.14,564533578.7,,80039713.43,805431.61,247272534.18,,43.8012092654,317261044.52,2026-02-06
9,688818,电科蓝天,2786883299.42,1141426297.62,1136555132.12,6411339359.09,,788812033.22,,3173596149.41,,49.4997374443,3237743209.68,2026-02-05
10,603284,林平发展,187334104.33,181556959.66,201938545.65,1846826395.86,,204496033.33,,915375951.25,,49.5648076778,931450444.61,2026-02-05
11,002726,龙大美食,1855921035.7,621530615.03,1715516935.36,7951502914.05,-3.3870571662,574589132.9,,4473404779.94,-7.625121003,56.258607062,3478098134.11,2026-01-31
12,300087,荃银高科,1355407471.69,474228325.05,1564970730.27,5078108520.77,43.5144891765,579281965.81,,2885034817.02,52.8546509932,56.8131776865,2193073703.75,2026-01-30
13,300284,苏交科,2498607484.87,4338709585.1,57547653.09,15509265228.61,2.8180315979,2755817123.72,798947.48,6920931087.99,-1.3992389154,44.6244937202,8588334140.62,2026-01-26
14,601112,振石股份,1403814242.52,2124169672.63,888838450.69,8397007874.07,,775442747.45,,6006719085.01,,71.5340413525,2390288789.06,2026-01-23
15,688785,恒运昌,51010182.14,18863300.27,52730911.76,216629567.37,,6410258.29,,62520177.6,,28.8604082808,154109389.77,2026-01-22
16,301487,盟固利,326459270.43,1298654897.62,554563792.05,4059655892.61,1.0844155682,334252185.28,19228.0,2350187237.89,-2.5729002849,57.8912917759,1709468654.72,2026-01-21
17,002397,梦洁股份,290588690.31,196979089.34,598081616.8,2786553866.65,-18.8064692843,410937186.72,,1661644435.33,-9.9690198368,59.6308025916,1124909431.32,2026-01-17
18,688712,北芯生命,32099026.56,5783474.97,45706061.08,854327672.98,1.8705236915,7199899.27,,100360149.32,44.8261098172,11.7472665927,753967523.66,2026-01-16
19,001220,世盟股份,112884643.99,390072854.33,,711647050.21,21.7004403813,131167948.89,,196072810.81,21.6817013328,27.5519740793,515574239.4,2026-01-15
20,603352,至信股份,161773962.7,862643233.19,323618251.55,3150736436.38,,575972467.53,421194.12,1938072819.78,,61.5117404745,1212663616.6,2026-01-12
21,300500,启迪设计,537636268.28,961481070.05,3268860.41,3715939536.36,8.4363710042,1068943964.45,,2111553950.45,16.5916425993,56.8242278915,1604385585.91,2025-12-31
22,002342,巨力索具,481536064.72,1095920676.13,662859095.52,4479111238.4,5.8852324577,355399658.43,,1993302149.22,13.9386238419,44.5021800783,2485809089.18,2025-12-29
23,301687,新广益,117307325.1,160297084.86,86122232.65,586052819.04,21.0617651587,55165213.39,,109610788.37,-63.3011249831,18.703226878,476442030.67,2025-12-26
24,688270,臻镭科技,1675805892.94,244820788.14,73009300.93,2162030830.45,330.4202066282,21690298.53,,80169476.63,91.9738074534,3.7080635253,2081861353.82,2025-12-25
25,001396,誉帆科技,84771710.57,333066489.8,14506900.74,958683413.2,8.2386660121,149775646.54,,393424559.33,-1.9573703808,41.0380062816,565258853.87,2025-12-25
26,001369,双欣材料,894051403.42,70254921.7,241255279.77,4800790010.16,-7.1937725657,483140835.8,,1278178910.57,-48.1609096148,26.6243453237,3522611099.59,2025-12-25
27,688805,健信超导,73690469.31,94186936.46,182004946.5,527115605.92,,36340851.66,,169974099.51,,32.2460761171,357141506.41,2025-12-19
28,603402,陕西旅游,190423750.14,29234066.23,25578169.51,971524079.04,-0.0830988826,41740516.82,,492915823.57,20.5201920177,50.7363465512,478608255.47,2025-12-18
29,603248,锡华科技,161921763.07,186395504.97,126339364.32,1256459251.75,18.1752289016,102180116.35,,420436205.32,14.7103052095,33.4619849179,836023046.43,2025-12-18
