序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,603260,合盛硅业,-788092080.53,-180.6232884587,-790203065.16,-100.2678601501,-18352488626.77,-2328.7238991702,18350488869.07,2328.4701524635,2026-03-07
2,688781,视涯科技,-161090024.42,-273.91763542,-286779208.92,-178.0241886191,-961604965.95,-596.9363834987,1091546433.4,677.6002656465,2026-03-06
3,301682,宏明电子,310113871.38,84257.8853374728,740649610.48,238.831499921,-267273781.34,-86.1856904854,-165439057.71,-53.3478418665,2026-03-05
4,688511,*ST天微,10385260.98,125.3946822599,12568584.62,121.0232910295,-11758409.41,-113.2220888107,9575085.77,92.1987977812,2026-02-28
5,600079,ST人福,-1346736698.01,-154.7601128719,1967249725.15,146.0753039593,-1224718407.2,-90.9397069976,-2105567441.09,-156.3458873736,2026-02-25
6,301152,天力锂能,-38811031.6,-115.7779596109,123893311.31,319.2218969774,46523119.24,119.87086486,-209206769.93,-539.039446532,2026-02-13
7,688816,易思维,31459831.38,286.9375716221,45423583.23,144.3859716898,-22976125.09,-73.0332111844,8157212.03,25.928975688,2026-02-06
8,301680,固德电材,83358816.31,191.6230828597,92068964.43,110.4489824899,-45398110.02,-54.4610780594,34689429.39,41.6145897046,2026-02-06
9,688818,电科蓝天,-1058653977.76,-156.161130398,-569518274.51,-53.7964515767,-379199427.74,-35.8190150612,-110041485.13,-10.3944714176,2026-02-05
10,603284,林平发展,239852757.6,61.5509955071,374281203.43,156.0462373562,-2412588.27,-1.005862219,-131303116.92,-54.7432175614,2026-02-05
11,603213,镇洋发展,-355201348.52,-520.8896446916,47272019.28,13.3085134606,-493016529.12,-138.7991715612,90543161.32,25.4906581006,2026-01-31
12,002726,龙大美食,154196220.2,115.4644125743,-588718478.69,-381.7982554478,294965992.31,191.2926217824,447884635.38,290.4640819334,2026-01-31
13,001331,胜通能源,57918526.27,-91.4488409191,65241424.77,112.6434475661,-12418598.83,-21.4414965811,8155445.09,14.0808919274,2026-01-24
14,001266,宏英智能,-78924283.47,-113.9155542971,-4166347.33,-5.2789168895,-50232759.22,-63.646772592,-24525176.92,-31.0743105185,2026-01-24
15,601112,振石股份,597150807.39,118.5612224415,-409336013.22,-68.5481804854,-404698792.34,-67.7716227344,1411780710.06,236.4194593038,2026-01-23
16,688785,恒运昌,26065982.76,183.7714841584,45448856.91,174.3608032295,-308945149.96,-1185.2426697454,289447248.51,1110.4405737357,2026-01-22
17,688712,北芯生命,3889230.61,100.7673179392,-137835792.36,-3544.0375277721,130917929.52,3366.1652560119,10705536.72,275.2610424405,2026-01-16
18,001220,世盟股份,132679136.86,228.4328571161,296989279.73,223.8402259455,-80979862.32,-61.034360214,-83330280.54,-62.805865724,2026-01-15
19,300407,凯发电气,53432001.59,-17.2702641634,217111155.99,406.3316917378,-63983885.28,-119.7482470729,-123184217.19,-230.543894154,2026-01-14
20,603352,至信股份,49260781.55,233.1803015487,390912197.89,793.5566298176,-419359799.33,-851.305615004,77708382.99,157.7489851864,2026-01-12
21,300500,启迪设计,103930478.68,207.822547383,309212970.71,297.519047961,-149546568.15,-143.8909644691,-55820755.54,-53.7097069589,2025-12-31
22,301687,新广益,38157442.19,-29.1072085885,59774409.5,156.6520344901,-17111223.2,-44.8437374675,-4451615.65,-11.666441445,2025-12-26
23,300831,派瑞股份,24988925.64,-58.7118557324,32234547.86,128.9953330703,2849853.0,11.4044638855,-9958710.91,-39.8524972761,2025-12-26
24,001396,誉帆科技,-24127193.9,78.3238080011,-41394889.03,-171.5694299203,-5749715.18,-23.8308491399,23017410.31,95.4002790602,2025-12-25
25,001369,双欣材料,-50006451.09,3.8308526022,349842781.02,699.5952989953,-320426002.46,-640.7693317074,-81443303.67,-162.8655941279,2025-12-25
26,688805,健信超导,44334271.73,189.5746521022,69831477.37,157.5112765927,-33186636.9,-74.8554912599,9204212.81,20.7609428346,2025-12-19
27,603402,陕西旅游,307271050.91,1869.909250341,636891529.82,207.2735221668,-120994901.77,-39.3772538648,-208625577.14,-67.8962683019,2025-12-18
28,603248,锡华科技,80125312.12,253.8917625936,122692340.12,153.125569029,-92682130.5,-115.6714751528,46376164.62,57.8795431718,2025-12-18
29,301449,天溯计量,-5509371.76,-106.272729381,130372977.16,2366.3855488307,-83507658.19,-1515.7383060678,-52374690.73,-950.6472427629,2025-12-18
30,301667,纳百川,63701998.28,315.3253355609,111314972.43,174.7432975975,-210297093.87,-330.1263689494,161444609.38,253.4372762851,2025-12-12
31,688809,强一股份,-188571391.5,-169.1173970382,48397018.84,25.665090794,-225873942.82,-119.7816598919,-10916075.26,-5.7888289274,2025-12-11
32,688802,沐曦股份,2840643.56,102.5592768225,-1017318873.7,-35812.9716809666,-177653224.09,-6253.9780277818,1196977568.59,42137.5488795926,2025-12-11
33,688790,昂瑞微,-65556901.1,85.0116355719,-67090710.18,-102.339660744,-132761543.61,-202.5134522565,130771891.33,199.4784517507,2025-12-11
