序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,000713,国投丰乐,14101919.2,-3.882965658045,253071491.69,-25.6494348929,189291080.76,20989676.99,26153430.12,3056179.94,239864563.93,13206927.76,14099646.79,2017-10-21
2,002490,山东墨龙,4446742.33,-74.930662775731,660989102.61,16.2428459201,598505627.92,15122533.83,27945767.99,13488412.4,657585072.38,3404030.23,6116390.0,2017-09-30
3,600097,开创国际,-25885195.45,-252.624813978009,131570872.91,-23.3832523918,164058750.15,19874551.22,10133759.04,3301492.58,201353274.13,-69782401.22,-25885195.45,2016-08-11
4,002041,登海种业,104790503.12,39.163879891369,395560306.89,23.8149482052,174478354.39,32897966.36,46565586.48,-11361740.0,248532720.8,151479568.07,152968046.19,2016-07-22
5,600802,福建水泥,-23292489.64,56.456393360379,387780787.85,25.6579606343,317436654.65,12063618.8,44075680.12,29028089.71,405473845.89,-15969944.92,-14207347.26,2016-04-30
6,600123,兰花科创,-51657140.52,-112.191327340458,1193192900.27,-37.0677782548,732018565.04,53668468.02,263630496.96,30841421.04,1349357832.0,-74647131.17,-78128786.16,2016-04-26
7,600764,中国海防,-297135.92,-112.127920502051,109778964.43,-20.5353408243,89646595.49,3722887.6,18235377.9,7842305.36,120370311.25,42283.69,527077.8,2016-03-17
8,300399,天利科技,15669907.44,,43586388.24,,17475220.38,2627202.72,7090032.48,-344349.14,26184971.74,18755147.78,18755010.56,2016-03-08
9,300326,ST凯利,14692806.57,2.604676524481,34947294.58,28.6639882685,12051148.73,3915398.67,5248150.36,-306101.34,21546090.12,16307849.81,16887195.43,2015-11-05
10,002591,恒大高新,4479850.89,-27.291692334527,46634522.02,-39.7324629447,26521626.39,3940551.66,9071103.92,771053.96,41897269.73,4736645.62,5367805.85,2015-09-30
11,003816,中国广核,1370085371.47,,4420536939.59,,2070547069.53,955050.29,238564422.33,703530253.87,3096736854.23,1149517443.22,1848465563.47,2015-07-03
12,300497,富祥药业,12991647.88,,114327780.79,,84313897.32,2763379.65,10683208.05,2138867.34,100536283.69,13791497.1,15272374.95,2015-07-02
13,603116,红蜻蜓,55279716.41,,696175858.51,,453730584.6,77861686.87,67539913.8,4349271.9,622038041.48,74137817.03,78490658.26,2015-06-26
14,300494,盛天网络,15462372.9,,42453852.58,,13275764.63,3770431.43,8259142.06,-473433.91,24654851.8,17799000.78,18415840.48,2015-06-26
15,002787,华源控股,12710426.76,,167321006.78,,134083058.77,5723072.31,10898537.85,3567180.41,152521908.35,14799098.43,16107659.59,2015-06-26
16,603866,桃李面包,52417900.0,,407713700.0,,,,,,,66826500.0,68199500.0,2015-06-25
17,601211,国泰海通,951941340.0,,2600771164.0,,,,1149138509.0,,1298955286.0,1301815878.0,1302689666.0,2015-06-25
18,300496,中科创达,33864693.16,,94413014.15,,44446694.91,1928413.86,15077143.97,-1324281.46,61335224.54,34412339.09,36834303.18,2015-06-25
19,300492,华图山鼎,1093575.29,,38899320.74,,27835278.72,1439374.22,7905110.03,527861.13,37954771.82,944548.92,1010420.91,2015-06-25
20,300490,华自科技,809267.69,,60090923.23,,36764416.25,10468714.12,11710269.06,-110014.55,60510140.16,-419216.93,1133833.08,2015-06-25
21,002785,万里石,1533897.56,,119915334.05,,86193801.5,14423418.42,11662313.45,3467420.05,117163536.72,2100878.34,2067001.37,2015-06-25
22,002779,中坚科技,8780418.7,,111255579.37,,85871603.02,3653655.57,9360650.35,-187688.33,100904573.49,10351005.88,10351005.88,2015-06-25
23,002778,中晟高科,7008169.96,,220107488.79,,197847066.5,3330751.21,6546665.0,2814644.98,212374299.73,7733189.06,7880939.06,2015-06-25
24,600331,宏达股份,-36601501.63,-2444.34590952217,614031521.45,-15.6893047639,511786773.33,22358988.36,57983166.33,75050493.47,674937973.51,-60345904.11,-48109378.94,2015-06-20
25,601368,绿城水务,39022690.06,,191516040.02,,105808640.12,4475079.86,13998350.49,42073596.43,167977221.6,23538818.42,45765169.75,2015-06-11
26,603616,韩建河山,11234050.76,,217190406.11,,152725048.44,22716922.37,18835049.22,3676852.64,202250610.73,14928796.11,14978734.35,2015-06-10
27,603117,万林物流,21874239.55,,105591257.39,,33472845.08,2118106.22,12622163.32,28777253.87,78314130.41,28947956.69,29708343.47,2015-06-10
28,300489,光智科技,6843257.22,,30058442.88,,16616664.47,528634.62,2841911.53,255724.77,21955231.08,8103211.8,8305086.8,2015-06-10
29,300487,蓝晓科技,9277200.0,,62331500.0,,,,,,,11529500.0,11869500.0,2015-06-10
30,300486,东杰智能,-7905923.82,,3084995.0,,2353343.66,2955171.46,6755555.42,110688.91,12472599.87,-9387604.87,-9171128.75,2015-06-10
31,300483,首华燃气,14130678.41,,106086690.1,,74406675.47,7590778.16,7334180.44,-376149.66,89345316.58,16741373.52,17439399.4,2015-06-10
32,300481,濮阳惠成,10265991.52,,92968452.89,,72252015.96,2217752.51,5784270.69,553014.27,81409437.41,11559015.48,12119288.8,2015-06-10
33,300464,星徽股份,5459083.0,,69929762.38,,52427952.58,3859751.25,6161704.92,722456.47,63483000.57,6446761.81,6414560.69,2015-06-09
34,603901,永创智能,12123420.54,,167612535.02,,111588742.22,21988216.43,17351001.07,2081231.86,155162422.32,12450112.7,14363443.11,2015-05-28
35,603300,海南华铁,22372244.01,,72513197.8,,25164954.02,9840597.01,4555104.05,8767879.62,48644372.92,23868824.88,26688507.96,2015-05-28
36,002766,索菱股份,14155334.5,,178481749.61,,128968396.46,5658668.78,18770279.94,6785234.23,162570352.58,15911397.04,16778653.99,2015-05-28
37,300465,高伟达,-4237213.19,,85707750.1,,55706083.73,23973380.18,7367795.17,1214498.0,89492084.82,-3784334.72,-3782502.23,2015-05-27
38,603108,润达医疗,7123621.35,,253883369.35,,191696197.9,23513698.42,18138749.04,6188058.13,243200648.77,9932720.58,10166674.27,2015-05-26
39,601598,中国外运,266016000.0,70.648054487828,10316903000.0,-13.8167866889,9516660000.0,127608000.0,327480000.0,60297000.0,10060516000.0,398849000.0,411166000.0,2015-05-26
40,300471,厚普股份,33017341.17,,150135840.24,,84270463.75,12481210.73,19914923.23,-362613.27,119208502.44,30927337.8,38798095.4,2015-05-26
41,002758,浙农股份,8039509.97,,276318982.8,,244307625.72,9346833.26,7328336.35,1437131.81,265898847.37,10356901.07,10218254.52,2015-05-26
