序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002569,*ST步森,30600223.86,64988219.41,105084769.74,531007113.52,-17.5464325571,43524814.19,,239509634.56,-37.1515056353,45.104788328,291497478.96,2024-09-07
2,300277,海联讯,97209533.65,32018944.64,222348844.22,807180895.11,3.659231476,35766297.26,,317225577.8,6.3554382151,39.3004318761,489955317.31,2024-08-02
3,000903,ST云动,1424661323.32,2391601039.01,1883234039.44,14663472915.35,22.8104802806,2739191421.92,,9008438880.22,40.7303478195,61.4345519116,5655034035.13,2024-04-26
4,600302,标准股份,214894236.72,386571275.33,439085113.18,1759616193.97,12.7052290516,156542626.85,,600355369.96,89.499917524,34.118540851,1159260824.01,2023-07-27
5,002396,星网锐捷,1618333486.91,1711232815.24,2445909881.93,8446743622.71,25.0156320727,1277873108.89,,3691438281.31,75.5245915207,43.702501771,4755305341.4,2022-09-24
6,300716,ST泉为,191971464.51,489272482.84,291265049.09,2127198747.81,23.3441439081,300297486.12,,1377797984.65,72.5377197767,64.7705338332,749400763.16,2022-08-29
7,002036,联创电子,1918345121.06,2221870015.57,2393209344.56,11226040959.12,32.5224467766,959818320.88,,8069556839.13,35.7312285264,71.8824817094,3156484119.99,2022-07-18
8,002255,海陆重工,412219486.83,704521049.28,1063675351.52,4621010555.31,-38.9128034654,499646219.83,,2012768601.12,-43.9007543478,43.5568925245,2608241954.19,2022-05-31
9,002586,ST围海,479183833.23,1387354188.65,,8227088075.76,-20.7662643031,1156509791.26,1800000.0,4519832151.24,-7.5704770606,54.9384193972,3707255924.52,2022-04-30
10,300061,旗天科技,406708570.15,375410971.8,38300683.51,3163247757.37,7.8817007584,65135771.77,,928351314.76,49.295812663,29.3480430863,2234896442.61,2022-04-27
11,300600,国瑞科技,209713946.31,512489250.19,261939539.8,1787116034.96,-1.9940160258,188826601.71,,634261405.54,-6.6845749382,35.4907791734,1152854629.42,2022-04-26
