序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,603398,*ST沐邦,92889284.02,214.7961568395,281624431.09,303.1829064689,-185034318.02,-199.1987773102,-3697448.88,-3.9804902352,2025-08-28
2,603613,国联股份,847412858.8,678.2918309211,140880581.5,16.6247868482,623733428.39,73.6044328231,83050977.78,9.800533107,2025-07-26
3,300460,ST惠伦,57876077.11,202.2608218585,4018609.36,6.9434722612,-17487154.79,-30.214823919,71978939.07,124.3673425433,2025-07-15
4,300551,古鳌科技,-85444080.77,-120.0441691156,-56759742.93,-66.4291106166,-21837589.95,-25.5577563164,-6352426.51,-7.4346010312,2025-06-30
5,688246,嘉和美康,-232233333.39,38.3332048339,-147248515.51,-63.4054178875,-5606283.95,-2.4140737543,-79378156.05,-34.1803456426,2025-05-01
6,603959,百利科技,-242392063.78,-701.4821676686,-214235917.61,-88.3840478393,-21468614.65,-8.8569791912,-6687531.2,-2.7589728375,2025-05-01
7,600525,ST长园,-84798333.37,-193.557031783,-169367406.32,-199.7296404176,-106395843.23,-125.4692621915,215937537.62,254.6483274356,2025-05-01
8,688189,南新制药,43681456.52,178.269151682,2670878.86,6.1144455171,-2188650.09,-5.0104787348,43199227.75,98.8960332177,2025-04-30
9,603922,金鸿顺,-9408873.94,-124.9101988867,-7814341.87,-83.0528915557,-3135412.25,-33.3239904158,1546918.86,16.4410626592,2025-04-30
10,600592,龙溪股份,-271626460.55,-272.9571266354,-46743545.36,-17.2087598776,-140301042.9,-51.6522000898,-84578940.95,-31.1379608521,2025-04-30
11,002227,奥特迅,-37738157.21,-231.9665015303,-36686015.43,-97.2119948143,-6055192.97,-16.0452799439,4996047.91,13.2387172013,2025-04-30
12,688333,铂力特,-125227355.04,-104.9762764379,-216564313.83,-172.9369064457,-47493765.52,-37.9260310216,138805972.54,110.8431720016,2025-04-29
13,301206,三元生物,-326130127.08,-3648.0595138845,2622930.65,0.8042589237,-328183999.71,-100.629770898,,,2025-04-29
14,300959,线上线下,-56105846.62,56.5989037285,-22996448.42,-40.9876150266,2790843.13,4.9742465325,-35896136.26,-63.9793148531,2025-04-29
15,300775,三角防务,95383089.99,1071.3864772589,146578736.27,153.6737133232,-124168856.53,-130.1791088368,72973210.25,76.5053955137,2025-04-29
16,002570,贝因美,-16822432.08,50.8402649763,23750966.73,141.1862839871,-14525597.7,-86.346597394,-26579720.89,-158.0016537656,2025-04-29
17,688108,赛诺医疗,-42174018.68,46.2750979689,-19993202.99,-47.4064450478,-31979639.08,-75.8278202574,9800693.17,23.2386987931,2025-04-26
18,688053,ST思科瑞,441099878.31,2607.5759701417,4117741.59,0.9335168275,442920394.48,100.4127219842,-5938257.76,-1.3462388117,2025-04-26
19,000559,万向钱潮,846326048.58,178.514800465,49561715.22,5.8561018302,10384120.6,1.2269645508,786441583.49,92.9241850478,2025-04-26
20,300730,科创信息,-100156402.95,-3.7376818323,-92024017.89,-91.8803143679,2514570.93,2.5106442084,-10646955.99,-10.6303298405,2025-04-25
21,300442,润泽科技,2645900752.94,13.8010902163,257679497.66,9.7388194691,-2318191724.57,-87.6144625604,4706412979.85,177.8756430913,2025-04-24
22,002426,胜利精密,-12979468.83,-154.3977707498,121701409.62,937.6455324482,110817808.35,853.7930927794,-241317707.96,-1859.2263760612,2025-04-24
23,300265,通光线缆,-65289651.61,59.7068583928,-56983271.6,-87.2776469086,-44736058.1,-68.5193702169,37004937.38,56.6781051323,2025-04-19
24,000909,ST数源,55484051.06,141.0221591974,427780430.82,770.9971111471,13451969.84,24.244750668,-385737492.03,-695.2222930025,2025-04-19
25,000735,罗牛山,-85678694.68,73.7504860961,-77653020.27,-90.6328236676,-257646409.51,-300.7123421666,249620735.1,291.3451658342,2025-04-19
26,600844,金煤科技,33956541.62,-40.4614932579,-14034962.86,-41.3321327509,380251.81,1.1198190153,47612184.52,140.2150579786,2025-04-11
27,300437,清水源,-32901168.11,39.2795543216,18056490.91,54.8810025517,35451622.43,107.7518655613,-85832987.49,-260.8812769292,2025-02-28
28,002512,ST达华,-89734463.5,18.1800079,-15887643.88,-17.7051750914,-129221048.9,-144.0038128717,58029137.31,64.6676149237,2025-01-27
29,600228,*ST返利,-12292605.36,-163.1995929517,-10283751.5,-83.6580301639,-66228.86,-0.5387699195,-1942625.0,-15.8031999166,2025-01-25
30,000506,招金黄金,-2510072.49,-102.6439775099,-10380561.09,-413.5562272148,-4011.6,-0.1598200855,7099026.97,282.8215917382,2024-11-27
31,600590,泰豪科技,-190250519.91,-1067.1177550251,79600885.86,41.8400359156,-72200035.65,-37.9499807329,-197566013.52,-103.8451898126,2024-11-09
32,002097,山河智能,579233926.44,1948.1687287634,-709789081.96,-122.5392798247,-68572242.09,-11.8384367628,1365608854.63,235.7611998011,2024-10-31
33,300417,南华仪器,-12554905.37,-29760.6809047652,-2821614.01,-22.4741957573,-9671250.02,-77.0316440864,,,2024-10-29
