序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,600127,金健米业,-252670306.16,-204.9388832872,84702379.23,33.5228862138,-16904939.71,-6.6905130116,-320598352.46,-126.8840637954,2026-03-04
2,002726,龙大美食,-430534428.95,-126.397168932,-87677769.49,-20.3648683112,-1203977394.31,-279.6471811201,861369018.03,200.0697180318,2026-01-31
3,002586,ST围海,-33587688.17,92.2323901878,100203772.78,298.3348311227,229932856.72,684.574822644,-363724317.67,-1082.9096537667,2025-11-29
4,002463,沪电股份,68292557.0,-70.4334944197,1410432087.0,2065.2793641919,-1521180821.0,-2227.4474522897,184962703.0,270.8387430859,2025-11-28
5,300237,ST美晨,2941457.17,131.559655884,35179045.21,1195.9733960702,-366267945.11,-12451.9217497224,334229907.18,11362.7324099368,2025-10-31
6,601777,千里科技,-257664768.1,-112.6829262993,375500566.85,145.7322122923,-371992664.43,-144.3707912312,-256537849.46,-99.5626415484,2025-09-30
7,300366,ST创意,-14840509.87,-120.0075246497,73021262.12,492.0401169478,-640355905.85,-4314.9184998318,552656361.89,3723.9715261212,2025-09-12
8,600267,海正药业,-831372718.7,-338.98074653,1758968465.9,211.5739939904,-515727836.37,-62.033288412,-2074013122.31,-249.4685086074,2025-08-26
9,000903,ST云动,-331007256.4,-126.4428015148,-440898401.9,-133.1990140322,-105307034.98,-31.8141167433,215198550.92,65.0132426885,2025-08-13
10,300460,ST惠伦,69696520.43,2096.7425524016,132474977.07,190.0740184053,-770578806.82,-1105.6201974874,708536851.96,1016.6029058389,2025-07-15
11,300128,锦富技术,-79011959.93,-234.8113847469,54022807.47,68.3729495103,155864760.83,197.2673010112,-287072086.79,-363.3273836573,2025-07-03
12,002538,司尔特,314063058.22,38.9806467871,-34766743.46,-11.0699881919,219565419.79,69.9112531841,135612024.79,43.1798714432,2025-05-21
13,688246,嘉和美康,945642860.05,5232.582801341,-197488721.17,-20.8840704576,-161555757.4,-17.0842253693,1304687499.24,137.9683128122,2025-05-01
14,300472,*ST新元,37350617.68,211.7474120336,-3201829.22,-8.572359492,-266601934.92,-713.78186354,307347194.33,822.8704461147,2025-04-30
15,002528,ST英飞拓,473015624.78,323.5777401562,118531850.94,25.0587601615,609914418.93,128.9417065691,-234566448.5,-49.5895772173,2025-04-30
16,300959,线上线下,259499019.43,1098.8410800142,62408841.48,24.0497407725,-465763291.53,-179.4855689833,662853469.48,255.4358282108,2025-04-29
17,300344,*ST立方,109873926.34,1911.367448684,-319535925.84,-290.8205217416,57979093.14,52.7687460268,371436016.58,338.056560781,2025-04-29
18,300185,通裕重工,-211650767.81,-3525.6168030509,205287332.36,96.9934267114,-676052746.57,-319.4189908051,257047817.73,121.4490362543,2025-04-29
19,002570,贝因美,290440399.75,456.7522202246,246743802.53,84.9550554063,-153539326.15,-52.8643144281,191395529.23,65.898383763,2025-04-29
20,000676,智度股份,-337480853.98,-186.5551766598,181437903.95,53.7624288342,28404824.29,8.4167217058,-556863673.06,-165.0060044867,2025-04-29
21,688053,ST思科瑞,11212461.37,-49.7371051924,58424678.57,521.0691626222,-50382454.01,-449.3433898894,3170236.81,28.2742272672,2025-04-26
22,600293,三峡新材,367580516.18,1233.3107495323,826828864.97,224.9381641776,-172417572.27,-46.9060694679,-286832655.51,-78.0326058875,2025-04-25
23,300730,科创信息,2278629.34,-22.8470580485,-34333306.9,-1506.7526032997,-1381342.67,-60.6216485389,37993278.91,1667.3742518386,2025-04-25
24,300131,英唐智控,107635775.97,330.0128392269,344627739.08,320.1795462282,-22102174.88,-20.5342272872,-208159330.73,-193.3923259754,2025-04-24
25,301662,宏工科技,90017047.58,918.5951596978,126717621.43,140.7706927039,-52008218.25,-57.7759653845,15307644.4,17.0052726806,2025-04-14
26,603120,肯特催化,-73242528.03,-159.656671071,78076294.06,106.599671202,-229197875.81,-312.9300448451,77960777.25,106.441952984,2025-04-11
27,001335,信凯科技,-29271098.32,-850.0926680487,16050484.73,54.8338998234,-83982070.81,-286.9112388332,44865220.22,153.2748096075,2025-04-07
28,603869,ST智知,204781057.73,-79.2734559421,512179168.17,250.1106175774,639045559.27,312.0628276628,-946443669.71,-462.1734452402,2025-04-04
29,688102,斯瑞新材,-24358022.73,-117.0531961541,73036334.56,299.845087467,-221725223.38,-910.2759523535,125119749.3,513.6695645903,2025-04-02
30,603257,中国瑞林,185073906.52,-6.8963763528,147878139.35,79.9022088692,97412931.68,52.6346114975,-59109204.99,-31.9381624895,2025-04-01
31,301658,首航新能,342008234.66,205.0079413028,319243391.71,93.3437734408,-165115921.48,-48.2783467609,204269594.09,59.7265133961,2025-03-28
32,301491,汉桑科技,35572450.55,143.7230278868,-85092548.22,-239.209126457,-8372313.77,-23.5359488609,139499430.49,392.1558069043,2025-03-27
