序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,688511,*ST天微,-103405992.79,-164.6969177844,-15183534.13,-14.6834179725,-88222458.66,-85.3165820275,,,2026-02-28
2,688316,青云科技,14610067.4,181.8507528638,5355548.92,36.6565654584,539101.75,3.6899333538,8720064.31,59.6853119925,2026-02-28
3,301152,天力锂能,-99632124.34,-400.7906457185,-174980426.61,-175.6265138068,-67686209.97,-67.9361304583,143034512.24,143.5626442651,2026-02-13
4,001266,宏英智能,-12773821.13,96.7990400639,-74908285.3,-586.420339988,-72791299.85,-569.8474959779,134925764.02,1056.2678359659,2026-01-24
5,300189,神农种业,-45320101.92,-171.9467984738,-5653251.32,-12.4740481166,-41814488.94,-92.2647725149,2147637.13,4.7388179616,2026-01-13
6,301379,天山电子,-33255452.56,-197.3847950178,-22190197.56,-66.7264940087,14751048.23,44.356780902,-26013661.71,-78.2237489117,2026-01-12
7,300831,派瑞股份,-27929922.42,-263.2373028127,-27857330.29,-99.7400919025,187843.61,0.6725532824,-234302.55,-0.8388943817,2025-12-26
8,300391,*ST长药,-3984366.6,52.995718987,-32816721.93,-823.6371103502,-2690657.0,-67.5303572718,31502907.79,790.662882025,2025-08-26
9,600463,空港股份,5333309.63,109.0113914158,-8427586.73,-158.0179534785,-3932812.29,-73.7405581682,17693708.65,331.7585116467,2025-08-21
10,600173,卧龙新能,-206557399.08,-464.9998297772,-72931127.23,-35.307922909,-90488878.66,-43.8081032503,-43137393.19,-20.8839738407,2025-08-09
11,688712,北芯生命,,,-27062500.0,,,,,,2025-07-25
12,601026,道生天合,,,-63387400.0,,,,,,2025-07-25
13,301632,广东建科,-52289907.74,,-38272337.28,-73.1925890371,-9727943.62,-18.6038645705,-4289626.84,-8.2035463924,2025-07-24
14,300500,启迪设计,12430993.67,124.1755852511,-48156458.09,-387.3902551026,2767815.5,22.2654405068,57819636.26,465.1248145958,2025-07-22
15,603406,天富龙,-22578301.66,,20662939.93,91.5168033502,-42338955.45,-187.5205499845,-1000000.0,-4.4290310895,2025-07-18
16,603376,大明电子,,,44486000.0,,,,,,2025-07-18
17,301491,汉桑科技,76626704.09,,54554401.15,71.1950250215,-3456472.54,-4.5107936992,24263704.97,31.6648161475,2025-07-17
18,001221,悍高集团,-26571068.81,,-31051447.67,-116.8618691707,-68004860.95,-255.935737611,72482930.84,272.788916992,2025-07-11
19,600777,*ST新潮,780937166.74,722.8066632695,1610274364.73,206.1976857181,-663774464.49,-84.9971665788,-169299941.57,-21.679073398,2025-07-05
20,688765,禾元生物,,,-16093700.0,,,,,,2025-07-04
21,603262,技源集团,64252669.87,,27459071.75,42.7360789918,55298008.59,86.0633631285,-18979587.35,-29.5389862996,2025-07-04
22,301609,山大电力,-11678180.45,,6349410.43,54.369860589,-17864686.2,-152.9749114298,-162904.68,-1.3949491592,2025-07-04
23,603175,超颖电子,,,147201600.0,,,,,,2025-07-03
24,300225,*ST金泰,-38983369.98,-2433.5660120937,-69138772.86,-177.3545306511,1924616.65,4.9370196855,28230786.17,72.4175108116,2025-07-02
25,300551,古鳌科技,-17739948.36,79.2379434595,-26003936.2,-146.5840580384,6477623.79,36.514332841,1810737.82,10.2071200167,2025-06-30
26,603418,友升股份,,,-9547600.0,,,,,,2025-06-27
27,600930,华电新能,-348314068.0,-144.0486870721,4313297133.0,1238.3356083683,-10201729371.0,-2928.8881237493,5540427316.0,1590.6412703377,2025-06-27
28,301630,同宇新材,-196452921.51,,56767629.38,28.8963019454,-81510331.31,-41.4910252713,-171574171.79,-87.3360245657,2025-06-27
29,603356,华菱精工,-85530539.02,16.9064232581,-74348121.61,-86.9258190839,-8982058.09,-10.5015801291,-2200359.32,-2.5726007871,2025-06-26
30,001235,里得电科,-35754002.08,,36950863.87,103.3474904077,-51220686.06,-143.2586090514,-21484179.89,-60.0888813564,2025-06-25
31,603370,华新精科,,,-41847200.0,,,,,,2025-06-20
32,300964,本川智能,-23323421.55,72.7894127006,10828704.7,46.4284568059,-26382425.57,-113.1155886088,-8380619.92,-35.9322061818,2025-06-20
33,688729,屹唐股份,-66901456.03,,97613363.4,145.9061867895,-479672797.43,-716.9840925658,316512374.16,473.1023701757,2025-06-19
34,603629,利通电子,687446456.04,3917.7270677394,517128973.9,75.224618493,-56755521.61,-8.255991592,226969572.36,33.0163273613,2025-06-14
35,301584,建发致新,,,-930976100.0,,,,,,2025-06-13
36,001388,信通电子,-154475936.14,,-58274233.75,-37.7238262516,-77057241.41,-49.8830065934,-19256562.38,-12.4657359982,2025-06-12
37,688333,铂力特,-1977696148.01,-1479.2844521696,-196703653.63,-9.9461008623,-1768148253.92,-89.4044444441,-12731007.99,-0.6437292201,2025-06-11
38,603400,华之杰,-307224.37,,-9513755.72,-3096.6800322513,-12254602.16,-3988.8118771307,20787365.21,6766.183688488,2025-05-30
