序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,002323,雅博股份,13243188.51,1327.6155135874,-37150422.61,-280.5247586859,47313176.92,357.2642410419,3080434.2,23.260517644,2018-08-31
2,000713,国投丰乐,-175769958.24,-78.4344132901,47151187.68,26.8255099746,-110892016.9,-63.0892889834,-113318010.15,-64.4694982491,2017-10-21
3,603612,索通发展,588809259.28,,285580173.5,48.5013047942,-153671228.41,-26.0986433192,448385227.45,76.1511848503,2017-06-28
4,002715,登云股份,-940359.42,-102.4575852245,-4740373.77,-504.102332489,-26580464.83,-2826.6282300867,30507873.18,3244.2779357706,2017-06-10
5,000557,西部创业,-252991412.6,-2793.186304574,13781379.66,5.4473705326,-218114840.94,-86.2143258929,-48657951.31,-19.2330446358,2017-04-12
6,600764,中国海防,-2165288.35,98.6494116426,94754061.35,4376.0481762163,6774164.5,312.8527662378,-103700910.81,-4789.2425417612,2017-04-10
7,002490,山东墨龙,-328033332.92,-779.3417285338,110668100.61,33.7368460775,-187968976.12,-57.3017913902,-254246962.14,-77.5064411524,2017-03-31
8,001289,龙源电力,2014463894.14,474.9120399139,12394874212.42,615.293937433,-12680875240.89,-629.4913141793,2308890453.16,114.6156284993,2017-03-16
9,000711,ST京蓝,-33506036.48,-673.2432331316,-2962592.84,-8.8419674519,-40836316.95,-121.8774920584,10292873.31,30.7194595104,2017-02-27
10,603817,海峡环保,-15810356.55,,78761772.23,498.1656927275,-234620492.24,-1483.9671167315,140047841.05,885.7981197774,2017-02-17
11,603839,安正时尚,11598761.59,,145900446.48,1257.8967620629,-248706639.23,-2144.2516711821,114239299.99,984.9267019032,2017-02-13
12,300610,晨化股份,18177934.2,,57422288.41,315.8900663751,-3737595.69,-20.5611685513,-37160025.98,-204.4238117002,2017-02-10
13,603626,科森科技,-5445924.36,,88587610.16,1626.677204896,-276327685.12,-5074.0272330922,182013563.29,3342.197784216,2017-02-08
14,603637,镇海股份,114859885.84,,122025241.15,106.2383444469,21607940.57,18.8124343081,-28773295.88,-25.050778755,2017-02-07
15,603360,百傲化学,-400448.7,,56469922.8,14101.6621604715,-10183869.97,-2543.1147535252,-47994933.31,-11985.2888297552,2017-02-03
16,000737,北方铜业,106032161.84,100.2363453402,103210443.36,97.3388088755,-19149786.29,-18.0603563652,20430458.28,19.2681710204,2017-01-26
17,300615,欣天科技,-21420763.23,,53874496.23,251.5059601357,-14272077.06,-66.6273041103,-62328846.83,-290.9739777279,2017-01-25
18,300611,美力科技,37058921.21,,46052406.19,124.2680701066,-38612746.65,-104.1928512468,29460508.32,79.4964002138,2017-01-25
