序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,688511,*ST天微,-29803474.04,-66.122136296,9484346.19,31.822955194,-42262478.08,-141.8038649564,2974657.85,9.9809097624,2026-02-28
2,688316,青云科技,41506529.92,204.7498671041,11717729.26,28.2310501085,8611743.93,20.7479255592,21102856.38,50.8422564369,2026-02-28
3,301152,天力锂能,-51988492.79,-416.1072724559,-323388784.6,-622.0391614473,53896728.3,103.6704959263,217503563.48,418.3686654633,2026-02-13
4,600615,鑫源智造,56098160.1,876.131417155,2447585.06,4.3630398138,53115216.62,94.6826358036,535358.42,0.9543243826,2026-01-28
5,001331,胜通能源,-50028023.28,-297.6631194151,-13940782.36,-27.8659468154,-2970192.93,-5.937058343,-31119845.88,-62.2048280937,2026-01-24
6,001266,宏英智能,-117385234.23,31.4089189417,-129407183.29,-110.2414491387,-104606256.17,-89.1136409585,116628205.23,99.3550900972,2026-01-24
7,301379,天山电子,-6188985.43,-107.8721430071,7249220.14,117.1309937952,51272228.99,828.4432007461,-66279990.75,-1070.9346709514,2026-01-12
8,688073,毕得医药,-317874454.68,-51.4211439521,89677429.18,28.2115872665,-266685771.14,-83.8965721258,-140764364.22,-44.28300612,2026-01-06
9,300831,派瑞股份,53917335.31,257.0556532379,-39654454.08,-73.5467616343,93855473.12,174.0729073133,-252148.77,-0.4676580705,2025-12-26
10,603983,丸美生物,37550611.04,36.279890835,58582996.5,156.0107675414,193641952.06,515.682559343,-214436049.44,-571.0587484491,2025-10-31
11,300237,ST美晨,2010380.5,215.3122760314,43371852.97,2157.3952279183,92992341.49,4625.6090073496,-134717099.57,-6701.0747254065,2025-10-31
12,001235,里得电科,-44229996.32,,39145718.86,88.5049109586,-58407188.05,-132.0533414189,-24968527.13,-56.4515695397,2025-10-30
13,688802,沐曦股份,,,-961090000.0,,,,,,2025-10-24
14,603175,超颖电子,188933249.42,-24.1094537948,341780079.53,180.8999107247,-756676340.99,-400.499299786,588078607.75,311.2626335255,2025-09-26
15,001386,马可波罗,-574082498.31,,742807867.88,129.390439539,-1167725358.3,-203.4072388093,-149892998.06,-26.1100100597,2025-09-25
16,300482,万孚生物,-446597211.31,-278.7871170665,200359429.47,44.8635648401,-1143805289.26,-256.1156362587,495297302.41,110.9047011192,2025-09-23
17,001400,江顺科技,-70459494.91,-477.0787385553,10439089.26,14.8157310428,-225116811.62,-319.4981909926,143363038.78,203.468729038,2025-09-23
18,300863,卡倍亿,192444292.78,324.4963317804,114159857.56,59.3209889007,-205048346.95,-106.5494559428,281037599.34,146.0358191351,2025-09-19
19,603218,日月股份,-231013838.78,-142.1869277063,-199725634.49,-86.456134206,-280564755.72,-121.4493284046,245862088.08,106.4274284945,2025-09-18
20,600186,莲花控股,234493609.32,2296.1657552257,238255663.47,101.6043312058,-368112502.57,-156.9818911643,364350448.42,155.3775599585,2025-09-17
21,002264,新华都,-217174275.37,-142.4732546466,-166235378.94,-76.5446914266,-2174228.96,-1.0011447978,-48764680.36,-22.4541697109,2025-09-16
22,000972,*ST中基,-9566241.36,-106.5355778082,43638468.42,456.1715179221,-20488347.35,-214.1734311207,-32716363.05,-341.9980932825,2025-09-13
23,301563,云汉芯城,51231128.91,343.2184969881,26520116.03,51.7656288164,-6361364.56,-12.4169907932,31490380.85,61.4672788205,2025-09-11
24,001285,瑞立科密,115892422.09,-2.9433399687,199187728.79,171.8729535528,-143185803.32,-123.5506176658,59401402.7,51.2556400399,2025-09-11
25,688085,三友医疗,-129973872.57,-153.3378299714,-15431761.97,-11.8729723635,-96056197.08,-73.9042356596,-21571800.88,-16.5970286593,2025-09-09
26,605081,*ST太和,-9817622.61,-134.1150740036,-39187976.49,-399.1595322689,32473149.23,330.7638775697,-3102795.35,-31.6043453009,2025-09-09
27,002494,华斯股份,-80351469.22,-392.6936195326,-46436804.36,-57.7921036302,-22280079.73,-27.7282792042,-10092058.76,-12.5598932514,2025-09-09
